,puma,HSINC_Poverty_Total,HSINC_Poverty_M,HSINC_Poverty_F
131,Monroe County (Central)--Greece & Gates Towns PUMA,0.0,0.0,#DIV/0!
132,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA,56.50991682661548,57.00582391229874,56.07560756075608
133,"NYC-Bronx Community District 10--Co-op City, Pelham Bay & Schuylerville PUMA",93.93605292171996,0.0,100.0
134,"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA",37.05882352941177,0.0,54.78260869565217
135,Albany County (East Central)--Albany City PUMA,7.441860465116279,0.0,25.0
136,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",35.672141604209855,21.43283582089552,40.86161879895561
137,NYC-Queens Community District 4--Elmhurst & South Corona PUMA,46.15941279851132,42.9913125146748,48.65164388622091
138,Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor PUMA,49.475724733456694,41.77442528735632,56.893271060370175
139,"NYC-Brooklyn Community District 6--Park Slope, Carroll Gardens & Red Hook PUMA",82.65682656826569,60.66945606694561,100.0
140,"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA",60.24494050204117,57.94339622641509,62.20827297601803
141,NYC-Manhattan Community District 8--Upper East Side PUMA,100.0,#DIV/0!,100.0
142,Orange County (Northeast)--Greater Newburgh City PUMA,54.4251447477254,43.62244897959184,64.65378421900161
143,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA",27.901234567901234,37.22627737226277,23.134328358208954
144,NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA,20.433284096504185,4.810644831115661,34.9146110056926
145,Suffolk County (Central)--Islip Town (Northwest) PUMA,32.34928527035426,24.565575269800622,42.51253881060425
146,Capital Region,25.90175197526623,12.95496607032696,42.17054263565891
147,Central NY,34.25242718446602,10.792349726775956,43.57026587086273
148,Finger Lakes,38.77412800541822,38.049143708116155,39.37888198757764
149,Long Island,41.13075090886298,30.89235694277711,51.42009752174131
150,Mid-Hudson,41.795691924481304,37.51609111770303,46.17455045241095
151,Mohawk Valley,70.54176072234763,99.20634920634922,65.78947368421053
152,New York City,50.60947281520624,42.59575758920974,57.212529109818696
153,North Country,99.07578558225508,98.48942598187311,100.0
154,Southern Tier,36.162582187686795,10.48158640226629,43.03030303030303
155,Western NY,67.95289855072464,70.03089598352214,66.82504192286194
