,puma,HSINC_Working_Poor_Total,HSINC_Working_Poor_M,HSINC_Working_Poor_F
89,Suffolk County (East) PUMA,52.22222222222223,87.47884940778341,0.0
90,"NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel PUMA",0.0,0.0,0.0
91,NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA,44.691885295912144,67.32128829536528,30.324189526184536
92,Albany County (Outside Albany City) PUMA,0.0,0.0,0.0
93,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA",29.55696202531646,30.04338394793926,28.87537993920973
94,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",0.0,0.0,#DIV/0!
95,Nassau County (West Central)--Hempstead Town (West Central) PUMA,33.70786516853933,33.70786516853933,#DIV/0!
96,Erie County (West Central)--Buffalo City (East) PUMA,8.092485549132949,0.0,20.8955223880597
97,NYC-Queens Community District 6--Forest Hills & Rego Park PUMA,10.364464692482915,10.87216248506571,0.0
98,"NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale PUMA",26.101249178172253,36.855345911949684,14.325068870523417
99,"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia PUMA",23.564954682779458,22.973760932944607,27.30627306273063
100,Madison & Cortland Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!
101,Nassau County (Central)--Hempstead Town (East Central) PUMA,60.75949367088608,100.0,0.0
102,Nassau County (West Central)--North Hempstead Town (South) PUMA,0.0,0.0,0.0
103,Westchester County (Central)--White Plains City PUMA,15.789473684210526,18.828451882845187,0.0
104,"NYC-Staten Island Community District 3--Tottenville, Great Kills & Annadale PUMA",0.0,0.0,#DIV/0!
105,Suffolk County (Northwest)--Huntington Town (South) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
106,NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA,84.15178571428571,100.0,36.607142857142854
107,NYC-Brooklyn Community District 13--Brighton Beach & Coney Island PUMA,52.7736131934033,68.48249027237354,0.0
108,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,30.182193193537298,26.022471910112362,43.71345029239766
109,Suffolk County (Northwest)--Huntington Town (North) PUMA,0.0,0.0,0.0
110,Suffolk County (Southwest)--Islip Town (South) PUMA,0.0,0.0,0.0
111,"NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby PUMA",31.471631205673763,36.29856850715746,0.0
112,Ulster County (East) PUMA,0.0,0.0,#DIV/0!
113,NYC-Manhattan Community District 10--Central Harlem PUMA,0.0,0.0,#DIV/0!
114,NYC-Brooklyn Community District 4--Bushwick PUMA,21.574023115024765,17.051013277428375,38.34196891191709
115,"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA",0.0,#DIV/0!,0.0
116,Oneida County (Central)--Greater Utica & Rome Cities PUMA,28.289473684210524,36.83168316831683,17.69041769041769
117,"NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester PUMA",56.73400673400673,62.71186440677966,43.0939226519337
118,Erie County (Central) PUMA,0.0,0.0,0.0
119,Livingston & Wyoming Counties PUMA,0.0,0.0,#DIV/0!
120,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,0.0,0.0,#DIV/0!
121,Niagara County (North & East) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
122,Westchester County (Southwest)--Yonkers City PUMA,12.069617858494135,15.583781143136296,0.0
123,Sullivan & Ulster (West) Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!
124,"NYC-Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway PUMA",17.68844221105528,17.68844221105528,#DIV/0!
125,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA,31.196581196581196,37.03703703703704,0.0
126,"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood PUMA",45.581570996978854,60.62624916722186,25.893635571054922
127,NYC-Manhattan Community District 11--East Harlem PUMA,71.2241653418124,100.0,40.46052631578947
128,Westchester County (Southeast) PUMA,9.265905383360522,11.265370884569617,0.0
129,Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area PUMA,32.03125,32.03125,#DIV/0!
130,Erie County (Northeast) PUMA,0.0,#DIV/0!,0.0
131,Monroe County (Central)--Greece & Gates Towns PUMA,0.0,#DIV/0!,0.0
132,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA,36.10832497492478,50.77574047954866,0.0
133,"NYC-Bronx Community District 10--Co-op City, Pelham Bay & Schuylerville PUMA",30.69053708439898,100.0,0.0
134,"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA",0.0,0.0,#DIV/0!
135,Albany County (East Central)--Albany City PUMA,0.0,0.0,0.0
136,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",0.0,0.0,0.0
137,NYC-Queens Community District 4--Elmhurst & South Corona PUMA,44.98510427010923,40.63280599500416,61.873990306946695
138,Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor PUMA,24.216524216524217,16.090225563909772,44.15744157441574
139,"NYC-Brooklyn Community District 6--Park Slope, Carroll Gardens & Red Hook PUMA",24.926686217008797,100.0,0.0
140,"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA",62.643678160919535,58.703843255463454,75.30266343825666
141,NYC-Manhattan Community District 8--Upper East Side PUMA,#DIV/0!,#DIV/0!,#DIV/0!
142,Orange County (Northeast)--Greater Newburgh City PUMA,9.246575342465754,0.0,100.0
143,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA",100.0,100.0,#DIV/0!
144,NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA,14.110871130309574,6.8493150684931505,34.332425068119896
145,Suffolk County (Central)--Islip Town (Northwest) PUMA,21.40985324947589,29.601449275362317,0.0
146,Capital Region,4.757747708424269,8.365310821181888,0.0
147,Central NY,35.42384562370779,43.85665529010239,0.0
148,Finger Lakes,24.907749077490777,35.186794092093834,0.0
149,Long Island,19.820119920053298,22.92810624441323,10.724962630792227
150,Mid-Hudson,21.286426883696507,23.66617562287837,10.46037296037296
151,Mohawk Valley,36.25730994152047,48.46526655896607,17.69041769041769
152,New York City,32.64024522569444,34.64332831633127,27.226156395962033
153,North Country,100.0,100.0,100.0
154,Southern Tier,81.08108108108108,80.76923076923077,81.57894736842105
155,Western NY,39.5729537366548,41.268382352941174,33.753943217665615
