,puma,HSINC_UnEmp_Total,HSINC_FT_Work_Total,HSINC_Poverty_Total,HSINC_Working_Poor_Total,HSINC_Rent_Burden_Total,HSINC_Home_Ownership_Total,HSINC_Avg_PINCP_mf_t
13,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,5.295407636738906,71.16556463114223,65.25153600960873,54.55456367280015,45.67723342939482,12.67150182473322,21409.144652942246
14,Westchester County (Northeast) PUMA,0.0,100.0,25.61761546723953,10.00649772579597,28.614277144571087,10.472610096670246,24988.953866146847
15,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,0.0,67.85714285714286,22.237762237762237,35.67251461988304,100.0,91.26074498567334,28929.824561403508
16,Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area PUMA,0.0,100.0,100.0,100.0,0.0,0.0,14000.0
17,Nassau County (Central)--Hempstead Town (East Central) PUMA,0.0,100.0,0.0,0.0,100.0,62.56983240223464,15000.0
18,Niagara County (North & East) PUMA,#DIV/0!,#DIV/0!,0.0,#DIV/0!,#DIV/0!,100.0,#DIV/0!
19,"NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale PUMA",6.858710562414267,93.14128943758574,9.21435499515034,0.0,84.61538461538461,81.08632395732299,41820.47128129602
20,"Chenango, Delaware & Broome (East) Counties PUMA",0.0,71.11111111111111,100.0,100.0,100.0,28.888888888888886,17500.0
21,Oswego County PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
22,"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA",#DIV/0!,#DIV/0!,100.0,#DIV/0!,100.0,0.0,#DIV/0!
23,NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA,0.0,100.0,37.957824639289676,45.35175879396985,40.61757719714964,52.88192501398993,30771.231155778896
24,Ontario & Yates Counties PUMA,0.0,100.0,0.0,0.0,#DIV/0!,64.0117994100295,27000.0
25,"NYC-Bronx Community District 8--Riverdale, Fieldston & Kingsbridge PUMA",26.619789050728276,68.96686159844054,56.38903259182617,46.2408140192199,44.12829798241076,0.0,24687.563595251555
26,Erie County (Northwest) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
27,NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA,13.49589570255915,61.041333637816855,58.422550481095,38.38383838383838,46.9431315749352,6.46481178396072,24266.74148896371
28,"Rockland County (West)--Spring Valley, Suffern Villages & Monsey PUMA",7.237512742099899,63.32436069986541,58.35339431872894,34.53772582359193,54.002254791431795,12.95137217140106,23333.84697130712
29,"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA",0.0,100.0,90.3755868544601,93.57021996615906,88.3357041251778,17.48826291079812,14681.895093062605
30,"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA",3.4934497816593884,81.2767984754645,59.57211731619124,39.19499804611176,26.2336867862969,0.0,25760.410316529895
31,NYC-Queens Community District 1--Astoria & Long Island City PUMA,8.18846056941295,73.99659450255413,40.563959465413426,30.53911900065746,29.592350276799195,10.265824643853723,22926.285338593032
32,Erie County (West Central)--Buffalo City (West) PUMA,11.904761904761903,53.53846153846153,67.20379146919431,26.666666666666668,16.48414985590778,17.77251184834123,19238.045977011494
33,Schenectady County--Schenectady City PUMA,58.875739644970416,68.34532374100719,54.330708661417326,100.0,0.0,52.59842519685039,24800.0
34,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,0.0,80.57170542635659,16.466385189996753,26.398075766686713,0.0,0.0,20921.828021647623
35,"Steuben (North & West), Schuyler & Chemung (North) Counties PUMA",#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
36,NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA,4.576475311120031,48.85588117221999,61.67035398230089,14.2974527526705,39.30878552971576,7.107300884955753,30631.88167625308
37,Suffolk County (Northwest)--Huntington Town (North) PUMA,23.910454870207193,73.89997267012845,26.71662953210452,26.701183431952664,100.0,76.3216528256026,26615.310650887575
38,Erie County (Northeast) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
39,Monroe County (North & West) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
40,Oneida County (Central)--Greater Utica & Rome Cities PUMA,51.65467625899281,100.0,53.234265734265726,28.330781010719758,14.447236180904522,30.419580419580424,12259.571209800919
41,"NYC-Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway PUMA",7.591362126245847,82.41438356164383,59.698892621624985,48.90920423852067,36.9120175027348,20.38073908174692,23026.65697070434
42,Erie County (West Central)--Buffalo City (East) PUMA,#DIV/0!,0.0,100.0,#DIV/0!,100.0,0.0,#DIV/0!
43,Suffolk County (Northwest)--Smithtown Town PUMA,0.0,100.0,60.43956043956044,100.0,#DIV/0!,100.0,2600.0
44,Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA,0.0,72.744151503899,36.91756272401434,18.325676365492598,12.251547735418704,0.0,28259.31597753956
45,NYC-Manhattan Community District 8--Upper East Side PUMA,0.0,100.0,0.0,0.0,0.0,0.0,520.0
46,Suffolk County (Southwest)--Islip Town (South) PUMA,0.0,65.18218623481782,72.56857855361596,31.67701863354037,100.0,65.83541147132169,29863.35403726708
47,"NYC-Brooklyn Community District 6--Park Slope, Carroll Gardens & Red Hook PUMA",0.0,59.637561779242176,71.57676348547717,24.30939226519337,19.19087136929461,0.0,17859.116022099446
48,Erie County (South) PUMA,0.0,0.0,0.0,#DIV/0!,100.0,0.0,#DIV/0!
49,Albany County (Outside Albany City) PUMA,#DIV/0!,#DIV/0!,29.292929292929294,#DIV/0!,0.0,29.292929292929294,#DIV/0!
50,NYC-Staten Island Community District 2--New Springville & South Beach PUMA,6.049004594180704,62.999185004074974,39.53610964681075,18.499353169469597,0.0,15.392725355824988,30275.808538163
51,Erie County (North Central) PUMA,0.0,48.199445983379505,100.0,100.0,#DIV/0!,100.0,27600.0
52,"NYC-Staten Island Community District 3--Tottenville, Great Kills & Annadale PUMA",0.0,100.0,43.92655367231638,45.320197044334975,100.0,84.32203389830508,16857.14285714286
53,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA",12.991718426501034,81.69117157873728,58.46015691464221,51.57586122648424,34.71464019851116,0.831836657529067,21922.86342536037
54,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,0.0,47.61904761904761,52.38095238095239,0.0,0.0,0.0,28000.0
55,"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA",8.061002178649238,91.10851126060253,32.3380992430614,33.06581059390048,24.49438202247191,34.50378469301935,28150.144462279295
56,"NYC-Brooklyn Community District 15--Sheepshead Bay, Gerritsen Beach & Homecrest PUMA",5.734571272528672,70.48158640226629,57.420924574209245,37.861736334405144,35.11326860841424,49.87834549878345,18899.35691318328
57,"NYC-Queens Community District 12--Jamaica, Hollis & St. Albans PUMA",6.203007518796992,76.88696280245576,40.99009900990099,27.853452325035228,38.41414412001071,17.865786578657865,30255.659934241427
58,Suffolk County (North Central)--Brookhaven Town (North) PUMA,0.0,100.0,85.30510585305106,0.0,95.45454545454545,15.068493150684931,14288.983050847457
59,Albany County (East Central)--Albany City PUMA,0.0,42.49201277955272,80.84935897435898,53.88471177944862,84.24182358771061,19.150641025641026,39156.491228070176
60,NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA,9.757076892190323,73.96403440187646,52.65188996635663,30.23255813953488,39.238020424194815,7.302592519295469,19946.189217758983
61,Rensselaer County--Troy City PUMA,0.0,100.0,51.707317073170735,0.0,51.707317073170735,0.0,44800.0
62,Warren & Washington Counties PUMA,0.0,0.0,0.0,#DIV/0!,#DIV/0!,100.0,#DIV/0!
63,Orange County (Northeast)--Greater Newburgh City PUMA,8.653220559531555,95.7977207977208,33.31336129418814,17.24907063197026,11.5234375,7.9688436189334935,29229.293680297396
64,"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns PUMA",0.0,65.16220028208744,28.67203219315895,0.0,100.0,71.32796780684104,45584.41558441558
65,Fulton & Montgomery Counties PUMA,0.0,100.0,0.0,0.0,0.0,9.310344827586208,15000.0
66,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA,6.863750816002984,71.21760670731707,40.56468440271257,30.555183946488295,34.55745822158036,33.118153364632235,21647.371237458196
67,Monroe County (Central)--Rochester City (East) PUMA,16.170212765957448,76.59574468085107,28.32369942196532,0.0,38.4,75.91522157996147,24362.59259259259
68,Chautauqua County PUMA,0.0,100.0,0.0,0.0,0.0,0.0,26000.0
69,Nassau County (Northwest)--North Hempstead Town (North) PUMA,0.0,86.46408839779005,38.726790450928384,41.853035143769965,0.0,24.6684350132626,28006.389776357828
70,"Clinton, Franklin, Essex & Hamilton Counties PUMA",47.266881028938904,100.0,68.22916666666666,51.21951219512195,69.12928759894459,1.3020833333333335,24932.926829268294
71,NYC-Queens Community District 6--Forest Hills & Rego Park PUMA,0.0,63.7125748502994,24.04242781378904,0.0,23.43626286619161,25.57454331172658,26262.406015037595
72,Monroe County (Central)--Rochester City (West) PUMA,50.52447552447552,47.70318021201413,76.3986013986014,0.0,100.0,23.6013986013986,24588.74074074074
73,Orange County (Southeast) PUMA,0.0,100.0,94.05737704918032,100.0,100.0,0.0,1000.0
74,Rockland County (North)--New City & Congers PUMA,0.0,59.845830413454806,48.297213622291025,29.97658079625293,74.01883830455259,34.26212590299277,20594.80093676815
75,Westchester County (Southeast) PUMA,0.0,78.38033261026753,68.53844135397533,63.92988929889298,56.54140570633264,17.10837050642876,23204.335793357932
76,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",0.0,65.76151121605666,89.71119133574007,100.0,34.49744463373084,0.0,13521.543985637343
77,Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City PUMA,0.0,41.895261845386536,58.104738154613464,0.0,0.0,41.895261845386536,15000.0
78,NYC-Queens Community District 2--Sunnyside & Woodside PUMA,6.962025316455696,86.1048122952885,28.436357149228435,15.084125822970007,32.70501570794063,16.216216216216218,25118.11265544989
79,"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia PUMA",15.923261390887289,91.78551055333713,21.822149481723947,8.328154133001865,60.62305295950156,56.219312602291325,36648.04226227471
80,Onondaga County (Central)--Syracuse City (Outer) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
81,Wayne & Seneca Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
82,"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood PUMA",11.435589519650655,74.44759206798867,66.18991581424821,56.10730593607306,49.98112138946574,3.1139675930116772,21321.225266362253
83,Nassau County (West Central)--Hempstead Town (Northwest) PUMA,0.0,28.674948240165634,28.674948240165634,100.0,46.79054054054054,38.71635610766045,15000.0
84,NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA,6.5261726716519375,63.35825968728756,27.529249827942188,0.0,12.78592375366569,41.023867173988236,36822.821888412014
85,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA",17.548076923076923,82.85714285714286,58.96980461811723,91.95402298850574,58.16326530612245,30.373001776198933,14479.490968801314
86,Suffolk County (South Central)--Brookhaven Town (South) PUMA,0.0,100.0,26.676176890156917,0.0,2.5684931506849313,58.345221112696144,23471.09947643979
87,NYC-Queens Community District 4--Elmhurst & South Corona PUMA,3.127839065541856,75.15695067264573,60.35498372345373,52.47187180361404,42.11959481537959,28.840489846535423,23688.810092055915
88,Livingston & Wyoming Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
89,"NYC-Bronx Community District 10--Co-op City, Pelham Bay & Schuylerville PUMA",0.0,61.27527216174183,78.60696517412936,56.34517766497462,47.636815920398014,0.0,37492.131979695434
90,Cattaraugus & Allegany Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
91,Herkimer (North & Central) & Oneida (Outer) Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
92,Orange County (Northwest) PUMA,0.0,100.0,69.84375,61.47959183673469,91.41104294478528,23.59375,19165.816326530614
93,Columbia & Greene Counties PUMA,0.0,100.0,100.0,100.0,100.0,0.0,12000.0
94,Suffolk County (East) PUMA,0.0,88.83205456095482,10.097431355181577,11.422845691382765,10.097431355181577,0.0,61988.48368522073
95,Monroe County (East) PUMA,0.0,48.70967741935484,0.0,0.0,0.0,48.70967741935484,25000.0
96,Sullivan & Ulster (West) Counties PUMA,21.333333333333336,100.0,47.78761061946903,0.0,0.0,31.12094395280236,45146.89265536723
97,Cayuga & Onondaga (South) Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
98,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA",2.6392554521461316,64.35481673252487,65.90145117651882,57.18822782130002,38.43712071701989,5.332455562870309,18133.665043404617
99,Suffolk County (Southwest)--Babylon Town (Southeast) PUMA,0.0,100.0,20.532128514056225,18.579234972677597,0.0,72.23895582329317,18609.52380952381
100,Onondaga County (Central)--Syracuse City PUMA,0.0,84.83709273182957,80.10571840461317,78.58197932053176,65.14336917562724,41.03796251802018,11550.29542097489
101,Ulster County (East) PUMA,0.0,33.19672131147541,27.82608695652174,0.0,0.0,72.17391304347827,75600.0
102,NYC-Queens Community District 9--Richmond Hill & Woodhaven PUMA,7.2078631234073525,81.1690859160455,45.726718885987815,26.872885451909134,32.28247162673392,41.86248912097476,23789.415176413728
103,NYC-Brooklyn Community District 13--Brighton Beach & Coney Island PUMA,10.38560411311054,54.82666666666667,46.855766657746855,29.961089494163424,41.939655172413794,37.91811613593792,21508.17120622568
104,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA,0.0,100.0,68.85813148788927,0.0,0.0,53.979238754325266,41832.555555555555
105,Nassau County (South Central)--Hempstead Town (Southeast) PUMA,0.0,93.63636363636364,10.613598673300165,12.427184466019417,0.0,70.97844112769486,32742.33009708738
106,Saratoga County (Outer) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
107,"NYC-Manhattan Community District 4 & 5--Chelsea, Clinton & Midtown Business District PUMA",0.0,0.0,10.256410256410255,#DIV/0!,0.0,0.0,#DIV/0!
108,NYC-Brooklyn Community District 4--Bushwick PUMA,18.276877761413843,87.5219683655536,66.1547433903577,58.068638189120115,55.10548523206751,4.355858045697618,19415.845198977728
109,Suffolk County (Central)--Islip Town (East) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
110,Westchester County (Southwest)--Yonkers City PUMA,4.288345172323073,65.66794942275975,36.35294117647059,11.678526580159062,17.445565586829527,26.156862745098042,35272.08036835496
111,Nassau County (West Central)--North Hempstead Town (South) PUMA,0.0,82.88508557457213,14.910536779324055,14.306784660766962,32.87128712871287,74.90059642147118,46968.8790560472
112,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",0.0,83.14454009968283,53.41851602779646,45.613079019073574,58.715162966461975,41.21348314606742,18617.438692098094
113,Jefferson & Lewis Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
114,Suffolk County (Central)--Brookhaven Town (West Central) PUMA,6.748971193415638,100.0,12.786361214704314,0.0,0.0,83.32445391582313,17589.408649602825
115,Suffolk County (Northwest)--Huntington Town (South) PUMA,0.0,100.0,23.44213649851632,0.0,#DIV/0!,100.0,31915.254237288136
116,NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA,0.0,86.51685393258427,46.45115952213633,36.507936507936506,14.081325301204819,0.0,25418.18181818182
117,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA",0.0,47.411285631180924,50.42630937880633,28.957055214723926,39.288361749444036,17.84409257003654,23495.460122699387
118,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
119,Monroe County (Central)--Greece & Gates Towns PUMA,0.0,71.97452229299363,74.13793103448276,100.0,0.0,83.14176245210729,11578.761061946903
120,NYC-Queens Community District 3--Jackson Heights & North Corona PUMA,7.016210739614995,80.29590948651001,40.10236724248241,24.311727725991762,14.598229485869934,24.836852207293667,26050.95382614351
121,"NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel PUMA",0.0,80.27036901717209,28.619340413638906,20.755575785161582,35.88120740019474,42.59362772498603,43004.09649522076
122,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA,7.541605224352223,73.31622835150738,48.956546598056036,51.268591426071744,43.65967365967366,31.546598056032018,23840.20997375328
123,Broome (Outer West) & Tioga Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
124,Putnam County PUMA,16.61807580174927,100.0,61.84738955823293,58.454810495626816,16.61807580174927,0.0,23333.819241982506
125,"NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby PUMA",0.0,0.0,0.0,#DIV/0!,0.0,0.0,#DIV/0!
126,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA",3.352891869237217,72.85198555956678,25.892857142857146,27.750247770069375,49.29078014184397,86.01190476190477,25626.263627353816
127,Nassau County (Central)--Hempstead Town (Northeast) PUMA,0.0,100.0,66.12903225806451,100.0,0.0,66.12903225806451,22000.0
128,Suffolk County (Central)--Brookhaven Town (Central) PUMA,28.347826086956523,100.0,0.0,0.0,0.0,74.26273458445041,31981.565217391304
129,NYC-Manhattan Community District 10--Central Harlem PUMA,15.856236786469344,84.5223700120919,43.95776300351975,21.316165951359086,36.946990833001195,0.0,17953.64806866953
130,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA",3.022582513028373,80.88129925961309,66.59862402661223,61.9518677100251,41.404068607897884,0.0,18392.63251144249
131,NYC-Manhattan Community District 11--East Harlem PUMA,0.0,63.744520976831566,100.0,100.0,25.769813225643613,0.0,10370.137524557957
132,Westchester County (Northwest) PUMA,6.137566137566138,85.1379489849037,37.98730734360834,26.68908590645063,22.702547953048953,16.70444242973708,26200.55029043106
133,Onondaga County (North) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
134,NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights PUMA,30.245746691871457,53.116531165311656,79.71391417425228,79.08163265306123,20.938023450586265,22.366710013003903,23714.285714285714
135,NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA,0.0,65.06262359920896,52.589641434262944,14.488348530901723,18.26226870474658,9.9601593625498,21123.809523809523
136,Genesee & Orleans Counties PUMA,76.74418604651163,100.0,23.25581395348837,100.0,0.0,0.0,16800.0
137,Westchester County (Central)--White Plains City PUMA,14.769975786924938,58.71212121212122,62.19854178351094,39.83870967741935,38.32167832167832,19.798093101514304,30677.41935483871
138,Saratoga County (South & Central) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
139,Monroe County (South) PUMA,0.0,100.0,35.16819571865443,35.16819571865443,#DIV/0!,100.0,39174.31192660551
140,Suffolk County (Central)--Islip Town (Northwest) PUMA,6.996617411429589,81.75282437521398,25.39874011526605,17.16917922948074,17.2,73.19394183085377,38882.57118927973
141,St. Lawrence County PUMA,100.0,#DIV/0!,100.0,#DIV/0!,100.0,0.0,#DIV/0!
142,Nassau County (West Central)--Hempstead Town (West Central) PUMA,0.0,100.0,0.0,0.0,0.0,46.737481031866466,23513.88888888889
143,Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor PUMA,2.190758633885009,73.00991433246703,47.42714526903032,32.84113381674357,59.28909122745579,55.1860823607135,29726.974291364535
144,"NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester PUMA",9.09355872923346,89.60492714435932,50.211907164480316,37.2338642078793,35.76837935453804,10.193877551020408,19333.733445096397
145,Nassau County (Southeast)--Oyster Bay Town (South) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
146,Capital Region,12.089914945321993,49.13614374568071,65.9045326915363,65.26019690576652,63.829787234042556,30.244685118331326,31856.315049226443
147,Central NY,0.0,79.06215921483097,78.2996712071395,73.37931034482759,62.45704467353952,40.11272898074213,11580.068965517241
148,Finger Lakes,18.219807772670286,73.07692307692307,39.44779435099968,23.229649238914625,56.46186440677966,65.12218343383053,25909.263157894737
149,Long Island,5.564985113664821,78.72577722013105,32.51563942159778,22.403555555555556,38.104588673005374,58.98682752677582,30477.416681423765
150,Mid-Hudson,5.240751614797416,77.61182856073367,46.528373049888565,31.957171795119127,35.49822064056939,19.735523943097576,25809.2630462043
151,Mohawk Valley,41.74418604651163,97.84688995215312,42.28791773778921,22.6161369193154,10.859301227573184,30.7840616966581,12812.347188264059
152,New York City,7.101496503145915,76.20203835417287,53.673470688731925,41.70326649310731,36.78424022491177,16.90164704679045,23041.978907900924
153,North Country,57.948717948717956,100.0,76.21832358674465,51.21951219512195,76.96850393700787,0.9746588693957114,24932.926829268294
154,Southern Tier,0.0,82.66666666666667,78.77358490566037,51.61290322580645,58.536585365853654,45.990566037735846,29273.817204301075
155,Western NY,7.127882599580712,60.495195861049524,66.61329063250601,35.98045204642639,20.92320966350302,38.1371764077929,21780.20769700672
