,puma,BABS_UnEmp_Total,BABS_UnEmp_M,BABS_UnEmp_F,HS_UnEmp_Total,HS_UnEmp_M,HS_UnEmp_F,HSINC_UnEmp_Total,HSINC_UnEmp_M,HSINC_UnEmp_F
106,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA",0.0,#DIV/0!,0.0,0.0,0.0,0.0,0.0,0.0,0.0
107,"Steuben (North & West), Schuyler & Chemung (North) Counties PUMA",#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
108,Nassau County (South Central)--Hempstead Town (Southeast) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
109,"NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester PUMA",0.0,0.0,0.0,0.0,0.0,0.0,0.08643122676579926,0.0,0.18787878787878787
110,Suffolk County (East) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
111,Orange County (Northwest) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,0.0,0.0,0.0,0.0
112,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
113,"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia PUMA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
114,Suffolk County (Northwest)--Smithtown Town PUMA,0.0,#DIV/0!,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
115,Ulster County (East) PUMA,0.0,0.0,0.0,0.0,0.0,#DIV/0!,0.0,0.0,0.0
116,Westchester County (Northeast) PUMA,0.0,0.0,0.0,0.0,#DIV/0!,0.0,0.0,0.0,#DIV/0!
117,NYC-Brooklyn Community District 4--Bushwick PUMA,0.0,#DIV/0!,0.0,0.0,0.0,0.0,0.4461883408071749,0.5039473684210526,0.11363636363636363
118,NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA,0.0,#DIV/0!,0.0,0.0,0.0,0.0,0.0,#DIV/0!,0.0
119,Dutchess County (North & East) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
120,Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor PUMA,0.0,0.0,0.0,0.043874172185430466,0.10474308300395258,0.0,0.0,0.0,0.0
121,Broome (Outer West) & Tioga Counties PUMA,0.0,0.0,#DIV/0!,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
122,"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns PUMA",0.0,#DIV/0!,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
123,"NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby PUMA",#DIV/0!,#DIV/0!,#DIV/0!,0.0,#DIV/0!,0.0,0.0,0.0,#DIV/0!
124,Orange County (Northeast)--Greater Newburgh City PUMA,0.0,#DIV/0!,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
125,"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA",0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
126,NYC-Queens Community District 6--Forest Hills & Rego Park PUMA,0.07446808510638298,0.10968660968660969,0.0,0.028028028028028028,0.03349282296650718,0.0,#DIV/0!,#DIV/0!,#DIV/0!
127,Onondaga County (North) PUMA,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
128,Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
129,Monroe County (North & West) PUMA,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
130,Sullivan & Ulster (West) Counties PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
131,Suffolk County (Southwest)--Babylon Town (Southeast) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.34126163391933817,0.5612244897959183,0.0,0.21145374449339208,1.0,0.0
132,Suffolk County (Northwest)--Huntington Town (North) PUMA,0.14393939393939395,0.14393939393939395,#DIV/0!,0.06534090909090909,0.11201298701298701,0.0,0.0,0.0,0.0
133,"NYC-Queens Community District 12--Jamaica, Hollis & St. Albans PUMA",0.0,0.0,0.0,0.0785296574770259,0.14596273291925466,0.0,#DIV/0!,#DIV/0!,#DIV/0!
134,"NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale PUMA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
135,Monroe County (Central)--Rochester City (West) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
136,NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA,0.21296296296296297,0.42201834862385323,0.0,0.0,0.0,0.0,0.0,0.0,0.0
137,Suffolk County (Central)--Islip Town (Northwest) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,Putnam County PUMA,0.0,0.0,#DIV/0!,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
139,NYC-Queens Community District 2--Sunnyside & Woodside PUMA,0.137987012987013,0.0,0.18888888888888888,0.07676086039645719,0.052715654952076675,0.10366398570151922,0.0,0.0,0.0
140,Nassau County (Central)--Hempstead Town (East Central) PUMA,0.0,0.0,0.0,0.0,0.0,#DIV/0!,0.0,#DIV/0!,0.0
141,Suffolk County (Northwest)--Huntington Town (South) PUMA,0.0,#DIV/0!,0.0,0.3403826787512588,0.0,0.8028503562945368,0.0,0.0,#DIV/0!
142,"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA",0.0,0.0,#DIV/0!,0.0,0.0,0.0,0.0,0.0,0.0
143,Nassau County (Central)--Hempstead Town (Northeast) PUMA,0.0,0.0,0.0,0.12990196078431374,0.1518624641833811,0.0,0.0,#DIV/0!,0.0
144,NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA,0.0,0.0,#DIV/0!,0.0,0.0,0.0,0.0,0.0,0.0
145,"Rockland County (West)--Spring Valley, Suffern Villages & Monsey PUMA",0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
146,Capital Region,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
147,Central NY,0.0,0.0,0.0,0.18679409209383144,0.0,0.5657894736842105,0.0,0.0,#DIV/0!
148,Finger Lakes,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
149,Long Island,0.01689452039568745,0.0152426795026073,0.01894789329344303,0.052833550332351126,0.031781868704411256,0.08336131631967764,0.0236715775533852,0.02021678236511996,0.030999741668819428
150,Mid-Hudson,0.0,0.0,0.0,0.0440102624827314,0.00781551524507912,0.12156295224312591,0.02235086026692394,0.0,0.16032295271049596
151,Mohawk Valley,0.0,#DIV/0!,0.0,0.0,#DIV/0!,0.0,0.0,0.0,#DIV/0!
152,New York City,0.04197626170027984,0.05433966622394179,0.02643043857101365,0.04622441115100476,0.041103035782592064,0.05225040916530278,0.05134684147794994,0.050433874861355775,0.053824362606232294
153,North Country,0.0,0.0,#DIV/0!,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
154,Southern Tier,0.0,0.0,#DIV/0!,0.0,0.0,0.0,0.0,0.0,#DIV/0!
155,Western NY,0.06493506493506493,0.0,0.08244422890397672,0.0868824531516184,0.0,0.2217391304347826,0.0,#DIV/0!,0.0
