,puma,HSINC_Home_Ownership_Total,HSINC_Home_Ownership_M,HSINC_Home_Ownership_F
39,NYC-Queens Community District 4--Elmhurst & South Corona PUMA,18.48956095884526,12.147102526002971,23.948840927258193
40,"NYC-Brooklyn Community District 6--Park Slope, Carroll Gardens & Red Hook PUMA",0.0,0.0,0.0
41,Suffolk County (Central)--Islip Town (East) PUMA,0.0,#DIV/0!,0.0
42,"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA",0.0,0.0,0.0
43,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA",33.385870572964954,28.491335372069315,37.468117667063424
44,NYC-Queens Community District 3--Jackson Heights & North Corona PUMA,23.48608055103798,19.530183010106526,27.86455708958984
45,Saratoga County (Outer) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
46,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA",27.229601518026563,14.624238320920785,56.735340729001585
47,"NYC-Brooklyn Community District 15--Sheepshead Bay, Gerritsen Beach & Homecrest PUMA",49.37545922116091,47.09968739145536,51.92982456140351
48,Wayne & Seneca Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!
49,Schenectady County--Schenectady City PUMA,91.0904255319149,100.0,84.9438202247191
50,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA,23.13821138211382,16.51038178164769,29.39317319848293
51,Nassau County (Northwest)--North Hempstead Town (North) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
52,Suffolk County (West Central)--Babylon Town (Northwest) PUMA,90.68894952251023,89.79591836734694,91.2870159453303
53,"NYC-Manhattan Community District 4 & 5--Chelsea, Clinton & Midtown Business District PUMA",0.0,0.0,0.0
54,Columbia & Greene Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!
55,Rensselaer County--Troy City PUMA,0.0,0.0,0.0
56,Erie County (West Central)--Buffalo City (West) PUMA,31.75381263616558,45.50438596491228,18.181818181818183
57,Erie County (South) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
58,Oneida County (Central)--Greater Utica & Rome Cities PUMA,35.24904214559387,54.1747572815534,25.97526165556613
59,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA",0.5703103159071848,0.0,1.2289156626506026
60,NYC-Brooklyn Community District 13--Brighton Beach & Coney Island PUMA,32.74358335409918,36.54297792390794,28.450106157112526
61,NYC-Manhattan Community District 10--Central Harlem PUMA,0.0,0.0,0.0
62,Nassau County (West Central)--North Hempstead Town (South) PUMA,64.04279709591135,67.38644825018615,60.51805337519623
63,NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA,23.5329703569268,30.362116991643457,18.288770053475936
64,Albany County (East Central)--Albany City PUMA,41.19850187265918,37.01298701298701,46.902654867256636
65,Nassau County (West Central)--Hempstead Town (West Central) PUMA,81.40934844192634,93.73881932021467,73.32942555685815
66,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,0.0,#DIV/0!,0.0
67,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",2.2018541930046354,1.7463012369633761,2.5516856025330603
68,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA",1.5533608207881866,0.8807865628840639,2.145303767802416
69,"NYC-Bronx Community District 8--Riverdale, Fieldston & Kingsbridge PUMA",11.233367451381781,0.0,18.268830628381192
70,Erie County (Northeast) PUMA,100.0,100.0,#DIV/0!
71,NYC-Manhattan Community District 11--East Harlem PUMA,0.0,0.0,0.0
72,Orange County (Southeast) PUMA,0.0,0.0,0.0
73,Westchester County (Southeast) PUMA,14.077669902912621,10.584343991179713,15.866741953698476
74,NYC-Queens Community District 1--Astoria & Long Island City PUMA,10.632630410654828,12.098765432098766,9.809358752166379
75,Livingston & Wyoming Counties PUMA,59.25925925925925,0.0,88.88888888888889
76,Suffolk County (Central)--Brookhaven Town (West Central) PUMA,100.0,#DIV/0!,100.0
77,Westchester County (Southwest)--Yonkers City PUMA,13.954358398802844,13.26419213973799,15.457788347205708
78,Erie County (North Central) PUMA,100.0,100.0,100.0
79,Saratoga County (South & Central) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
80,Suffolk County (South Central)--Brookhaven Town (South) PUMA,55.62130177514793,76.0,49.80988593155893
81,"NYC-Staten Island Community District 3--Tottenville, Great Kills & Annadale PUMA",100.0,100.0,100.0
82,Herkimer (North & Central) & Oneida (Outer) Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!
83,Niagara County (North & East) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
84,Monroe County (Central)--Rochester City (East) PUMA,40.542986425339365,14.939024390243901,51.35135135135135
85,Warren & Washington Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!
86,Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City PUMA,0.0,0.0,0.0
87,NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights PUMA,9.879518072289157,0.0,16.80327868852459
88,Onondaga County (Central)--Syracuse City PUMA,41.14285714285714,51.82481751824818,30.909090909090907
89,Westchester County (Central)--White Plains City PUMA,21.886249100071993,9.881422924901186,36.34920634920635
90,NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA,0.0,0.0,0.0
91,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA",8.822759403089275,12.149695387293297,5.4777738886944345
92,Cattaraugus & Allegany Counties PUMA,0.0,0.0,0.0
93,Oswego County PUMA,100.0,#DIV/0!,100.0
94,"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA",27.94750871437359,22.41857241857242,35.9618282270216
95,Monroe County (East) PUMA,0.0,#DIV/0!,0.0
96,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,28.013620885357547,42.46935201401051,12.446958981612447
97,"NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel PUMA",7.052896725440807,18.04123711340206,0.0
98,"NYC-Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway PUMA",9.464566929133857,6.972789115646258,11.612903225806452
99,"NYC-Bronx Community District 10--Co-op City, Pelham Bay & Schuylerville PUMA",52.51572327044025,100.0,45.289855072463766
100,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA",61.28755364806867,52.535125229077586,68.9989235737352
101,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA",#DIV/0!,#DIV/0!,#DIV/0!
102,Chautauqua County PUMA,100.0,100.0,100.0
103,NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA,39.05146316851665,61.53846153846154,33.54271356783919
104,Erie County (West Central)--Buffalo City (East) PUMA,44.4264943457189,34.66666666666667,47.54797441364605
105,Genesee & Orleans Counties PUMA,0.0,0.0,0.0
106,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA",38.83564925730714,32.944470368642094,45.05169867060561
107,"Steuben (North & West), Schuyler & Chemung (North) Counties PUMA",0.0,#DIV/0!,0.0
108,Nassau County (South Central)--Hempstead Town (Southeast) PUMA,24.356559949780287,32.285714285714285,18.141097424412095
109,"NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester PUMA",5.784486557955047,5.111821086261981,6.259398496240602
110,Suffolk County (East) PUMA,28.192371475953564,37.77777777777778,0.0
111,Orange County (Northwest) PUMA,28.125,28.125,#DIV/0!
112,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA,40.5940594059406,0.0,100.0
113,"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia PUMA",15.393866506313891,8.964451313755797,19.488188976377952
114,Suffolk County (Northwest)--Smithtown Town PUMA,100.0,#DIV/0!,100.0
115,Ulster County (East) PUMA,64.343163538874,52.86624203821656,72.68518518518519
116,Westchester County (Northeast) PUMA,17.62065095398429,17.62065095398429,#DIV/0!
117,NYC-Brooklyn Community District 4--Bushwick PUMA,9.525277435265105,11.304931231130492,8.01254633589963
118,NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA,1.5112037519541428,0.0,2.67651130595293
119,Dutchess County (North & East) PUMA,13.36405529953917,0.0,14.83375959079284
120,Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor PUMA,28.529863412268647,31.455617628801985,25.34997470062405
121,Broome (Outer West) & Tioga Counties PUMA,0.0,0.0,#DIV/0!
122,"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns PUMA",0.0,0.0,0.0
123,"NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby PUMA",8.422664624808576,#DIV/0!,8.422664624808576
124,Orange County (Northeast)--Greater Newburgh City PUMA,54.48028673835126,55.05952380952381,53.6036036036036
125,"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA",0.0,0.0,0.0
126,NYC-Queens Community District 6--Forest Hills & Rego Park PUMA,54.6865671641791,35.21594684385382,65.61043802423113
127,Onondaga County (North) PUMA,100.0,100.0,#DIV/0!
128,Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA,32.438016528925615,100.0,21.204819277108435
129,Monroe County (North & West) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
130,Sullivan & Ulster (West) Counties PUMA,53.4621578099839,87.6923076923077,28.80886426592798
131,Suffolk County (Southwest)--Babylon Town (Southeast) PUMA,49.919999999999995,100.0,23.4718826405868
132,Suffolk County (Northwest)--Huntington Town (North) PUMA,57.00158227848101,56.476683937823836,57.604078164825836
133,"NYC-Queens Community District 12--Jamaica, Hollis & St. Albans PUMA",18.801699083389227,10.629476064832264,30.714285714285715
134,"NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale PUMA",45.65899581589959,39.60720130932897,48.50115295926211
135,Monroe County (Central)--Rochester City (West) PUMA,0.0,0.0,0.0
136,NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA,45.25963149078727,42.00116346713205,49.68404423380727
137,Suffolk County (Central)--Islip Town (Northwest) PUMA,43.513685550604706,39.673509769972796,47.58656873032529
138,Putnam County PUMA,48.455598455598455,59.47867298578199,0.0
139,NYC-Queens Community District 2--Sunnyside & Woodside PUMA,21.53771525588164,11.036691904484567,29.031587697423113
140,Nassau County (Central)--Hempstead Town (East Central) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
141,Suffolk County (Northwest)--Huntington Town (South) PUMA,53.46687211093991,0.0,79.40503432494279
142,"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA",1.8793051811919739,1.0910330719399932,2.4966622162883847
143,Nassau County (Central)--Hempstead Town (Northeast) PUMA,100.0,#DIV/0!,100.0
144,NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA,4.675178370259106,7.270233196159122,3.6970010341261634
145,"Rockland County (West)--Spring Valley, Suffern Villages & Monsey PUMA",6.752813672363485,0.0,11.035422343324251
146,Capital Region,48.21103699211643,63.41463414634146,40.093023255813954
147,Central NY,40.64096609382257,40.85739282589677,40.396039603960396
148,Finger Lakes,36.02706258222138,22.48165443629086,41.339612768184196
149,Long Island,44.263029407153574,43.287884333821374,45.198087132014216
150,Mid-Hudson,22.14047550014497,20.577490515666714,23.805958975894594
151,Mohawk Valley,36.940298507462686,55.970149253731336,27.425373134328357
152,New York City,17.346694623371555,15.368809093081204,19.03955033333528
153,North Country,33.098591549295776,#DIV/0!,33.098591549295776
154,Southern Tier,22.20216606498195,0.0,44.4043321299639
155,Western NY,38.38440111420613,53.7602382725242,29.194481530930126
