,puma,HSINC_Rent_Burden_Total,HSINC_Rent_Burden_M,HSINC_Rent_Burden_F
28,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",27.165627165627164,41.307371349095966,18.72752420470263
29,Suffolk County (North Central)--Brookhaven Town (North) PUMA,0.0,0.0,0.0
30,NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA,0.0,0.0,0.0
31,Cayuga & Onondaga (South) Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!
32,Nassau County (Southeast)--Oyster Bay Town (South) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
33,Fulton & Montgomery Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!
34,Onondaga County (Central)--Syracuse City (Outer) PUMA,100.0,100.0,100.0
35,NYC-Staten Island Community District 2--New Springville & South Beach PUMA,80.80495356037152,100.0,65.36312849162012
36,Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area PUMA,#DIV/0!,#DIV/0!,#DIV/0!
37,Suffolk County (Central)--Brookhaven Town (Central) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
38,"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood PUMA",37.53464431833179,16.69626998223801,60.12101210121013
39,NYC-Queens Community District 4--Elmhurst & South Corona PUMA,33.507184672698244,36.24407072013799,30.83876392684465
40,"NYC-Brooklyn Community District 6--Park Slope, Carroll Gardens & Red Hook PUMA",12.3841059602649,11.671335200746965,14.123006833712983
41,Suffolk County (Central)--Islip Town (East) PUMA,100.0,#DIV/0!,100.0
42,"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA",30.37716615698267,0.0,31.735889243876464
43,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA",28.28383343539498,20.288973384030417,36.38465094775775
44,NYC-Queens Community District 3--Jackson Heights & North Corona PUMA,28.069517379344838,25.695858791581806,31.000279407655768
45,Saratoga County (Outer) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
46,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA",0.0,0.0,0.0
47,"NYC-Brooklyn Community District 15--Sheepshead Bay, Gerritsen Beach & Homecrest PUMA",40.78374455732946,40.05252790544977,41.68694241686943
48,Wayne & Seneca Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!
49,Schenectady County--Schenectady City PUMA,100.0,#DIV/0!,100.0
50,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA,39.577039274924466,36.15160349854227,43.901156677181916
51,Nassau County (Northwest)--North Hempstead Town (North) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
52,Suffolk County (West Central)--Babylon Town (Northwest) PUMA,56.043956043956044,0.0,100.0
53,"NYC-Manhattan Community District 4 & 5--Chelsea, Clinton & Midtown Business District PUMA",32.92096219931271,31.00401606425703,44.285714285714285
54,Columbia & Greene Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!
55,Rensselaer County--Troy City PUMA,60.63492063492063,100.0,52.03094777562862
56,Erie County (West Central)--Buffalo City (West) PUMA,57.62170790103751,58.14889336016097,57.27513227513228
57,Erie County (South) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
58,Oneida County (Central)--Greater Utica & Rome Cities PUMA,46.80616740088105,0.0,63.24404761904761
59,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA",21.670736555170652,22.112421634257785,21.163698463039765
60,NYC-Brooklyn Community District 13--Brighton Beach & Coney Island PUMA,30.825335892514396,24.72242783123612,37.40031897926635
61,NYC-Manhattan Community District 10--Central Harlem PUMA,16.52003910068426,0.0,29.34027777777778
62,Nassau County (West Central)--North Hempstead Town (South) PUMA,66.36125654450262,100.0,48.9065606361829
63,NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA,49.950149551345966,39.4,60.437375745526836
64,Albany County (East Central)--Albany City PUMA,#DIV/0!,#DIV/0!,#DIV/0!
65,Nassau County (West Central)--Hempstead Town (West Central) PUMA,0.0,0.0,0.0
66,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,0.0,#DIV/0!,0.0
67,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",33.28504568754179,32.41175018513947,34.003656307129795
68,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA",53.200199700449325,52.57284562926225,53.78670788253478
69,"NYC-Bronx Community District 8--Riverdale, Fieldston & Kingsbridge PUMA",47.73710002882675,37.67441860465116,55.44806517311609
70,Erie County (Northeast) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
71,NYC-Manhattan Community District 11--East Harlem PUMA,19.053708439897697,11.809235427706282,24.349750968456004
72,Orange County (Southeast) PUMA,20.54054054054054,10.547667342799189,100.0
73,Westchester County (Southeast) PUMA,15.036940460669273,19.235511713933416,12.751677852348994
74,NYC-Queens Community District 1--Astoria & Long Island City PUMA,27.843446283162592,21.327800829875518,30.860876249039197
75,Livingston & Wyoming Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!
76,Suffolk County (Central)--Brookhaven Town (West Central) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
77,Westchester County (Southwest)--Yonkers City PUMA,67.30499766464268,55.947136563876654,100.0
78,Erie County (North Central) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
79,Saratoga County (South & Central) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
80,Suffolk County (South Central)--Brookhaven Town (South) PUMA,0.0,0.0,0.0
81,"NYC-Staten Island Community District 3--Tottenville, Great Kills & Annadale PUMA",#DIV/0!,#DIV/0!,#DIV/0!
82,Herkimer (North & Central) & Oneida (Outer) Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!
83,Niagara County (North & East) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
84,Monroe County (Central)--Rochester City (East) PUMA,46.5040650406504,0.0,85.11904761904762
85,Warren & Washington Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!
86,Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City PUMA,60.740291262135926,50.76741440377804,71.28589263420724
87,NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights PUMA,12.165775401069519,0.0,22.413793103448278
88,Onondaga County (Central)--Syracuse City PUMA,37.53894080996885,46.206896551724135,30.39772727272727
89,Westchester County (Central)--White Plains City PUMA,35.06912442396313,35.014619883040936,35.16209476309227
90,NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA,0.0,0.0,0.0
91,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA",22.85604900459418,15.672676837725383,29.56859840770228
92,Cattaraugus & Allegany Counties PUMA,0.0,0.0,0.0
93,Oswego County PUMA,#DIV/0!,#DIV/0!,#DIV/0!
94,"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA",23.849624060150376,10.886541111621497,48.43205574912892
95,Monroe County (East) PUMA,49.297573435504475,#DIV/0!,49.297573435504475
96,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,65.37369914853357,82.80060882800609,53.04254173397954
97,"NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel PUMA",19.78319783197832,34.59119496855346,11.993382961124896
98,"NYC-Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway PUMA",44.805080261068966,33.03201506591337,55.17584605175846
99,"NYC-Bronx Community District 10--Co-op City, Pelham Bay & Schuylerville PUMA",0.0,#DIV/0!,0.0
100,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA",47.013782542113326,72.40566037735849,0.0
101,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA",#DIV/0!,#DIV/0!,#DIV/0!
102,Chautauqua County PUMA,#DIV/0!,#DIV/0!,#DIV/0!
103,NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA,43.46026490066225,33.33333333333333,44.896030245746694
104,Erie County (West Central)--Buffalo City (East) PUMA,71.51162790697676,0.0,100.0
105,Genesee & Orleans Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!
106,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA",31.626666666666665,5.46218487394958,58.613217768147344
107,"Steuben (North & West), Schuyler & Chemung (North) Counties PUMA",100.0,#DIV/0!,100.0
108,Nassau County (South Central)--Hempstead Town (Southeast) PUMA,42.738589211618255,28.48101265822785,51.98358413132696
109,"NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester PUMA",45.23491562462061,34.21361502347418,53.01304617933319
110,Suffolk County (East) PUMA,0.0,0.0,0.0
111,Orange County (Northwest) PUMA,0.0,0.0,#DIV/0!
112,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA,100.0,100.0,#DIV/0!
113,"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia PUMA",46.36342099028666,43.01075268817204,48.77750611246944
114,Suffolk County (Northwest)--Smithtown Town PUMA,#DIV/0!,#DIV/0!,#DIV/0!
115,Ulster County (East) PUMA,0.0,0.0,0.0
116,Westchester County (Northeast) PUMA,0.0,0.0,#DIV/0!
117,NYC-Brooklyn Community District 4--Bushwick PUMA,27.538004543071814,15.393343419062028,37.96687236115622
118,NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA,39.351851851851855,42.48952722920407,36.86581318160266
119,Dutchess County (North & East) PUMA,0.0,0.0,0.0
120,Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor PUMA,22.356666289720685,25.2660176590446,19.45323090826932
121,Broome (Outer West) & Tioga Counties PUMA,0.0,0.0,#DIV/0!
122,"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns PUMA",0.0,0.0,0.0
123,"NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby PUMA",27.591973244147155,#DIV/0!,27.591973244147155
124,Orange County (Northeast)--Greater Newburgh City PUMA,0.0,0.0,0.0
125,"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA",70.69327731092437,67.61229314420804,73.15689981096408
126,NYC-Queens Community District 6--Forest Hills & Rego Park PUMA,80.60897435897436,100.0,48.29059829059829
127,Onondaga County (North) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
128,Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA,100.0,#DIV/0!,100.0
129,Monroe County (North & West) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
130,Sullivan & Ulster (West) Counties PUMA,16.75392670157068,100.0,0.0
131,Suffolk County (Southwest)--Babylon Town (Southeast) PUMA,0.0,#DIV/0!,0.0
132,Suffolk County (Northwest)--Huntington Town (North) PUMA,27.04691812327507,26.53061224489796,27.655310621242485
133,"NYC-Queens Community District 12--Jamaica, Hollis & St. Albans PUMA",20.484581497797357,17.334458034584564,26.407613005551152
134,"NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale PUMA",29.64388835418672,0.0,45.97014925373134
135,Monroe County (Central)--Rochester City (West) PUMA,0.0,0.0,0.0
136,NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA,9.791921664626683,0.0,25.117739403453687
137,Suffolk County (Central)--Islip Town (Northwest) PUMA,12.237998647734956,19.63919639196392,3.203203203203203
138,Putnam County PUMA,0.0,0.0,0.0
139,NYC-Queens Community District 2--Sunnyside & Woodside PUMA,15.82109479305741,11.939787889154978,19.517758227435646
140,Nassau County (Central)--Hempstead Town (East Central) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
141,Suffolk County (Northwest)--Huntington Town (South) PUMA,29.80132450331126,0.0,100.0
142,"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA",51.39589905362776,55.497382198952884,48.21453577930262
143,Nassau County (Central)--Hempstead Town (Northeast) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
144,NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA,56.80591645012992,53.84615384615385,57.901944672692416
145,"Rockland County (West)--Spring Valley, Suffern Villages & Monsey PUMA",58.96289673670094,54.56498388829216,62.09800918836142
146,Capital Region,64.41893830703013,100.0,57.534246575342465
147,Central NY,63.412408759124084,75.47169811320755,46.73913043478261
148,Finger Lakes,21.387651177593888,0.0,32.432432432432435
149,Long Island,23.78150237409196,22.908823047962024,24.639781051275857
150,Mid-Hudson,42.716479788938095,43.75939849624061,41.52807176695897
151,Mohawk Valley,46.80616740088105,0.0,63.24404761904761
152,New York City,32.95029396044896,27.656544918705915,37.73455035163848
153,North Country,0.0,#DIV/0!,0.0
154,Southern Tier,57.540603248259856,64.98194945848375,44.15584415584416
155,Western NY,43.76130198915009,46.53784219001611,42.677561282212444
