,puma,HSINC_UnEmp_Total,HSINC_FT_Work_Total,HSINC_Poverty_Total,HSINC_Working_Poor_Total,HSINC_Rent_Burden_Total,HSINC_Home_Ownership_Total,HSINC_Avg_PINCP_mf_t
19,Onondaga County (Central)--Syracuse City PUMA,12.513368983957218,64.26035502958581,58.37173579109063,25.41436464088398,15.807730426164518,13.517665130568357,38466.758747697975
20,Westchester County (Northeast) PUMA,0.0,42.4317617866005,90.63876651982379,50.29239766081871,0.0,65.45012165450122,52795.3216374269
21,Madison & Cortland Counties PUMA,0.0,0.0,0.0,#DIV/0!,#DIV/0!,100.0,#DIV/0!
22,Erie County (West Central)--Buffalo City (West) PUMA,0.0,62.20825852782765,62.6628895184136,46.17604617604618,13.805742211362249,7.2521246458923505,32881.818181818184
23,Monroe County (Central)--Rochester City (West) PUMA,0.0,68.42837273991655,82.90766208251473,79.8780487804878,0.0,43.418467583497055,23023.37398373984
24,Suffolk County (Central)--Islip Town (East) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
25,Nassau County (Central)--Hempstead Town (East Central) PUMA,0.0,100.0,0.0,0.0,#DIV/0!,100.0,74000.0
26,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA",10.994165427296648,75.81446045779339,62.09239130434783,49.24920127795527,45.342205323193916,1.612756264236902,25443.929712460063
27,St. Lawrence County PUMA,0.0,100.0,0.0,0.0,#DIV/0!,100.0,20000.0
28,Columbia & Greene Counties PUMA,0.0,0.0,0.0,#DIV/0!,#DIV/0!,100.0,#DIV/0!
29,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,0.0,65.68265682656826,31.868131868131865,34.943820224719104,0.0,0.0,39082.47191011236
30,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",0.0,77.96369824163358,17.77777777777778,15.933066569661694,21.061415220293725,30.648148148148145,35293.30665696617
31,Monroe County (North & West) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
32,Schenectady County--Schenectady City PUMA,0.0,100.0,0.0,0.0,#DIV/0!,100.0,22262.29508196721
33,"Rockland County (West)--Spring Valley, Suffern Villages & Monsey PUMA",0.0,83.38590956887487,19.598906107566087,0.0,0.0,42.21153846153846,33904.16141235813
34,Niagara County (North & East) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
35,Suffolk County (Central)--Brookhaven Town (Central) PUMA,0.0,100.0,60.796139927623635,0.0,100.0,39.20386007237636,40000.0
36,Suffolk County (East) PUMA,0.0,40.153452685421996,22.762148337595907,0.0,0.0,38.034188034188034,25000.0
37,Warren & Washington Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
38,NYC-Queens Community District 6--Forest Hills & Rego Park PUMA,11.398963730569948,78.7139689578714,22.569239835002946,0.0,14.964788732394366,66.52916912197998,71307.60563380281
39,"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA",25.43640897755611,100.0,54.3640897755611,72.90969899665552,54.3640897755611,0.0,20418.060200668897
40,Westchester County (Central)--White Plains City PUMA,0.0,95.14991181657848,42.36111111111111,31.64967562557924,50.24311183144247,3.9145907473309607,37746.06116774792
41,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA",17.844827586206897,56.669052732044854,60.832490244254956,26.35789473684211,10.722275487376159,3.699956641133112,23810.02105263158
42,Erie County (North Central) PUMA,0.0,100.0,36.89400164338537,0.0,27.12700369913687,33.3607230895645,62398.84393063584
43,Chautauqua County PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
44,Dutchess County (Southwest) PUMA,0.0,100.0,0.0,0.0,0.0,67.48768472906403,32000.0
45,Westchester County (Southeast) PUMA,28.21270310192024,60.69958847736625,65.44671689989235,76.61016949152543,61.595273264401776,27.125941872981702,16467.79661016949
46,Rockland County (North)--New City & Congers PUMA,23.573200992555833,62.531017369727046,39.62264150943396,37.698412698412696,100.0,60.37735849056604,24021.825396825396
47,NYC-Staten Island Community District 2--New Springville & South Beach PUMA,0.0,100.0,32.458059810357405,35.240690281562216,94.57627118644068,77.27935813274982,22271.071752951862
48,Suffolk County (Southwest)--Islip Town (South) PUMA,13.14935064935065,86.85064935064936,0.0,0.0,#DIV/0!,100.0,22214.953271028036
49,Erie County (West Central)--Buffalo City (East) PUMA,0.0,90.73783359497645,79.86704653371321,76.12456747404845,100.0,25.452812202097235,18501.73010380623
50,Wayne & Seneca Counties PUMA,0.0,82.34421364985162,17.655786350148368,0.0,#DIV/0!,100.0,29484.684684684686
51,Monroe County (South) PUMA,0.0,68.76456876456876,63.897131552917905,47.79661016949153,0.0,86.7457962413452,23806.77966101695
52,Tompkins County PUMA,0.0,0.0,100.0,#DIV/0!,0.0,0.0,#DIV/0!
53,Suffolk County (South Central)--Brookhaven Town (South) PUMA,0.0,100.0,80.51529790660226,98.81422924901186,100.0,18.69918699186992,8201.581027667984
54,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",0.0,0.0,24.778761061946902,#DIV/0!,0.0,0.0,#DIV/0!
55,NYC-Manhattan Community District 8--Upper East Side PUMA,0.0,100.0,0.0,0.0,0.0,0.0,20900.0
56,"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA",0.0,36.206896551724135,29.095354523227385,0.0,0.0,0.0,50000.0
57,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA",3.685897435897436,82.6037796801809,45.05407544183593,24.36448963629253,10.86528545982938,0.0,34404.575674618696
58,NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA,0.0,67.61006289308176,43.48802395209581,0.0,37.20136518771331,34.880239520958085,24596.74418604651
59,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA",0.0,53.55255431591309,76.42857142857142,48.90350877192983,71.61874334398296,25.476190476190474,34872.80701754386
60,Suffolk County (Central)--Islip Town (Northwest) PUMA,1.350407450523865,68.56266226103375,47.43483313963141,45.955249569707405,56.39431616341031,43.91499252864021,20135.456110154904
61,"NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel PUMA",21.864488226814032,59.15425276309466,60.08999653859467,38.42404549147035,0.0,0.0,29256.37692932575
62,Saratoga County (South & Central) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
63,Cattaraugus & Allegany Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
64,Genesee & Orleans Counties PUMA,0.0,11.560693641618498,100.0,100.0,#DIV/0!,#DIV/0!,18000.0
65,Cayuga & Onondaga (South) Counties PUMA,0.0,11.851851851851853,88.14814814814815,0.0,#DIV/0!,100.0,10000.0
66,Sullivan & Ulster (West) Counties PUMA,0.0,74.52229299363057,68.22157434402332,100.0,0.0,23.323615160349853,24954.415954415956
67,"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood PUMA",7.4647561821123185,76.2600521010307,61.08279722616759,41.28917273132333,52.459016393442624,0.0,22773.69374721521
68,Suffolk County (Central)--Brookhaven Town (West Central) PUMA,0.0,80.93994778067885,42.74661508704062,71.29032258064515,0.0,57.25338491295938,20229.677419354837
69,NYC-Queens Community District 1--Astoria & Long Island City PUMA,0.0,82.52611585944919,74.19261822376009,57.537399309551205,45.604606525911706,23.18339100346021,22322.78481012658
70,Jefferson & Lewis Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
71,Nassau County (West Central)--Hempstead Town (Northwest) PUMA,0.0,74.17840375586854,51.890034364261176,0.0,0.0,54.89690721649485,54302.10970464135
72,Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor PUMA,0.5952380952380952,72.2254787026182,45.03608778907056,25.61882862166915,22.22222222222222,42.80453675062601,29235.127823616935
73,Orange County (Northeast)--Greater Newburgh City PUMA,0.0,100.0,46.92251991310644,46.92251991310644,0.0,36.278059377262856,46061.18754525706
74,"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia PUMA",0.0,77.25250278086763,29.840737636211234,18.718502519798417,40.7041383570105,21.751886001676446,30674.154067674586
75,"NYC-Queens Community District 12--Jamaica, Hollis & St. Albans PUMA",21.26099706744868,72.06043956043956,46.930473372781066,42.62295081967213,36.26752470696392,17.80695266272189,33023.90392680137
76,Erie County (Central) PUMA,0.0,100.0,89.90825688073394,58.22784810126582,100.0,24.159021406727827,23634.177215189873
77,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA",0.0,70.17114914425427,56.273017431868396,38.815331010452965,57.05222059541239,36.38595629756936,29345.156794425086
78,"NYC-Brooklyn Community District 15--Sheepshead Bay, Gerritsen Beach & Homecrest PUMA",7.255520504731862,73.17767653758543,32.98852736505548,24.085603112840467,26.87699680511182,45.0630054542035,34699.326848249024
79,"NYC-Bronx Community District 8--Riverdale, Fieldston & Kingsbridge PUMA",11.94324004729996,95.38943598925694,60.83198271204754,53.589863913655556,60.27769393299125,0.0,15550.844673862037
80,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,0.0,77.50631844987363,28.00608828006088,19.67391304347826,8.333333333333332,21.689497716894977,36513.586956521736
81,Onondaga County (Central)--Syracuse City (Outer) PUMA,0.0,100.0,0.0,0.0,0.0,43.91025641025641,42919.8717948718
82,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA",52.14521452145215,0.0,0.0,#DIV/0!,#DIV/0!,47.85478547854785,#DIV/0!
83,"Chenango, Delaware & Broome (East) Counties PUMA",0.0,43.47826086956522,43.20987654320987,0.0,#DIV/0!,56.79012345679012,13100.0
84,Orange County (Northwest) PUMA,0.0,100.0,100.0,100.0,0.0,0.0,18300.0
85,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,4.2671292281006075,70.30411449016101,37.614735038550975,24.015509511692716,25.474932152549634,13.584628564435198,31470.023021931418
86,Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA,0.0,69.81132075471697,76.74180327868852,67.45005875440658,68.26086956521739,29.303278688524593,29896.944770857815
87,Dutchess County (North & East) PUMA,0.0,50.520833333333336,36.0,0.0,#DIV/0!,100.0,66000.0
88,Putnam County PUMA,0.0,100.0,18.809776833156217,0.0,0.0,55.89798087141339,42200.7874015748
89,Albany County (Outside Albany City) PUMA,0.0,73.07692307692307,65.0,52.10526315789473,0.0,61.92307692307693,19699.473684210527
90,"NYC-Bronx Community District 10--Co-op City, Pelham Bay & Schuylerville PUMA",0.0,85.56231003039514,14.978678038379531,0.0,100.0,48.81297046902142,18696.891651865008
91,NYC-Queens Community District 4--Elmhurst & South Corona PUMA,9.603692861968026,83.65438774360707,18.758378016085793,10.153514678157824,19.468186134852804,20.040214477211794,29104.423646646916
92,"NYC-Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway PUMA",5.101143359718558,73.18451539983046,50.67906976744187,41.389961389961385,47.28786251342642,22.41860465116279,26118.27413127413
93,Nassau County (Southeast)--Oyster Bay Town (South) PUMA,0.0,100.0,100.0,100.0,100.0,0.0,12000.0
94,Suffolk County (Northwest)--Huntington Town (South) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
95,Oswego County PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
96,Rensselaer County--Troy City PUMA,0.0,100.0,80.43478260869566,0.0,0.0,19.565217391304348,8400.0
97,Saratoga County (Outer) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
98,Herkimer (North & Central) & Oneida (Outer) Counties PUMA,#DIV/0!,#DIV/0!,100.0,#DIV/0!,0.0,0.0,#DIV/0!
99,Monroe County (East) PUMA,0.0,100.0,57.098765432098766,0.0,#DIV/0!,100.0,28000.0
100,"NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale PUMA",16.97054698457223,70.82748948106592,18.075601374570446,5.742574257425743,68.97321428571429,69.20962199312714,37635.64356435643
101,Erie County (South) PUMA,0.0,22.485207100591715,25.080385852090032,65.78947368421053,100.0,79.61335676625659,22842.105263157893
102,Monroe County (Central)--Greece & Gates Towns PUMA,0.0,84.16289592760181,5.3886925795053005,0.0,100.0,94.6113074204947,11149.820788530466
103,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,0.0,100.0,0.0,0.0,0.0,0.0,34000.0
104,NYC-Manhattan Community District 11--East Harlem PUMA,0.0,87.5,53.47376201034738,12.035225048923678,12.638580931263856,0.0,38432.38747553816
105,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA",2.5160376572523537,75.4641578552993,50.621375310687654,28.640776699029125,43.5278834555071,36.21055903839179,28141.979258605472
106,NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA,0.0,57.31620271234832,63.57563850687623,31.133250311332507,20.16925246826516,16.424361493123772,18213.698630136987
107,Onondaga County (North) PUMA,0.0,0.0,0.0,#DIV/0!,#DIV/0!,59.241706161137444,#DIV/0!
108,NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA,5.442176870748299,73.03689687795648,48.60834990059642,38.14766839378238,35.57692307692308,17.296222664015904,28443.976683937824
109,"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns PUMA",0.0,100.0,100.0,100.0,0.0,0.0,15000.0
110,NYC-Brooklyn Community District 13--Brighton Beach & Coney Island PUMA,0.0,67.02508960573476,55.80231467000313,28.663101604278076,58.26302729528536,36.97216140131373,23508.235294117647
111,"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA",10.895003162555344,72.68236456446566,43.260726072607255,25.66832804712279,25.726265348906857,0.0,26284.09605799728
112,Erie County (Northeast) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
113,NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights PUMA,0.0,60.104302477183836,66.82769726247987,17.787418655097614,37.52577319587629,0.0,25295.444685466377
114,NYC-Queens Community District 3--Jackson Heights & North Corona PUMA,3.484174292670641,78.28119687181231,24.772374721791326,15.224237159300685,14.685915613989861,19.7005463006677,31070.604843088284
115,Fulton & Montgomery Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
116,Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area PUMA,#DIV/0!,#DIV/0!,100.0,#DIV/0!,#DIV/0!,100.0,#DIV/0!
117,"Steuben (North & West), Schuyler & Chemung (North) Counties PUMA",#DIV/0!,#DIV/0!,100.0,#DIV/0!,0.0,0.0,#DIV/0!
118,NYC-Brooklyn Community District 4--Bushwick PUMA,1.6223404255319147,73.81203801478352,58.4054834054834,50.393419170243206,48.2815734989648,8.034219825181328,23737.19957081545
119,"NYC-Manhattan Community District 4 & 5--Chelsea, Clinton & Midtown Business District PUMA",0.0,83.79052369077307,74.59519821328865,68.45238095238095,28.37758112094395,0.0,23063.095238095237
120,"NYC-Brooklyn Community District 6--Park Slope, Carroll Gardens & Red Hook PUMA",0.0,100.0,100.0,100.0,73.8255033557047,0.0,12090.90909090909
121,NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA,8.216262239250744,89.22808547754035,33.46788990825688,27.712609970674485,13.969404186795492,8.844036697247706,34285.87487781036
122,NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA,11.976987447698745,72.90794979079497,13.570981863664791,11.908177905308465,0.0,48.90556597873671,84711.26255380201
123,Suffolk County (Northwest)--Huntington Town (North) PUMA,0.0,47.66355140186916,20.345075485262402,42.68476621417798,20.345075485262402,0.0,21981.900452488688
124,Orange County (Southeast) PUMA,0.0,80.70652173913044,22.508038585209004,23.232323232323232,50.71428571428571,77.491961414791,40813.131313131315
125,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,0.0,100.0,52.71317829457365,100.0,0.0,87.20930232558139,500.0
126,Suffolk County (Northwest)--Smithtown Town PUMA,#DIV/0!,100.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,64000.0
127,"NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby PUMA",0.0,100.0,35.051546391752574,23.728813559322035,0.0,14.845360824742269,30713.31719128329
128,"NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester PUMA",2.007564736688973,69.17186613726602,44.31755641166759,4.305043050430505,41.13706910635517,7.539900935608146,36848.50348503485
129,NYC-Queens Community District 9--Richmond Hill & Woodhaven PUMA,12.027379400260756,71.80232558139535,48.105436573311366,31.039136302294196,58.210361067503925,33.196046128500825,23182.68106162843
130,Westchester County (Southwest)--Yonkers City PUMA,11.38211382113821,79.75324264473268,38.83161512027492,23.086076953589846,60.61958519296403,6.504663721158567,27870.28956763189
131,Broome (Outer West) & Tioga Counties PUMA,#DIV/0!,#DIV/0!,0.0,#DIV/0!,#DIV/0!,100.0,#DIV/0!
132,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA,0.0,60.13226263580539,59.909683893627694,66.57501963864885,55.52699228791774,34.93895300217428,23877.769049489394
133,"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA",4.654300168634064,84.5788043478261,40.98397652900022,22.931726907630523,40.12147195426938,34.59704880817253,40241.6546184739
134,NYC-Manhattan Community District 10--Central Harlem PUMA,11.958310477235326,94.02460456942003,59.27003438243851,34.953271028037385,35.80773606370876,0.0,26010.218068535825
135,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA",6.74567000911577,80.25415444770283,27.544286210489755,15.895249695493302,53.294289897510986,76.276484890587,27164.372716199756
136,Erie County (Northwest) PUMA,#DIV/0!,#DIV/0!,100.0,#DIV/0!,47.239263803680984,0.0,#DIV/0!
137,NYC-Queens Community District 2--Sunnyside & Woodside PUMA,1.4745711706289497,73.15210751374465,45.10188087774294,32.81837160751566,28.07255008121278,27.62539184952978,25857.787056367433
138,Suffolk County (Southwest)--Babylon Town (Southeast) PUMA,0.0,0.0,61.261261261261254,#DIV/0!,#DIV/0!,100.0,#DIV/0!
139,"NYC-Staten Island Community District 3--Tottenville, Great Kills & Annadale PUMA",0.0,54.11042944785276,24.85265225933202,36.961451247165535,#DIV/0!,100.0,27310.884353741498
140,Nassau County (West Central)--Hempstead Town (West Central) PUMA,0.0,100.0,0.0,0.0,#DIV/0!,100.0,28855.670103092783
141,Nassau County (Central)--Hempstead Town (Northeast) PUMA,0.0,100.0,0.0,0.0,#DIV/0!,100.0,77412.58741258741
142,Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City PUMA,0.0,56.73854447439353,43.294701986754966,56.294536817102134,43.294701986754966,0.0,24370.546318289787
143,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA,1.5114739629302738,60.037213148645854,40.01077835091231,24.380165289256198,37.13329902213073,39.641234891061664,28430.37534435262
144,Nassau County (South Central)--Hempstead Town (Southeast) PUMA,0.0,27.379209370424597,66.1608497723824,0.0,58.07174887892377,66.1608497723824,20000.0
145,Nassau County (West Central)--North Hempstead Town (South) PUMA,0.0,90.00636537237429,16.65979381443299,14.073550212164074,11.363636363636363,43.75257731958763,33542.61669024045
146,Capital Region,6.4981949458483745,91.21621621621621,27.37819025522042,10.476190476190476,0.0,34.880123743232794,26669.73544973545
147,Central NY,8.741128128502055,68.68284918424195,45.68004459308807,15.990730011587488,13.471283783783782,22.51369270683194,39812.80417149478
148,Finger Lakes,0.0,74.1254523522316,49.0192380233874,22.538649308380798,12.630117973629423,68.46137010286715,23004.841334418226
149,Long Island,0.9798317955417654,71.2992125984252,44.86376059409768,35.32148197374979,38.08139534883721,45.18680952645312,27725.917172832687
150,Mid-Hudson,4.918718622997848,83.17452659510313,43.71012243490257,34.597087023347726,39.892183288409704,25.83358892345441,37677.63196055684
151,Mohawk Valley,19.81132075471698,78.72093023255815,55.39432176656152,22.599704579025108,8.409090909090908,72.2397476340694,21960.709010339735
152,New York City,5.980822736784015,73.53658257405796,45.197791772868065,29.757411140253254,32.60386475831589,19.49189511870322,29130.24718069251
153,North Country,0.0,100.0,37.76223776223776,37.76223776223776,#DIV/0!,100.0,22299.3006993007
154,Southern Tier,31.14478114478115,73.94495412844037,54.92227979274611,21.339950372208435,0.0,45.07772020725388,23202.233250620346
155,Western NY,0.0,77.29468599033817,59.15170042032862,39.95192307692308,44.423742347617775,27.23222932403641,38171.25
