,puma,HSINC_UnEmp_Total,HSINC_FT_Work_Total,HSINC_Poverty_Total,HSINC_Working_Poor_Total,HSINC_Rent_Burden_Total,HSINC_Home_Ownership_Total,HSINC_Avg_PINCP_mf_t
84,Erie County (Northwest) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
85,Genesee & Orleans Counties PUMA,0.0,67.32673267326733,35.148514851485146,52.20588235294118,#DIV/0!,64.85148514851485,71801.4705882353
86,Erie County (Northeast) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
87,"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA",1.8175809649702577,98.3843823628408,35.54726368159204,28.258638385220664,46.86329588014981,45.049751243781095,46679.678412589805
88,NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA,0.0,79.2831541218638,35.80763199163617,25.85895117540687,25.355969331872945,3.8947368421052633,37285.35262206148
89,Nassau County (West Central)--Hempstead Town (West Central) PUMA,0.0,100.0,26.25607779578606,18.907563025210084,#DIV/0!,100.0,40675.63025210084
90,Suffolk County (South Central)--Brookhaven Town (South) PUMA,0.0,91.12627986348123,28.166755745590592,20.1498127340824,100.0,85.62266167824693,45933.03370786517
91,Orange County (Northeast)--Greater Newburgh City PUMA,0.0,88.84364820846905,9.206989247311828,0.0,0.0,43.92396469789545,35652.612282309805
92,Sullivan & Ulster (West) Counties PUMA,0.0,100.0,30.120481927710845,0.0,#DIV/0!,100.0,38252.87356321839
93,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA",0.0,90.18012783265543,22.1527467619473,6.185567010309279,31.88405797101449,59.757738896366085,70827.19072164949
94,Wayne & Seneca Counties PUMA,0.0,72.8395061728395,0.0,0.0,0.0,0.0,43188.983050847455
95,Albany County (East Central)--Albany City PUMA,100.0,#DIV/0!,100.0,#DIV/0!,#DIV/0!,0.0,#DIV/0!
96,Nassau County (Northwest)--North Hempstead Town (North) PUMA,0.0,91.07142857142857,14.652014652014653,0.0,76.82119205298014,81.56288156288156,29315.96638655462
97,Rensselaer County--Troy City PUMA,0.0,90.33232628398792,31.419939577039273,24.08026755852843,30.76923076923077,62.72401433691756,24785.953177257525
98,Tompkins County PUMA,0.0,100.0,0.0,0.0,#DIV/0!,100.0,41000.0
99,Suffolk County (West Central)--Babylon Town (Northwest) PUMA,0.0,82.30827638572514,33.10554290053151,28.136531365313655,100.0,90.0531511009871,36757.19557195572
100,NYC-Queens Community District 3--Jackson Heights & North Corona PUMA,0.0,83.81185094685401,47.418358340688435,41.180758017492714,41.55429382540809,37.819947043248014,39611.44314868805
101,NYC-Queens Community District 4--Elmhurst & South Corona PUMA,6.468461229409401,74.08597830453998,25.73174654229656,28.850325379609544,28.328370905997446,24.38082984882599,26403.904555314533
102,Columbia & Greene Counties PUMA,0.0,100.0,28.064516129032256,28.064516129032256,0.0,74.19354838709677,25266.129032258064
103,Madison & Cortland Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
104,NYC-Queens Community District 6--Forest Hills & Rego Park PUMA,0.0,82.560706401766,40.34391534391534,8.957219251336898,14.518317503392131,46.82539682539682,30719.786096256685
105,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,14.01673640167364,94.54545454545455,45.62391681109185,36.618589743589745,8.54853072128228,51.34315424610052,21698.397435897437
106,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA",7.92507204610951,79.80260838914346,64.30729391454467,31.492932862190813,44.10718520275077,0.0,71205.25618374559
107,NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights PUMA,0.0,80.0,50.884353741496604,22.198275862068968,0.0,10.068027210884352,25789.224137931036
108,"Steuben (North & West), Schuyler & Chemung (North) Counties PUMA",0.0,56.36363636363636,43.63636363636363,0.0,0.0,43.63636363636363,60000.0
109,Herkimer (North & Central) & Oneida (Outer) Counties PUMA,0.0,90.41095890410958,0.0,0.0,#DIV/0!,100.0,41494.9494949495
110,Livingston & Wyoming Counties PUMA,0.0,100.0,0.0,0.0,#DIV/0!,0.0,45000.0
111,Putnam County PUMA,17.60904684975767,61.96078431372549,15.982404692082111,0.0,0.0,65.6891495601173,39667.72151898734
112,"NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby PUMA",26.996197718631176,100.0,57.73955773955773,23.958333333333336,54.37062937062937,29.72972972972973,48150.0
113,Suffolk County (Northwest)--Huntington Town (North) PUMA,10.23454157782516,72.80285035629454,24.4136460554371,0.0,0.0,92.32409381663112,33192.49592169657
114,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA",4.2347247428917125,100.0,38.81242626818718,25.900189513581807,26.28032345013477,62.36728273692489,34295.1989892609
115,NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA,0.0,82.9924650161464,43.44827586206896,38.13229571984436,23.929747530186606,8.350100603621732,28184.954604409857
116,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,15.408320493066254,66.8488160291439,68.10477657935286,89.64577656675749,100.0,65.33127889060091,23928.065395095367
117,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,0.0,100.0,20.656028368794328,20.63894523326572,53.8160469667319,54.698581560283685,37432.86004056795
118,Orange County (Northwest) PUMA,0.0,100.0,69.13145539906104,51.11524163568774,29.98624484181568,14.671361502347418,25084.386617100372
119,Nassau County (Central)--Hempstead Town (East Central) PUMA,0.0,100.0,0.0,0.0,#DIV/0!,100.0,25146.04462474645
120,Monroe County (North & West) PUMA,#DIV/0!,#DIV/0!,0.0,#DIV/0!,#DIV/0!,100.0,#DIV/0!
121,Suffolk County (Northwest)--Smithtown Town PUMA,0.0,100.0,0.0,0.0,0.0,32.49211356466877,79078.34101382489
122,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA,0.0,100.0,0.0,0.0,0.0,84.07310704960835,41974.842767295595
123,"NYC-Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway PUMA",7.245681381957773,67.1414038657172,26.207115628970772,25.151515151515152,30.505641454241538,23.98348157560356,35866.21212121212
124,Suffolk County (Central)--Brookhaven Town (Central) PUMA,0.0,100.0,0.0,0.0,#DIV/0!,100.0,53198.606271777004
125,NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA,0.0,88.36120401337793,21.714608009024253,28.91748675246026,55.092592592592595,82.82485875706215,29475.851627554883
126,Erie County (South) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
127,"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia PUMA",0.0,100.0,62.56358087487284,56.16883116883117,70.17094017094017,27.822990844354017,36846.50974025974
128,"NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel PUMA",0.0,61.20331950207469,86.86493184634449,100.0,0.0,40.89219330855018,30000.0
129,"NYC-Bronx Community District 10--Co-op City, Pelham Bay & Schuylerville PUMA",28.93041237113402,72.80145058930191,59.28611266034579,48.567870485678704,80.66465256797582,26.15727830451757,19265.255292652553
130,Nassau County (West Central)--North Hempstead Town (South) PUMA,2.132385606397157,74.51413427561837,32.625290408231,27.267338470657972,25.68710359408034,66.37902422834384,39804.801422643744
131,Monroe County (Central)--Greece & Gates Towns PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
132,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA",1.9863164864268374,98.4253666954271,25.34578767738459,17.137847907078676,11.345917111202299,1.4288331196189779,29323.624808240194
133,"NYC-Brooklyn Community District 15--Sheepshead Bay, Gerritsen Beach & Homecrest PUMA",7.458075904677846,82.83378746594006,37.025796661608496,29.166666666666668,25.09464575446187,43.88467374810319,40955.23574561404
134,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",17.920540997464073,74.5839636913767,67.55393667694032,61.308316430020284,34.07528641571195,6.546344447843378,19280.375253549697
135,Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City PUMA,0.0,100.0,0.0,0.0,68.15286624203821,24.700239808153476,48037.05035971223
136,NYC-Brooklyn Community District 13--Brighton Beach & Coney Island PUMA,12.787136294027565,76.29499561018437,66.56819300837026,60.414269275028765,39.13990201415351,9.551944854751355,24798.043728423476
137,NYC-Manhattan Community District 8--Upper East Side PUMA,59.375,40.625,54.98652291105122,78.02197802197803,100.0,0.0,25043.956043956045
138,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,0.0,68.05149210064366,58.66814650388458,47.33447979363714,28.214486243683325,20.9322974472808,52604.04127257094
139,"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood PUMA",0.0,81.94392523364486,36.57219973009447,31.113138686131386,9.074796171570366,4.824561403508771,34319.61678832117
140,Monroe County (East) PUMA,45.51282051282051,100.0,0.0,0.0,#DIV/0!,100.0,28000.0
141,Suffolk County (East) PUMA,0.0,72.3996723996724,66.33858267716536,86.20283018867924,70.50561797752809,27.887139107611546,13168.099547511312
142,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",0.0,82.015065913371,16.225390359809914,13.777267508610791,17.99163179916318,51.32382892057027,33025.48794489093
143,"NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester PUMA",3.8448095071653268,56.15906886517944,65.64428651580326,38.57225100748417,41.81713958154199,16.532635122498597,25116.2233736327
144,Suffolk County (Central)--Islip Town (Northwest) PUMA,8.969376651639982,86.38804968110104,7.02345645726611,3.749757140081601,100.0,91.2914532218927,39130.095201088014
145,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,0.0,100.0,2.293577981651376,0.0,100.0,0.0,9777.464788732394
146,Capital Region,32.3062558356676,54.763044518908565,33.33333333333333,27.709790209790206,9.219190968955786,50.15158077089649,#DIV/0!
147,Central NY,0.0,86.76081200353045,55.85003232062056,53.50966429298067,10.480349344978166,53.264382676147385,#DIV/0!
148,Finger Lakes,5.021216407355021,86.15040953090097,7.797270955165692,10.371650821089023,23.040380047505938,61.40350877192983,#DIV/0!
149,Long Island,4.8005303591623445,85.16160626836435,25.065769348424595,19.175047627486595,46.72683651319547,72.92444172529827,#DIV/0!
150,Mid-Hudson,5.116422922281624,88.51048733980754,34.329922996276345,28.517034068136272,42.65169902912621,37.83362908774852,609123.5346525762
151,Mohawk Valley,0.0,80.65348237317282,50.586920067076576,33.90191897654584,10.502958579881657,48.82790165809034,#DIV/0!
152,New York City,4.47736643565225,80.4640236838718,40.95744270540047,28.31687132941805,31.359297860669226,25.992864336516014,1956054.0652252452
153,North Country,0.0,100.0,0.0,0.0,0.0,65.9090909090909,#DIV/0!
154,Southern Tier,0.0,79.92766726943941,12.1301775147929,0.0,0.0,86.3905325443787,#DIV/0!
155,Western NY,5.507088331515813,84.18647166361974,40.645923591965335,31.921824104234524,9.36890045543266,33.5959038991729,#DIV/0!
