,puma,HSINC_Home_Ownership_Total,HSINC_Home_Ownership_M,HSINC_Home_Ownership_F
137,NYC-Manhattan Community District 8--Upper East Side PUMA,0.0,0.0,0.0
138,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,20.9322974472808,17.454545454545457,26.38176638176638
139,"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood PUMA",4.824561403508771,3.413143148242486,7.592407592407592
140,Monroe County (East) PUMA,100.0,100.0,100.0
141,Suffolk County (East) PUMA,27.887139107611546,10.733944954128441,70.96774193548387
142,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",51.32382892057027,53.49567949725059,37.5
143,"NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester PUMA",16.532635122498597,11.80722891566265,24.272323630981745
144,Suffolk County (Central)--Islip Town (Northwest) PUMA,91.2914532218927,91.16319444444444,91.73703256936068
145,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,0.0,0.0,#DIV/0!
146,Capital Region,50.15158077089649,33.722527472527474,78.19460726846424
147,Central NY,53.264382676147385,62.01298701298701,47.475832438238456
148,Finger Lakes,61.40350877192983,51.61290322580645,70.56603773584905
149,Long Island,72.92444172529827,73.27070480463638,72.26846112980344
150,Mid-Hudson,37.83362908774852,36.29191321499014,40.029853367284225
151,Mohawk Valley,48.82790165809034,66.71035386631718,34.98985801217038
152,New York City,25.992864336516014,23.544870547011875,29.127129657652524
153,North Country,65.9090909090909,#DIV/0!,65.9090909090909
154,Southern Tier,86.3905325443787,91.34078212290503,80.81761006289308
155,Western NY,33.5959038991729,45.132075471698116,21.00494233937397
