,puma,HSINC_UnEmp_Total,HSINC_UnEmp_M,HSINC_UnEmp_F
92,Sullivan & Ulster (West) Counties PUMA,0.0,#DIV/0!,0.0
93,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA",0.0,0.0,0.0
94,Wayne & Seneca Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!
95,Albany County (East Central)--Albany City PUMA,0.0,0.0,0.0
96,Nassau County (Northwest)--North Hempstead Town (North) PUMA,14.88970588235294,0.0,22.19178082191781
97,Rensselaer County--Troy City PUMA,0.0,0.0,#DIV/0!
98,Tompkins County PUMA,#DIV/0!,#DIV/0!,#DIV/0!
99,Suffolk County (West Central)--Babylon Town (Northwest) PUMA,12.070282658517954,0.0,16.339193381592555
100,NYC-Queens Community District 3--Jackson Heights & North Corona PUMA,0.6256964086740379,0.0,1.9317279703625296
101,NYC-Queens Community District 4--Elmhurst & South Corona PUMA,1.7158656582906402,1.5873015873015872,1.8818706912614125
102,Columbia & Greene Counties PUMA,0.0,0.0,#DIV/0!
103,Madison & Cortland Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!
104,NYC-Queens Community District 6--Forest Hills & Rego Park PUMA,40.654608096468564,100.0,0.0
105,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,0.0,0.0,0.0
106,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA",12.618207480592803,1.9628647214854114,24.73604826546003
107,NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights PUMA,0.0,0.0,0.0
108,"Steuben (North & West), Schuyler & Chemung (North) Counties PUMA",#DIV/0!,#DIV/0!,#DIV/0!
109,Herkimer (North & Central) & Oneida (Outer) Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!
110,Livingston & Wyoming Counties PUMA,0.0,0.0,0.0
111,Putnam County PUMA,0.0,0.0,0.0
112,"NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby PUMA",0.0,0.0,0.0
113,Suffolk County (Northwest)--Huntington Town (North) PUMA,0.0,0.0,0.0
114,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA",0.0,0.0,0.0
115,NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA,7.330771504581731,7.602339181286549,7.071290944123314
116,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,0.0,0.0,#DIV/0!
117,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,10.118785745710515,11.99791340636411,0.0
118,Orange County (Northwest) PUMA,0.0,0.0,0.0
119,Nassau County (Central)--Hempstead Town (East Central) PUMA,0.0,0.0,0.0
120,Monroe County (North & West) PUMA,0.0,#DIV/0!,0.0
121,Suffolk County (Northwest)--Smithtown Town PUMA,0.0,0.0,0.0
122,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA,0.0,0.0,0.0
123,"NYC-Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway PUMA",3.16622691292876,0.0,7.4150360453141095
124,Suffolk County (Central)--Brookhaven Town (Central) PUMA,0.0,#DIV/0!,0.0
125,NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA,8.138020833333332,10.154346060113728,0.0
126,Erie County (South) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
127,"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia PUMA",0.0,0.0,0.0
128,"NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel PUMA",0.0,0.0,0.0
129,"NYC-Bronx Community District 10--Co-op City, Pelham Bay & Schuylerville PUMA",0.0,0.0,0.0
130,Nassau County (West Central)--North Hempstead Town (South) PUMA,0.0,0.0,0.0
131,Monroe County (Central)--Greece & Gates Towns PUMA,0.0,0.0,0.0
132,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA",11.949583905631412,13.658454834925424,10.358814352574102
133,"NYC-Brooklyn Community District 15--Sheepshead Bay, Gerritsen Beach & Homecrest PUMA",0.0,0.0,0.0
134,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",4.666289592760181,0.0,9.501871580765908
135,Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City PUMA,0.0,#DIV/0!,0.0
136,NYC-Brooklyn Community District 13--Brighton Beach & Coney Island PUMA,13.184000000000001,0.0,27.212681638044916
137,NYC-Manhattan Community District 8--Upper East Side PUMA,#DIV/0!,#DIV/0!,#DIV/0!
138,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,5.918157817541801,6.248456408989874,5.435175153485012
139,"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood PUMA",9.487801398202311,0.0,17.064408519373877
140,Monroe County (East) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
141,Suffolk County (East) PUMA,0.0,0.0,#DIV/0!
142,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",0.0,0.0,0.0
143,"NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester PUMA",5.950653120464441,0.0,10.570415726716082
144,Suffolk County (Central)--Islip Town (Northwest) PUMA,0.0,0.0,0.0
145,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,#DIV/0!,#DIV/0!,#DIV/0!
146,Capital Region,0.0,0.0,0.0
147,Central NY,10.91753774680604,8.088235294117647,17.8714859437751
148,Finger Lakes,13.366834170854272,12.993762993762994,13.544241225902127
149,Long Island,2.1108952981273132,2.3672379881989323,1.831277296758869
150,Mid-Hudson,5.369251349231976,3.483383026688968,8.64026236125126
151,Mohawk Valley,21.04539202200825,31.352459016393443,0.0
152,New York City,4.915139740575301,4.15520987559367,5.824237754034066
153,North Country,35.4978354978355,0.0,71.9298245614035
154,Southern Tier,0.0,0.0,0.0
155,Western NY,17.458279845956355,11.457670273711013,23.55987055016181
