,puma,HSINC_Poverty_Total,HSINC_Poverty_M,HSINC_Poverty_F
44,Dutchess County (Southwest) PUMA,0.0,0.0,0.0
45,Westchester County (Southeast) PUMA,65.44671689989235,64.57142857142857,65.97582037996546
46,Rockland County (North)--New City & Congers PUMA,39.62264150943396,0.0,45.0
47,NYC-Staten Island Community District 2--New Springville & South Beach PUMA,32.458059810357405,54.68025949953661,18.039687312086592
48,Suffolk County (Southwest)--Islip Town (South) PUMA,0.0,0.0,0.0
49,Erie County (West Central)--Buffalo City (East) PUMA,79.86704653371321,83.33333333333334,77.45571658615137
50,Wayne & Seneca Counties PUMA,17.655786350148368,17.655786350148368,#DIV/0!
51,Monroe County (South) PUMA,63.897131552917905,18.53281853281853,79.52127659574468
52,Tompkins County PUMA,100.0,100.0,100.0
53,Suffolk County (South Central)--Brookhaven Town (South) PUMA,80.51529790660226,0.0,81.30081300813008
54,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",24.778761061946902,#DIV/0!,24.778761061946902
55,NYC-Manhattan Community District 8--Upper East Side PUMA,0.0,0.0,0.0
56,"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA",29.095354523227385,#DIV/0!,29.095354523227385
57,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA",45.05407544183593,25.462962962962965,61.463887542413964
58,NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA,43.48802395209581,0.0,59.104781281790444
59,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA",76.42857142857142,48.9851150202977,87.81583380123527
60,Suffolk County (Central)--Islip Town (Northwest) PUMA,47.43483313963141,47.82328281199613,47.02258726899384
61,"NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel PUMA",60.08999653859467,62.58637709772952,54.22943221320974
62,Saratoga County (South & Central) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
63,Cattaraugus & Allegany Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!
64,Genesee & Orleans Counties PUMA,100.0,100.0,100.0
65,Cayuga & Onondaga (South) Counties PUMA,88.14814814814815,88.14814814814815,#DIV/0!
66,Sullivan & Ulster (West) Counties PUMA,68.22157434402332,100.0,43.62068965517241
67,"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood PUMA",61.08279722616759,40.70437566702241,74.1900054914882
68,Suffolk County (Central)--Brookhaven Town (West Central) PUMA,42.74661508704062,#DIV/0!,42.74661508704062
69,NYC-Queens Community District 1--Astoria & Long Island City PUMA,74.19261822376009,76.0797342192691,73.52826510721248
70,Jefferson & Lewis Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!
71,Nassau County (West Central)--Hempstead Town (Northwest) PUMA,51.890034364261176,14.285714285714285,85.92471358428804
72,Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor PUMA,45.03608778907056,34.208517783544494,55.13021203927707
73,Orange County (Northeast)--Greater Newburgh City PUMA,46.92251991310644,0.0,75.78947368421053
74,"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia PUMA",29.840737636211234,31.484257871064468,27.756653992395435
75,"NYC-Queens Community District 12--Jamaica, Hollis & St. Albans PUMA",46.930473372781066,58.138447146866234,39.60244648318042
76,Erie County (Central) PUMA,89.90825688073394,0.0,100.0
77,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA",56.273017431868396,59.188326493388054,52.87234042553192
78,"NYC-Brooklyn Community District 15--Sheepshead Bay, Gerritsen Beach & Homecrest PUMA",32.98852736505548,28.964796096200768,37.70424836601307
79,"NYC-Bronx Community District 8--Riverdale, Fieldston & Kingsbridge PUMA",60.83198271204754,53.32764505119454,64.30830039525691
80,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,28.00608828006088,31.11111111111111,26.62266226622662
81,Onondaga County (Central)--Syracuse City (Outer) PUMA,0.0,0.0,#DIV/0!
82,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA",0.0,#DIV/0!,0.0
83,"Chenango, Delaware & Broome (East) Counties PUMA",43.20987654320987,63.63636363636363,0.0
84,Orange County (Northwest) PUMA,100.0,#DIV/0!,100.0
85,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,37.614735038550975,30.88992693735777,44.63905917677968
86,Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA,76.74180327868852,74.73958333333334,78.04054054054053
87,Dutchess County (North & East) PUMA,36.0,34.45945945945946,37.28813559322034
88,Putnam County PUMA,18.809776833156217,0.0,38.47826086956522
89,Albany County (Outside Albany City) PUMA,65.0,43.47826086956522,100.0
90,"NYC-Bronx Community District 10--Co-op City, Pelham Bay & Schuylerville PUMA",14.978678038379531,11.003627569528417,18.11248808388942
91,NYC-Queens Community District 4--Elmhurst & South Corona PUMA,18.758378016085793,10.920168723636932,27.822944896115626
92,"NYC-Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway PUMA",50.67906976744187,52.6671675432006,48.728345005528936
93,Nassau County (Southeast)--Oyster Bay Town (South) PUMA,100.0,100.0,#DIV/0!
94,Suffolk County (Northwest)--Huntington Town (South) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
95,Oswego County PUMA,#DIV/0!,#DIV/0!,#DIV/0!
96,Rensselaer County--Troy City PUMA,80.43478260869566,80.43478260869566,#DIV/0!
97,Saratoga County (Outer) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
98,Herkimer (North & Central) & Oneida (Outer) Counties PUMA,100.0,#DIV/0!,100.0
99,Monroe County (East) PUMA,57.098765432098766,0.0,100.0
100,"NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale PUMA",18.075601374570446,31.25,11.58974358974359
101,Erie County (South) PUMA,25.080385852090032,75.47169811320755,20.38664323374341
102,Monroe County (Central)--Greece & Gates Towns PUMA,5.3886925795053005,0.0,9.822866344605476
103,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,0.0,#DIV/0!,0.0
104,NYC-Manhattan Community District 11--East Harlem PUMA,53.47376201034738,34.99638467100506,72.78911564625851
105,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA",50.621375310687654,47.343283582089555,53.13157172899332
106,NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA,63.57563850687623,56.55487804878049,66.0137638962414
107,Onondaga County (North) PUMA,0.0,0.0,0.0
108,NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA,48.60834990059642,42.75118004045853,54.2671009771987
109,"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns PUMA",100.0,100.0,#DIV/0!
110,NYC-Brooklyn Community District 13--Brighton Beach & Coney Island PUMA,55.80231467000313,58.4873949579832,54.210264075734926
111,"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA",43.260726072607255,32.47164336586653,54.06976744186046
112,Erie County (Northeast) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
113,NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights PUMA,66.82769726247987,62.69430051813472,70.43740573152338
114,NYC-Queens Community District 3--Jackson Heights & North Corona PUMA,24.772374721791326,18.574309097378723,32.942464040025015
115,Fulton & Montgomery Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!
116,Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area PUMA,100.0,#DIV/0!,100.0
117,"Steuben (North & West), Schuyler & Chemung (North) Counties PUMA",100.0,#DIV/0!,100.0
118,NYC-Brooklyn Community District 4--Bushwick PUMA,58.4054834054834,51.704035874439455,62.91490645745322
119,"NYC-Manhattan Community District 4 & 5--Chelsea, Clinton & Midtown Business District PUMA",74.59519821328865,79.03930131004367,73.0682670667667
120,"NYC-Brooklyn Community District 6--Park Slope, Carroll Gardens & Red Hook PUMA",100.0,100.0,100.0
121,NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA,33.46788990825688,22.392290249433106,53.798126951092605
122,NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA,13.570981863664791,10.49671977507029,15.110276865321445
123,Suffolk County (Northwest)--Huntington Town (North) PUMA,20.345075485262402,0.0,30.332261521972132
124,Orange County (Southeast) PUMA,22.508038585209004,23.232323232323232,21.846153846153847
125,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,52.71317829457365,80.4733727810651,0.0
126,Suffolk County (Northwest)--Smithtown Town PUMA,#DIV/0!,#DIV/0!,#DIV/0!
127,"NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby PUMA",35.051546391752574,0.0,65.13409961685824
128,"NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester PUMA",44.31755641166759,33.4216628022524,52.05930807248764
129,NYC-Queens Community District 9--Richmond Hill & Woodhaven PUMA,48.105436573311366,52.184831742842796,45.27050610820244
130,Westchester County (Southwest)--Yonkers City PUMA,38.83161512027492,41.943866943866944,36.04651162790697
131,Broome (Outer West) & Tioga Counties PUMA,0.0,#DIV/0!,0.0
132,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA,59.909683893627694,67.71488469601678,52.74302213666987
133,"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA",40.98397652900022,29.3428425878757,50.24311183144247
134,NYC-Manhattan Community District 10--Central Harlem PUMA,59.27003438243851,61.41367323290846,57.46958637469587
135,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA",27.544286210489755,30.49414824447334,24.161073825503358
136,Erie County (Northwest) PUMA,100.0,#DIV/0!,100.0
137,NYC-Queens Community District 2--Sunnyside & Woodside PUMA,45.10188087774294,41.88749418874942,47.44327802235016
138,Suffolk County (Southwest)--Babylon Town (Southeast) PUMA,61.261261261261254,#DIV/0!,61.261261261261254
139,"NYC-Staten Island Community District 3--Tottenville, Great Kills & Annadale PUMA",24.85265225933202,33.40163934426229,16.9811320754717
140,Nassau County (West Central)--Hempstead Town (West Central) PUMA,0.0,0.0,0.0
141,Nassau County (Central)--Hempstead Town (Northeast) PUMA,0.0,0.0,0.0
142,Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City PUMA,43.294701986754966,0.0,60.67285382830626
143,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA,40.01077835091231,35.68601583113457,43.79783393501805
144,Nassau County (South Central)--Hempstead Town (Southeast) PUMA,66.1608497723824,100.0,60.249554367201426
145,Nassau County (West Central)--North Hempstead Town (South) PUMA,16.65979381443299,11.478599221789883,20.47244094488189
146,Capital Region,27.37819025522042,23.394495412844037,48.76847290640394
147,Central NY,45.68004459308807,31.95040534096328,64.98993963782696
148,Finger Lakes,49.0192380233874,31.600660066006604,63.69006254343294
149,Long Island,44.86376059409768,34.74348026013269,52.2
150,Mid-Hudson,43.71012243490257,34.39406430338005,53.921923007410086
151,Mohawk Valley,55.39432176656152,39.09531502423263,65.83850931677019
152,New York City,45.197791772868065,37.762536407041395,51.1850557794682
153,North Country,37.76223776223776,0.0,51.92307692307693
154,Southern Tier,54.92227979274611,92.21789883268482,44.28412874583796
155,Western NY,59.15170042032862,58.25049701789264,59.51677852348993
