,puma,HSINC_Home_Ownership_Total,HSINC_Home_Ownership_M,HSINC_Home_Ownership_F
56,"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA",0.0,#DIV/0!,0.0
57,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA",0.0,0.0,0.0
58,NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA,34.880239520958085,61.756373937677054,25.228891149542214
59,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA",25.476190476190474,16.914749661705006,29.028635597978663
60,Suffolk County (Central)--Islip Town (Northwest) PUMA,43.91499252864021,35.14995162850693,53.21697467488023
61,"NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel PUMA",0.0,0.0,0.0
62,Saratoga County (South & Central) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
63,Cattaraugus & Allegany Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!
64,Genesee & Orleans Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!
65,Cayuga & Onondaga (South) Counties PUMA,100.0,100.0,#DIV/0!
66,Sullivan & Ulster (West) Counties PUMA,23.323615160349853,0.0,41.37931034482759
67,"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood PUMA",0.0,0.0,0.0
68,Suffolk County (Central)--Brookhaven Town (West Central) PUMA,57.25338491295938,#DIV/0!,57.25338491295938
69,NYC-Queens Community District 1--Astoria & Long Island City PUMA,23.18339100346021,13.842746400885936,26.471734892787524
70,Jefferson & Lewis Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!
71,Nassau County (West Central)--Hempstead Town (Northwest) PUMA,54.89690721649485,100.0,14.075286415711949
72,Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor PUMA,42.80453675062601,47.977408029308506,37.98206916180447
73,Orange County (Northeast)--Greater Newburgh City PUMA,36.278059377262856,55.893536121673,24.210526315789473
74,"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia PUMA",21.751886001676446,18.065967016491754,26.425855513307983
75,"NYC-Queens Community District 12--Jamaica, Hollis & St. Albans PUMA",17.80695266272189,21.141253507951358,15.62691131498471
76,Erie County (Central) PUMA,24.159021406727827,100.0,15.646258503401361
77,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA",36.38595629756936,34.2453260373917,38.88297872340426
78,"NYC-Brooklyn Community District 15--Sheepshead Bay, Gerritsen Beach & Homecrest PUMA",45.0630054542035,42.9766469153015,47.50816993464052
79,"NYC-Bronx Community District 8--Riverdale, Fieldston & Kingsbridge PUMA",0.0,0.0,0.0
80,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,21.689497716894977,47.654320987654316,10.121012101210122
81,Onondaga County (Central)--Syracuse City (Outer) PUMA,43.91025641025641,43.91025641025641,#DIV/0!
82,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA",47.85478547854785,#DIV/0!,47.85478547854785
83,"Chenango, Delaware & Broome (East) Counties PUMA",56.79012345679012,36.36363636363637,100.0
84,Orange County (Northwest) PUMA,0.0,#DIV/0!,0.0
85,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,13.584628564435198,12.564378967541023,14.650319029150507
86,Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA,29.303278688524593,25.260416666666668,31.925675675675674
87,Dutchess County (North & East) PUMA,100.0,100.0,100.0
88,Putnam County PUMA,55.89798087141339,44.6985446985447,67.6086956521739
89,Albany County (Outside Albany City) PUMA,61.92307692307693,100.0,0.0
90,"NYC-Bronx Community District 10--Co-op City, Pelham Bay & Schuylerville PUMA",48.81297046902142,49.57678355501814,48.11111111111111
91,NYC-Queens Community District 4--Elmhurst & South Corona PUMA,20.040214477211794,14.16966099047024,26.82926829268293
92,"NYC-Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway PUMA",22.41860465116279,19.158527422990232,25.617397714706968
93,Nassau County (Southeast)--Oyster Bay Town (South) PUMA,0.0,0.0,#DIV/0!
94,Suffolk County (Northwest)--Huntington Town (South) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
95,Oswego County PUMA,#DIV/0!,#DIV/0!,#DIV/0!
96,Rensselaer County--Troy City PUMA,19.565217391304348,19.565217391304348,#DIV/0!
97,Saratoga County (Outer) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
98,Herkimer (North & Central) & Oneida (Outer) Counties PUMA,0.0,#DIV/0!,0.0
99,Monroe County (East) PUMA,100.0,100.0,100.0
100,"NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale PUMA",69.20962199312714,31.25,87.8974358974359
101,Erie County (South) PUMA,79.61335676625659,#DIV/0!,79.61335676625659
102,Monroe County (Central)--Greece & Gates Towns PUMA,94.6113074204947,100.0,90.17713365539453
103,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,0.0,#DIV/0!,0.0
104,NYC-Manhattan Community District 11--East Harlem PUMA,0.0,0.0,0.0
105,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA",36.21055903839179,37.00382592061215,35.603913321751854
106,NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA,16.424361493123772,22.713414634146343,14.240338803599789
107,Onondaga County (North) PUMA,59.241706161137444,36.76470588235294,100.0
108,NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA,17.296222664015904,18.004045853000676,16.612377850162865
109,"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns PUMA",0.0,0.0,#DIV/0!
110,NYC-Brooklyn Community District 13--Brighton Beach & Coney Island PUMA,36.97216140131373,51.932773109243705,28.101644245142005
111,"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA",0.0,0.0,0.0
112,Erie County (Northeast) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
113,NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights PUMA,0.0,0.0,0.0
114,NYC-Queens Community District 3--Jackson Heights & North Corona PUMA,19.7005463006677,17.601707982445735,22.4671669793621
115,Fulton & Montgomery Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!
116,Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area PUMA,100.0,#DIV/0!,100.0
117,"Steuben (North & West), Schuyler & Chemung (North) Counties PUMA",0.0,#DIV/0!,0.0
118,NYC-Brooklyn Community District 4--Bushwick PUMA,8.034219825181328,3.468735737106344,11.173885750156936
119,"NYC-Manhattan Community District 4 & 5--Chelsea, Clinton & Midtown Business District PUMA",0.0,0.0,0.0
120,"NYC-Brooklyn Community District 6--Park Slope, Carroll Gardens & Red Hook PUMA",0.0,0.0,0.0
121,NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA,8.844036697247706,6.235827664399093,13.631633714880333
122,NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA,48.90556597873671,23.711340206185564,61.52041295166588
123,Suffolk County (Northwest)--Huntington Town (North) PUMA,0.0,0.0,0.0
124,Orange County (Southeast) PUMA,77.491961414791,76.76767676767676,78.15384615384615
125,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,87.20930232558139,100.0,62.92134831460674
126,Suffolk County (Northwest)--Smithtown Town PUMA,#DIV/0!,#DIV/0!,#DIV/0!
127,"NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby PUMA",14.845360824742269,0.0,27.586206896551722
128,"NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester PUMA",7.539900935608146,10.036435905929116,5.766062602965404
129,NYC-Queens Community District 9--Richmond Hill & Woodhaven PUMA,33.196046128500825,22.75238573581115,40.453752181500874
130,Westchester County (Southwest)--Yonkers City PUMA,6.504663721158567,7.172557172557173,5.906976744186046
131,Broome (Outer West) & Tioga Counties PUMA,100.0,#DIV/0!,100.0
132,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA,34.93895300217428,29.699510831586302,39.7497593840231
133,"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA",34.59704880817253,25.348477026329373,41.85575364667747
134,NYC-Manhattan Community District 10--Central Harlem PUMA,0.0,0.0,0.0
135,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA",76.276484890587,66.77503250975293,87.1737509321402
136,Erie County (Northwest) PUMA,0.0,#DIV/0!,0.0
137,NYC-Queens Community District 2--Sunnyside & Woodside PUMA,27.62539184952978,26.220362622036262,28.64883169657975
138,Suffolk County (Southwest)--Babylon Town (Southeast) PUMA,100.0,#DIV/0!,100.0
139,"NYC-Staten Island Community District 3--Tottenville, Great Kills & Annadale PUMA",100.0,100.0,100.0
140,Nassau County (West Central)--Hempstead Town (West Central) PUMA,100.0,100.0,100.0
141,Nassau County (Central)--Hempstead Town (Northeast) PUMA,100.0,100.0,100.0
142,Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City PUMA,0.0,0.0,0.0
143,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA,39.641234891061664,37.66490765171504,41.371841155234655
144,Nassau County (South Central)--Hempstead Town (Southeast) PUMA,66.1608497723824,100.0,60.249554367201426
145,Nassau County (West Central)--North Hempstead Town (South) PUMA,43.75257731958763,60.019455252918284,31.78239083750895
146,Capital Region,34.880123743232794,31.8348623853211,51.231527093596064
147,Central NY,22.51369270683194,28.816986855409503,14.151576123407109
148,Finger Lakes,68.46137010286715,79.54545454545455,61.22965641952983
149,Long Island,45.18680952645312,50.093171835485165,41.67619047619048
150,Mid-Hudson,25.83358892345441,22.522671063478978,29.58945104273824
151,Mohawk Valley,72.2397476340694,78.67528271405493,68.11594202898551
152,New York City,19.49189511870322,17.482774853425774,21.11648637612552
153,North Country,100.0,100.0,100.0
154,Southern Tier,45.07772020725388,7.782101167315175,55.71587125416204
155,Western NY,27.23222932403641,10.606060606060606,33.737537052007546
