,puma,HSINC_UnEmp_Total,HSINC_UnEmp_M,HSINC_UnEmp_F
22,Erie County (West Central)--Buffalo City (West) PUMA,0.0,0.0,0.0
23,Monroe County (Central)--Rochester City (West) PUMA,0.0,0.0,0.0
24,Suffolk County (Central)--Islip Town (East) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
25,Nassau County (Central)--Hempstead Town (East Central) PUMA,0.0,0.0,#DIV/0!
26,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA",10.994165427296648,6.0889929742388755,15.678819056139567
27,St. Lawrence County PUMA,0.0,#DIV/0!,0.0
28,Columbia & Greene Counties PUMA,0.0,#DIV/0!,0.0
29,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,0.0,0.0,0.0
30,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",0.0,0.0,0.0
31,Monroe County (North & West) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
32,Schenectady County--Schenectady City PUMA,0.0,0.0,0.0
33,"Rockland County (West)--Spring Valley, Suffern Villages & Monsey PUMA",0.0,0.0,0.0
34,Niagara County (North & East) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
35,Suffolk County (Central)--Brookhaven Town (Central) PUMA,0.0,0.0,#DIV/0!
36,Suffolk County (East) PUMA,0.0,0.0,0.0
37,Warren & Washington Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!
38,NYC-Queens Community District 6--Forest Hills & Rego Park PUMA,11.398963730569948,0.0,21.62162162162162
39,"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA",25.43640897755611,0.0,31.874999999999996
40,Westchester County (Central)--White Plains City PUMA,0.0,0.0,0.0
41,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA",17.844827586206897,9.301470588235293,29.947916666666668
42,Erie County (North Central) PUMA,0.0,0.0,0.0
43,Chautauqua County PUMA,#DIV/0!,#DIV/0!,#DIV/0!
44,Dutchess County (Southwest) PUMA,0.0,0.0,#DIV/0!
45,Westchester County (Southeast) PUMA,28.21270310192024,0.0,50.0
46,Rockland County (North)--New City & Congers PUMA,23.573200992555833,0.0,27.45664739884393
47,NYC-Staten Island Community District 2--New Springville & South Beach PUMA,0.0,0.0,0.0
48,Suffolk County (Southwest)--Islip Town (South) PUMA,13.14935064935065,26.2987012987013,0.0
49,Erie County (West Central)--Buffalo City (East) PUMA,0.0,0.0,0.0
50,Wayne & Seneca Counties PUMA,0.0,0.0,#DIV/0!
51,Monroe County (South) PUMA,0.0,0.0,0.0
52,Tompkins County PUMA,0.0,0.0,#DIV/0!
53,Suffolk County (South Central)--Brookhaven Town (South) PUMA,0.0,0.0,0.0
54,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",0.0,#DIV/0!,0.0
55,NYC-Manhattan Community District 8--Upper East Side PUMA,0.0,0.0,#DIV/0!
56,"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA",0.0,#DIV/0!,0.0
57,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA",3.685897435897436,5.745690731951036,0.0
58,NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA,0.0,0.0,0.0
59,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA",0.0,0.0,0.0
60,Suffolk County (Central)--Islip Town (Northwest) PUMA,1.350407450523865,1.9326891036321225,0.0
61,"NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel PUMA",21.864488226814032,31.751570132588974,0.0
62,Saratoga County (South & Central) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
63,Cattaraugus & Allegany Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!
64,Genesee & Orleans Counties PUMA,0.0,0.0,0.0
65,Cayuga & Onondaga (South) Counties PUMA,0.0,0.0,#DIV/0!
66,Sullivan & Ulster (West) Counties PUMA,0.0,#DIV/0!,0.0
67,"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood PUMA",7.4647561821123185,0.9665093279388627,14.340071343638524
68,Suffolk County (Central)--Brookhaven Town (West Central) PUMA,0.0,#DIV/0!,0.0
69,NYC-Queens Community District 1--Astoria & Long Island City PUMA,0.0,0.0,0.0
70,Jefferson & Lewis Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!
71,Nassau County (West Central)--Hempstead Town (Northwest) PUMA,0.0,0.0,0.0
72,Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor PUMA,0.5952380952380952,0.0,1.626488527446994
73,Orange County (Northeast)--Greater Newburgh City PUMA,0.0,0.0,0.0
74,"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia PUMA",0.0,0.0,0.0
75,"NYC-Queens Community District 12--Jamaica, Hollis & St. Albans PUMA",21.26099706744868,23.16234796404019,18.89400921658986
76,Erie County (Central) PUMA,0.0,0.0,0.0
77,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA",0.0,0.0,0.0
78,"NYC-Brooklyn Community District 15--Sheepshead Bay, Gerritsen Beach & Homecrest PUMA",7.255520504731862,9.179357021996616,3.2056990204808544
79,"NYC-Bronx Community District 8--Riverdale, Fieldston & Kingsbridge PUMA",11.94324004729996,0.0,22.197802197802197
80,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,0.0,0.0,0.0
81,Onondaga County (Central)--Syracuse City (Outer) PUMA,0.0,0.0,#DIV/0!
82,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA",52.14521452145215,#DIV/0!,52.14521452145215
83,"Chenango, Delaware & Broome (East) Counties PUMA",0.0,0.0,0.0
84,Orange County (Northwest) PUMA,0.0,#DIV/0!,0.0
85,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,4.2671292281006075,3.7325038880248838,5.348715259570006
86,Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA,0.0,0.0,0.0
87,Dutchess County (North & East) PUMA,0.0,0.0,0.0
88,Putnam County PUMA,0.0,0.0,0.0
89,Albany County (Outside Albany City) PUMA,0.0,0.0,0.0
90,"NYC-Bronx Community District 10--Co-op City, Pelham Bay & Schuylerville PUMA",0.0,0.0,0.0
91,NYC-Queens Community District 4--Elmhurst & South Corona PUMA,9.603692861968026,10.392651296829971,8.288288288288289
92,"NYC-Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway PUMA",5.101143359718558,0.0,15.249780893952671
93,Nassau County (Southeast)--Oyster Bay Town (South) PUMA,0.0,0.0,#DIV/0!
94,Suffolk County (Northwest)--Huntington Town (South) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
95,Oswego County PUMA,#DIV/0!,#DIV/0!,#DIV/0!
96,Rensselaer County--Troy City PUMA,0.0,0.0,#DIV/0!
97,Saratoga County (Outer) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
98,Herkimer (North & Central) & Oneida (Outer) Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!
99,Monroe County (East) PUMA,0.0,0.0,#DIV/0!
100,"NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale PUMA",16.97054698457223,41.86851211072664,0.0
101,Erie County (South) PUMA,0.0,0.0,0.0
102,Monroe County (Central)--Greece & Gates Towns PUMA,0.0,0.0,0.0
103,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,0.0,#DIV/0!,0.0
104,NYC-Manhattan Community District 11--East Harlem PUMA,0.0,0.0,0.0
105,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA",2.5160376572523537,0.6333225073075673,4.499572284003421
106,NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA,0.0,0.0,0.0
107,Onondaga County (North) PUMA,0.0,0.0,#DIV/0!
108,NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA,5.442176870748299,8.675445391169635,0.0
109,"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns PUMA",0.0,0.0,#DIV/0!
110,NYC-Brooklyn Community District 13--Brighton Beach & Coney Island PUMA,0.0,0.0,0.0
111,"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA",10.895003162555344,10.333515582285402,11.665416354088523
112,Erie County (Northeast) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
113,NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights PUMA,0.0,0.0,0.0
114,NYC-Queens Community District 3--Jackson Heights & North Corona PUMA,3.484174292670641,0.0,9.374294104359612
115,Fulton & Montgomery Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!
116,Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area PUMA,#DIV/0!,#DIV/0!,#DIV/0!
117,"Steuben (North & West), Schuyler & Chemung (North) Counties PUMA",#DIV/0!,#DIV/0!,#DIV/0!
118,NYC-Brooklyn Community District 4--Bushwick PUMA,1.6223404255319147,0.0,2.8978622327790973
119,"NYC-Manhattan Community District 4 & 5--Chelsea, Clinton & Midtown Business District PUMA",0.0,0.0,0.0
120,"NYC-Brooklyn Community District 6--Park Slope, Carroll Gardens & Red Hook PUMA",0.0,0.0,0.0
121,NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA,8.216262239250744,10.941043083900228,0.0
122,NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA,11.976987447698745,0.0,27.10059171597633
123,Suffolk County (Northwest)--Huntington Town (North) PUMA,0.0,0.0,0.0
124,Orange County (Southeast) PUMA,0.0,0.0,0.0
125,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,0.0,0.0,#DIV/0!
126,Suffolk County (Northwest)--Smithtown Town PUMA,#DIV/0!,#DIV/0!,#DIV/0!
127,"NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby PUMA",0.0,0.0,0.0
128,"NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester PUMA",2.007564736688973,0.0,5.660377358490567
129,NYC-Queens Community District 9--Richmond Hill & Woodhaven PUMA,12.027379400260756,15.989340439706861,8.232291001914486
130,Westchester County (Southwest)--Yonkers City PUMA,11.38211382113821,0.0,22.79618192026951
131,Broome (Outer West) & Tioga Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!
132,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA,0.0,0.0,0.0
133,"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA",4.654300168634064,4.753416518122401,4.5241809672386895
134,NYC-Manhattan Community District 10--Central Harlem PUMA,11.958310477235326,10.50328227571116,16.371681415929203
135,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA",6.74567000911577,0.0,16.666666666666664
136,Erie County (Northwest) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
137,NYC-Queens Community District 2--Sunnyside & Woodside PUMA,1.4745711706289497,0.0,4.180887372013651
138,Suffolk County (Southwest)--Babylon Town (Southeast) PUMA,0.0,#DIV/0!,0.0
139,"NYC-Staten Island Community District 3--Tottenville, Great Kills & Annadale PUMA",0.0,0.0,0.0
140,Nassau County (West Central)--Hempstead Town (West Central) PUMA,0.0,0.0,0.0
141,Nassau County (Central)--Hempstead Town (Northeast) PUMA,0.0,0.0,#DIV/0!
142,Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City PUMA,0.0,0.0,0.0
143,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA,1.5114739629302738,1.6963528413910092,1.3109475620975162
144,Nassau County (South Central)--Hempstead Town (Southeast) PUMA,0.0,0.0,0.0
145,Nassau County (West Central)--North Hempstead Town (South) PUMA,0.0,0.0,0.0
146,Capital Region,6.4981949458483745,7.955801104972375,0.0
147,Central NY,8.741128128502055,11.729323308270677,0.0
148,Finger Lakes,0.0,0.0,0.0
149,Long Island,0.9798317955417654,1.2807127444838866,0.5529771896909252
150,Mid-Hudson,4.918718622997848,0.0,13.042789223454834
151,Mohawk Valley,19.81132075471698,33.257918552036195,0.0
152,New York City,5.980822736784015,4.584725143304878,7.740384615384616
153,North Country,0.0,0.0,0.0
154,Southern Tier,31.14478114478115,0.0,49.73118279569893
155,Western NY,0.0,0.0,0.0
