,puma,BABS_Rent_Burden_Total,BABS_Rent_Burden_M,BABS_Rent_Burden_F,HS_Rent_Burden_Total,HS_Rent_Burden_M,HS_Rent_Burden_F,HSINC_Rent_Burden_Total,HSINC_Rent_Burden_M,HSINC_Rent_Burden_F
139,"NYC-Staten Island Community District 3--Tottenville, Great Kills & Annadale PUMA",0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
140,Nassau County (West Central)--Hempstead Town (West Central) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
141,Nassau County (Central)--Hempstead Town (Northeast) PUMA,100.0,#DIV/0!,100.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
142,Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City PUMA,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
143,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA,17.08475864690232,19.938335046248714,15.410132689987938,39.44646351691362,34.08018867924528,44.2849548112706,31.09404990403071,25.0,45.22292993630573
144,Nassau County (South Central)--Hempstead Town (Southeast) PUMA,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
145,Nassau County (West Central)--North Hempstead Town (South) PUMA,0.0,0.0,#DIV/0!,60.65934065934066,81.89910979228486,0.0,#DIV/0!,#DIV/0!,#DIV/0!
146,Capital Region,37.039075399009356,19.042316258351892,54.62459194776932,9.61298377028714,0.0,22.38372093023256,0.0,#DIV/0!,0.0
147,Central NY,0.0,0.0,0.0,74.75728155339806,62.71186440677966,90.9090909090909,#DIV/0!,#DIV/0!,#DIV/0!
148,Finger Lakes,25.19954389965792,27.52902155887231,23.979148566463945,25.116279069767444,100.0,0.0,0.0,0.0,#DIV/0!
149,Long Island,18.943981831945493,22.47465921006641,14.775072224515066,51.23387549074594,57.66503000545554,44.431621465666474,#DIV/0!,#DIV/0!,#DIV/0!
150,Mid-Hudson,16.790254237288135,6.8544102019128585,26.66314677930306,24.592360955997318,16.177777777777777,33.093848226313426,6.832298136645963,8.823529411764707,0.0
151,Mohawk Valley,0.0,0.0,#DIV/0!,4.66977985323549,2.4417314095449503,8.02675585284281,0.0,#DIV/0!,0.0
152,New York City,13.841078263319792,11.968626662309259,15.481881264456437,25.242192545678034,24.568387859676783,25.997613681559063,37.043744775703544,27.166219184769343,50.17851346965271
153,North Country,0.0,0.0,0.0,39.41018766756032,0.0,46.81528662420382,0.0,#DIV/0!,0.0
154,Southern Tier,20.973154362416107,21.32616487455197,20.66246056782334,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
155,Western NY,21.029330381848368,14.264264264264265,40.0,0.0,0.0,0.0,49.142857142857146,49.142857142857146,#DIV/0!
