,puma,BABS_Working_Poor_Total,BABS_Working_Poor_M,BABS_Working_Poor_F,HS_Working_Poor_Total,HS_Working_Poor_M,HS_Working_Poor_F,HSINC_Working_Poor_Total,HSINC_Working_Poor_M,HSINC_Working_Poor_F
20,Westchester County (Northeast) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
21,Madison & Cortland Counties PUMA,100.0,#DIV/0!,100.0,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!
22,Erie County (West Central)--Buffalo City (West) PUMA,0.0,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!
23,Monroe County (Central)--Rochester City (West) PUMA,73.44632768361582,0.0,100.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
24,Suffolk County (Central)--Islip Town (East) PUMA,0.0,0.0,0.0,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!
25,Nassau County (Central)--Hempstead Town (East Central) PUMA,0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
26,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA",#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
27,St. Lawrence County PUMA,29.967426710097723,57.861635220125784,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
28,Columbia & Greene Counties PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!,0.0
29,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,0.0,0.0,0.0,10.709838107098381,14.144736842105262,0.0,#DIV/0!,#DIV/0!,#DIV/0!
30,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",0.0,0.0,0.0,19.510061242344705,18.693982074263765,21.2707182320442,0.0,0.0,#DIV/0!
31,Monroe County (North & West) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,#DIV/0!
32,Schenectady County--Schenectady City PUMA,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
33,"Rockland County (West)--Spring Valley, Suffern Villages & Monsey PUMA",0.0,0.0,0.0,26.705202312138727,31.38586956521739,0.0,51.64835164835166,100.0,0.0
34,Niagara County (North & East) PUMA,0.0,0.0,#DIV/0!,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
35,Suffolk County (Central)--Brookhaven Town (Central) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
36,Suffolk County (East) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
37,Warren & Washington Counties PUMA,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0,#DIV/0!,0.0
38,NYC-Queens Community District 6--Forest Hills & Rego Park PUMA,9.100758396533044,7.565246118268913,10.951812027080845,5.239642567018684,7.413793103448276,0.0,0.0,0.0,#DIV/0!
39,"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA",0.0,0.0,0.0,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!
40,Westchester County (Central)--White Plains City PUMA,0.0,0.0,0.0,27.983539094650205,27.983539094650205,#DIV/0!,0.0,0.0,#DIV/0!
41,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA",0.0,0.0,#DIV/0!,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
42,Erie County (North Central) PUMA,0.0,0.0,0.0,25.390625,25.390625,#DIV/0!,100.0,100.0,#DIV/0!
43,Chautauqua County PUMA,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
44,Dutchess County (Southwest) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!,0.0
45,Westchester County (Southeast) PUMA,0.0,0.0,0.0,28.704487722269263,28.704487722269263,#DIV/0!,0.0,0.0,#DIV/0!
46,Rockland County (North)--New City & Congers PUMA,100.0,#DIV/0!,100.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
47,NYC-Staten Island Community District 2--New Springville & South Beach PUMA,4.41056357201198,2.699172834131476,7.267441860465117,0.0,0.0,0.0,19.115549215406563,19.115549215406563,#DIV/0!
48,Suffolk County (Southwest)--Islip Town (South) PUMA,15.24966261808367,0.0,29.12371134020619,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
49,Erie County (West Central)--Buffalo City (East) PUMA,72.36842105263158,72.36842105263158,#DIV/0!,100.0,100.0,100.0,#DIV/0!,#DIV/0!,#DIV/0!
50,Wayne & Seneca Counties PUMA,65.85365853658537,65.85365853658537,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!
51,Monroe County (South) PUMA,21.34078212290503,0.0,29.29447852760736,27.083333333333332,35.714285714285715,0.0,35.06849315068493,51.40562248995983,0.0
52,Tompkins County PUMA,0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
53,Suffolk County (South Central)--Brookhaven Town (South) PUMA,0.0,#DIV/0!,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
54,"Otsego, Schoharie, Oneida (South) & Herkimer (South) Counties PUMA",#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
55,NYC-Manhattan Community District 8--Upper East Side PUMA,0.7956600361663654,0.0,1.7670682730923692,0.0,0.0,0.0,0.0,0.0,#DIV/0!
56,"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA",0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
57,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA",8.90937019969278,0.0,21.014492753623188,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!
58,NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!,0.0
59,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA",0.0,0.0,#DIV/0!,0.0,0.0,0.0,100.0,100.0,#DIV/0!
60,Suffolk County (Central)--Islip Town (Northwest) PUMA,0.0,#DIV/0!,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
61,"NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel PUMA",0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
62,Saratoga County (South & Central) PUMA,0.0,0.0,#DIV/0!,0.0,0.0,#DIV/0!,0.0,#DIV/0!,0.0
63,Cattaraugus & Allegany Counties PUMA,21.73913043478261,21.73913043478261,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
64,Genesee & Orleans Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
65,Cayuga & Onondaga (South) Counties PUMA,0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
66,Sullivan & Ulster (West) Counties PUMA,0.0,0.0,0.0,48.45758354755784,35.01683501683502,56.75675675675676,100.0,100.0,#DIV/0!
67,"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood PUMA",50.45751633986928,100.0,34.42906574394463,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
68,Suffolk County (Central)--Brookhaven Town (West Central) PUMA,0.0,0.0,0.0,14.230019493177387,17.632850241545896,0.0,0.0,0.0,#DIV/0!
69,NYC-Queens Community District 1--Astoria & Long Island City PUMA,4.5644064077243796,3.3080017881090744,5.775862068965517,6.706045865184156,3.940362087326944,11.899999999999999,0.0,0.0,0.0
70,Jefferson & Lewis Counties PUMA,0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
71,Nassau County (West Central)--Hempstead Town (Northwest) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
72,Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
73,Orange County (Northeast)--Greater Newburgh City PUMA,0.0,#DIV/0!,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
74,"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia PUMA",16.157205240174672,19.304347826086957,0.0,33.80952380952381,34.97536945812808,0.0,10.817941952506596,0.0,100.0
75,"NYC-Queens Community District 12--Jamaica, Hollis & St. Albans PUMA",#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
76,Erie County (Central) PUMA,0.0,0.0,0.0,5.974025974025974,0.0,17.037037037037038,#DIV/0!,#DIV/0!,#DIV/0!
77,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA",20.702826585179526,0.0,38.38526912181303,10.695187165775401,21.374045801526716,0.0,0.0,0.0,0.0
78,"NYC-Brooklyn Community District 15--Sheepshead Bay, Gerritsen Beach & Homecrest PUMA",3.4978212224708516,3.5294117647058822,3.481521156936261,7.926092212053186,8.376455368693403,7.410151908114117,0.0,0.0,0.0
79,"NYC-Bronx Community District 8--Riverdale, Fieldston & Kingsbridge PUMA",0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
80,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
81,Onondaga County (Central)--Syracuse City (Outer) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
82,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA",0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
83,"Chenango, Delaware & Broome (East) Counties PUMA",0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
84,Orange County (Northwest) PUMA,0.0,#DIV/0!,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
85,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,14.21875,25.49019607843137,0.0,0.0,0.0,#DIV/0!,0.0,0.0,#DIV/0!
86,Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
87,Dutchess County (North & East) PUMA,52.752293577981646,44.800000000000004,55.948553054662376,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
88,Putnam County PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
89,Albany County (Outside Albany City) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
90,"NYC-Bronx Community District 10--Co-op City, Pelham Bay & Schuylerville PUMA",#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
91,NYC-Queens Community District 4--Elmhurst & South Corona PUMA,45.64102564102564,78.20738137082601,0.0,0.0,0.0,#DIV/0!,0.0,#DIV/0!,0.0
92,"NYC-Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway PUMA",16.588785046728972,24.109173616376044,4.506699147381242,16.535994297933,27.102803738317753,0.0,0.0,0.0,#DIV/0!
93,Nassau County (Southeast)--Oyster Bay Town (South) PUMA,0.0,0.0,#DIV/0!,0.0,0.0,0.0,0.0,0.0,0.0
94,Suffolk County (Northwest)--Huntington Town (South) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
95,Oswego County PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
96,Rensselaer County--Troy City PUMA,7.669322709163347,9.553349875930522,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
97,Saratoga County (Outer) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
98,Herkimer (North & Central) & Oneida (Outer) Counties PUMA,0.0,0.0,#DIV/0!,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
99,Monroe County (East) PUMA,37.05722070844686,60.57906458797328,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
100,"NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale PUMA",#DIV/0!,#DIV/0!,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!
101,Erie County (South) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
102,Monroe County (Central)--Greece & Gates Towns PUMA,0.0,0.0,#DIV/0!,33.75,100.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
103,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
104,NYC-Manhattan Community District 11--East Harlem PUMA,0.0,0.0,0.0,24.161073825503358,0.0,100.0,#DIV/0!,#DIV/0!,#DIV/0!
105,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA",0.0,0.0,0.0,17.320703653585927,0.0,26.666666666666668,0.0,0.0,#DIV/0!
106,NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA,3.0363697030363697,0.0,4.799578059071729,0.0,0.0,0.0,0.0,0.0,#DIV/0!
107,Onondaga County (North) PUMA,0.0,0.0,0.0,24.887892376681613,40.80882352941176,0.0,#DIV/0!,#DIV/0!,#DIV/0!
108,NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA,3.3391304347826085,6.197546804389929,0.0,0.0,0.0,0.0,24.219910846953937,27.48735244519393,0.0
109,"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns PUMA",0.0,0.0,0.0,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!
110,NYC-Brooklyn Community District 13--Brighton Beach & Coney Island PUMA,2.529826074457381,2.107640195709447,2.7906976744186047,25.350233488992664,25.494071146245062,25.27693856998993,#DIV/0!,#DIV/0!,#DIV/0!
111,"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA",#DIV/0!,#DIV/0!,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!
112,Erie County (Northeast) PUMA,0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
113,NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights PUMA,18.839427662957075,39.3687707641196,0.0,19.230769230769234,19.230769230769234,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
114,NYC-Queens Community District 3--Jackson Heights & North Corona PUMA,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
115,Fulton & Montgomery Counties PUMA,0.0,#DIV/0!,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
116,Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area PUMA,100.0,100.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!
117,"Steuben (North & West), Schuyler & Chemung (North) Counties PUMA",0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
118,NYC-Brooklyn Community District 4--Bushwick PUMA,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
119,"NYC-Manhattan Community District 4 & 5--Chelsea, Clinton & Midtown Business District PUMA",0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
120,"NYC-Brooklyn Community District 6--Park Slope, Carroll Gardens & Red Hook PUMA",0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
121,NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA,8.959537572254336,0.0,11.596009975062344,100.0,#DIV/0!,100.0,#DIV/0!,#DIV/0!,#DIV/0!
122,NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA,0.0,#DIV/0!,0.0,0.0,0.0,#DIV/0!,0.0,#DIV/0!,0.0
123,Suffolk County (Northwest)--Huntington Town (North) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
124,Orange County (Southeast) PUMA,100.0,100.0,#DIV/0!,14.14364640883978,6.4575645756457565,25.6198347107438,0.0,0.0,#DIV/0!
125,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
126,Suffolk County (Northwest)--Smithtown Town PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.0,#DIV/0!,0.0,0.0,0.0,#DIV/0!
127,"NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby PUMA",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!
128,"NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester PUMA",0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
129,NYC-Queens Community District 9--Richmond Hill & Woodhaven PUMA,7.280832095096583,17.753623188405797,0.0,23.18181818181818,26.26609442060086,0.0,0.0,0.0,#DIV/0!
130,Westchester County (Southwest)--Yonkers City PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
131,Broome (Outer West) & Tioga Counties PUMA,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
132,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA,9.665809768637532,14.116575591985429,3.896103896103896,21.619365609348915,26.979166666666664,0.0,31.838565022421523,50.0,0.0
133,"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA",3.720171928264414,4.24962852897474,3.1933767001774096,4.438760156485104,2.662852112676056,8.277830637488107,21.49122807017544,28.160919540229884,0.0
134,NYC-Manhattan Community District 10--Central Harlem PUMA,0.0,0.0,0.0,0.0,0.0,#DIV/0!,0.0,0.0,#DIV/0!
135,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA",0.0,0.0,0.0,0.0,0.0,0.0,81.32780082987551,81.32780082987551,#DIV/0!
136,Erie County (Northwest) PUMA,14.722222222222223,41.08527131782946,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
137,NYC-Queens Community District 2--Sunnyside & Woodside PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
138,Suffolk County (Southwest)--Babylon Town (Southeast) PUMA,0.0,0.0,0.0,11.642251349267541,0.0,22.271386430678465,51.162790697674424,51.162790697674424,#DIV/0!
139,"NYC-Staten Island Community District 3--Tottenville, Great Kills & Annadale PUMA",0.0,0.0,0.0,4.991991457554725,7.462090981644054,0.0,0.0,#DIV/0!,0.0
140,Nassau County (West Central)--Hempstead Town (West Central) PUMA,0.0,0.0,0.0,25.161290322580644,100.0,0.0,0.0,0.0,#DIV/0!
141,Nassau County (Central)--Hempstead Town (Northeast) PUMA,30.317848410757946,0.0,55.35714285714286,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
142,Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City PUMA,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
143,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA,2.799079754601227,3.3583738400353518,2.3704707077548255,13.493768801031372,15.224463240078073,10.126582278481013,29.93421052631579,29.93421052631579,#DIV/0!
144,Nassau County (South Central)--Hempstead Town (Southeast) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
145,Nassau County (West Central)--North Hempstead Town (South) PUMA,0.0,0.0,0.0,4.155313351498638,5.72232645403377,0.0,0.0,0.0,0.0
146,Capital Region,2.9695333590435786,3.8062283737024223,0.0,0.0,0.0,0.0,0.0,#DIV/0!,0.0
147,Central NY,0.9111617312072893,0.0,2.3474178403755865,8.339594290007513,20.555555555555554,0.0,#DIV/0!,#DIV/0!,#DIV/0!
148,Finger Lakes,25.7114493712773,19.805589307411907,32.776162790697676,13.362381989832969,20.13129102844639,0.0,25.196850393700785,32.6530612244898,0.0
149,Long Island,1.2461878220633085,0.0,2.677663540842843,5.599737640403378,6.701940035273369,3.5454332002817566,3.216374269005848,3.8461538461538463,0.0
150,Mid-Hudson,4.150426630148531,1.3928571428571428,8.11713331620858,11.921151439299123,12.14631858683758,11.469758696333438,6.878306878306878,11.268715524034672,0.0
151,Mohawk Valley,14.147286821705427,21.22093023255814,0.0,16.33875106928999,25.243506493506494,6.419529837251356,#DIV/0!,#DIV/0!,#DIV/0!
152,New York City,4.04816894926579,4.3728968327781255,3.7182130584192437,7.49645650690325,8.194812069878243,6.134145711777767,14.31904345290172,15.856120389062214,8.374733853797018
153,North Country,8.041958041958042,22.38442822384428,0.0,19.098143236074268,31.57894736842105,0.0,#DIV/0!,#DIV/0!,#DIV/0!
154,Southern Tier,0.0,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!,0.0
155,Western NY,23.271092669432917,31.596244131455396,0.0,20.855614973262032,18.156267566048342,28.22085889570552,100.0,100.0,#DIV/0!
