,puma,BABS_Poverty_Total,BABS_Poverty_M,BABS_Poverty_F,HS_Poverty_Total,HS_Poverty_M,HS_Poverty_F,HSINC_Poverty_Total,HSINC_Poverty_M,HSINC_Poverty_F
79,"NYC-Bronx Community District 8--Riverdale, Fieldston & Kingsbridge PUMA",0.2828125,0.3986784140969163,0.0,0.823953823953824,#DIV/0!,0.823953823953824,#DIV/0!,#DIV/0!,#DIV/0!
80,NYC-Brooklyn Community District 5--East New York & Starrett City PUMA,0.1349036402569593,0.0,0.1721311475409836,0.1922168484984816,0.16988223502881483,0.21040816326530612,0.36907020872865276,0.4521604938271605,0.23645320197044334
81,Onondaga County (Central)--Syracuse City (Outer) PUMA,0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
82,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA",0.0,0.0,0.0,0.0,0.0,#DIV/0!,0.0,#DIV/0!,0.0
83,"Chenango, Delaware & Broome (East) Counties PUMA",#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
84,Orange County (Northwest) PUMA,0.0,#DIV/0!,0.0,0.18181818181818182,0.3011722272317403,0.0,0.0,0.0,0.0
85,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.17454545454545456,0.0,0.24742268041237114
86,Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
87,Dutchess County (North & East) PUMA,1.0,1.0,#DIV/0!,0.0,0.0,0.0,0.576530612244898,0.6444444444444445,0.48502994011976047
88,Putnam County PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.7632850241545893,0.7632850241545893,#DIV/0!
89,Albany County (Outside Albany City) PUMA,0.2645631067961165,1.0,0.0,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!
90,"NYC-Bronx Community District 10--Co-op City, Pelham Bay & Schuylerville PUMA",0.0,0.0,0.0,0.32083333333333336,0.0,0.5403508771929825,0.0,0.0,#DIV/0!
91,NYC-Queens Community District 4--Elmhurst & South Corona PUMA,0.26425591098748263,0.15764331210191082,1.0,0.1399002493765586,0.25864453665283543,0.0,0.048841059602649006,0.0,0.2099644128113879
92,"NYC-Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway PUMA",0.0,0.0,#DIV/0!,0.5057251908396947,1.0,0.0,0.17647058823529413,0.20114942528735633,0.0
93,Nassau County (Southeast)--Oyster Bay Town (South) PUMA,0.0,#DIV/0!,0.0,0.0,0.0,#DIV/0!,0.0,0.0,#DIV/0!
94,Suffolk County (Northwest)--Huntington Town (South) PUMA,0.18703241895261846,0.0,0.30364372469635625,0.0,0.0,0.0,0.0,0.0,#DIV/0!
95,Oswego County PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
96,Rensselaer County--Troy City PUMA,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
97,Saratoga County (Outer) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!
98,Herkimer (North & Central) & Oneida (Outer) Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
99,Monroe County (East) PUMA,0.0,0.0,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!
100,"NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale PUMA",0.0,#DIV/0!,0.0,0.0,0.0,0.0,0.0,#DIV/0!,0.0
101,Erie County (South) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
102,Monroe County (Central)--Greece & Gates Towns PUMA,0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
103,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,0.04897388059701493,0.0,0.08454106280193237,0.0,0.0,0.0,1.0,#DIV/0!,1.0
104,NYC-Manhattan Community District 11--East Harlem PUMA,0.25674217907227614,1.0,0.0,0.31158238172920066,0.45530393325387364,0.0,0.7125748502994012,0.7125748502994012,#DIV/0!
105,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA",0.2319277108433735,0.3297644539614561,0.0,0.10334029227557412,0.07814407814407814,0.11338199513381995,0.0,0.0,0.0
106,NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA,0.16448230668414154,0.24293785310734464,0.1407849829351536,0.20193470374848851,0.0,0.367032967032967,0.0,#DIV/0!,0.0
107,Onondaga County (North) PUMA,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,#DIV/0!
108,NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA,0.0,#DIV/0!,0.0,0.0,0.0,0.0,0.0,#DIV/0!,0.0
109,"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns PUMA",#DIV/0!,#DIV/0!,#DIV/0!,0.4481292517006803,1.0,0.21618357487922704,0.4666666666666667,1.0,0.0
110,NYC-Brooklyn Community District 13--Brighton Beach & Coney Island PUMA,0.0,#DIV/0!,0.0,0.0,0.0,0.0,0.0,#DIV/0!,0.0
111,"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA",0.4844961240310077,0.6345177664974619,0.0,0.1389375364856976,0.0,0.18740157480314962,0.39226519337016574,0.0,1.0
112,Erie County (Northeast) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
113,NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights PUMA,0.0,0.0,#DIV/0!,0.5308056872037915,0.6473988439306358,0.0,0.0,0.0,#DIV/0!
114,NYC-Queens Community District 3--Jackson Heights & North Corona PUMA,0.0,0.0,0.0,0.14650872817955113,0.09231512808119864,0.24495171202809482,0.1672876304023845,0.13148049171566006,0.24969249692496925
115,Fulton & Montgomery Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
116,Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,#DIV/0!,0.0,#DIV/0!,0.0
117,"Steuben (North & West), Schuyler & Chemung (North) Counties PUMA",#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.2108843537414966,0.0,0.34831460674157305
118,NYC-Brooklyn Community District 4--Bushwick PUMA,0.4146919431279621,0.0,0.5775577557755776,0.25691699604743085,0.5180180180180181,0.11571254567600488,0.0,0.0,0.0
119,"NYC-Manhattan Community District 4 & 5--Chelsea, Clinton & Midtown Business District PUMA",0.08420320111343076,0.0,0.10066555740432612,0.11872909698996656,0.0,0.3164933135215453,0.6099585062240664,1.0,0.0
120,"NYC-Brooklyn Community District 6--Park Slope, Carroll Gardens & Red Hook PUMA",0.1375968992248062,0.3380952380952381,0.0,0.0,0.0,0.0,0.24539877300613497,#DIV/0!,0.24539877300613497
121,NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
122,NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA,0.0,0.0,0.0,0.13214990138067062,0.3059360730593607,0.0,0.0,0.0,0.0
123,Suffolk County (Northwest)--Huntington Town (North) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.5995575221238938,0.0,1.0
124,Orange County (Southeast) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
125,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
126,Suffolk County (Northwest)--Smithtown Town PUMA,0.0392156862745098,0.0,0.04979253112033195,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
127,"NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby PUMA",0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
128,"NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester PUMA",0.18996415770609318,0.0,0.3897058823529412,0.0,0.0,0.0,0.5274725274725275,#DIV/0!,0.5274725274725275
129,NYC-Queens Community District 9--Richmond Hill & Woodhaven PUMA,0.024441340782122904,0.0,0.06433823529411764,0.20177602368031575,0.09296875,0.38821954484605087,0.13829787234042554,0.17464114832535885,0.102803738317757
130,Westchester County (Southwest)--Yonkers City PUMA,0.5827290705339486,0.7871772039180766,0.0,0.2549945513984744,0.050969131371141424,0.46397058823529413,0.44061302681992337,0.32673267326732675,0.5981735159817352
131,Broome (Outer West) & Tioga Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,#DIV/0!
132,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA,0.35106382978723405,0.5048543689320388,0.29304029304029305,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
133,"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA",0.1377952755905512,0.30755711775043937,0.0,0.19624217118997914,0.0,0.3308564724286273,0.0,0.0,#DIV/0!
134,NYC-Manhattan Community District 10--Central Harlem PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!
135,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA",0.0,0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
136,Erie County (Northwest) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
137,NYC-Queens Community District 2--Sunnyside & Woodside PUMA,0.0,0.0,0.0,0.09488139825218476,0.07365792759051186,0.10549313358302122,0.0,0.0,0.0
138,Suffolk County (Southwest)--Babylon Town (Southeast) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,0.0,0.0,0.0,#DIV/0!
139,"NYC-Staten Island Community District 3--Tottenville, Great Kills & Annadale PUMA",#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,0.0,1.0,1.0,1.0
140,Nassau County (West Central)--Hempstead Town (West Central) PUMA,0.0,0.0,0.0,0.10229833258224426,0.14469453376205788,0.07153965785381027,0.0,0.0,#DIV/0!
141,Nassau County (Central)--Hempstead Town (Northeast) PUMA,0.0,0.0,0.0,0.0,0.0,0.0,0.3521739130434783,0.3521739130434783,#DIV/0!
142,Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City PUMA,0.0,0.0,0.0,0.4,1.0,0.0,1.0,1.0,1.0
143,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA,0.0,0.0,0.0,0.0,0.0,0.0,1.0,#DIV/0!,1.0
144,Nassau County (South Central)--Hempstead Town (Southeast) PUMA,0.0,0.0,0.0,0.1591956430666108,0.2154696132596685,0.0724174653887114,0.0,0.0,0.0
145,Nassau County (West Central)--North Hempstead Town (South) PUMA,0.0,#DIV/0!,0.0,0.0,0.0,0.0,0.0,0.0,0.0
146,Capital Region,0.20032310177705978,0.5876777251184834,0.0,0.019867549668874173,0.0,0.03686635944700461,#DIV/0!,#DIV/0!,#DIV/0!
147,Central NY,0.0,0.0,0.0,0.6385068762278978,0.8939929328621908,0.3185840707964602,0.28717948717948716,0.19186046511627908,1.0
148,Finger Lakes,0.4363270777479893,0.19305856832971802,0.545101842870999,0.28316326530612246,0.39594843462246776,0.18641390205371247,0.7967289719626168,0.31496062992125984,1.0
149,Long Island,0.009036969420356002,0.0,0.01592920353982301,0.11941157843221925,0.10824181798412526,0.13198311203573396,0.38722294654498046,0.3899173361276051,0.38335561497326204
150,Mid-Hudson,0.15670812972012438,0.24059775840597758,0.08919623170976147,0.1997737800280082,0.23151260504201682,0.16637187707273934,0.2866781735446415,0.2512851527063804,0.324853228962818
151,Mohawk Valley,#DIV/0!,#DIV/0!,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!
152,New York City,0.11067148672112949,0.11358085002442599,0.10813116502266062,0.1861808520165985,0.1633833040264656,0.2090547531473341,0.3325408467803126,0.2528060783975134,0.4453401734457066
153,North Country,#DIV/0!,#DIV/0!,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!
154,Southern Tier,0.0,0.0,#DIV/0!,0.0,0.0,#DIV/0!,0.11231884057971014,0.0,0.34831460674157305
155,Western NY,0.0,#DIV/0!,0.0,0.05574912891986063,0.0,1.0,0.3492822966507177,1.0,0.11688311688311688
