,puma,BABS_FT_Work_Total,BABS_FT_Work_M,BABS_FT_Work_F,HS_FT_Work_Total,HS_FT_Work_M,HS_FT_Work_F,HSINC_FT_Work_Total,HSINC_FT_Work_M,HSINC_FT_Work_F
133,"NYC-Queens Community District 12--Jamaica, Hollis & St. Albans PUMA",1.0,1.0,#DIV/0!,0.7517831669044223,0.8853615520282186,0.5954592363261094,1.0,1.0,#DIV/0!
134,"NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale PUMA",0.850828729281768,1.0,0.7969924812030075,0.8178153970173317,0.8125,0.8206555349412492,1.0,#DIV/0!,1.0
135,Monroe County (Central)--Rochester City (West) PUMA,1.0,1.0,#DIV/0!,0.7906976744186046,0.5030864197530864,0.8916576381365113,0.27595628415300544,#DIV/0!,0.27595628415300544
136,NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA,0.8184210526315789,0.6863636363636364,1.0,0.9611769513690233,0.9319971367215462,1.0,0.325,0.325,#DIV/0!
137,Suffolk County (Central)--Islip Town (Northwest) PUMA,0.84,1.0,0.7294685990338164,0.8686131386861314,0.9338313767342583,0.7821782178217822,0.528169014084507,1.0,0.0
138,Putnam County PUMA,0.6666666666666666,1.0,0.5403225806451613,1.0,1.0,1.0,0.0,#DIV/0!,0.0
139,NYC-Queens Community District 2--Sunnyside & Woodside PUMA,0.8951486697965572,0.7572463768115942,1.0,0.9463548830811555,0.9321345707656613,1.0,1.0,1.0,#DIV/0!
140,Nassau County (Central)--Hempstead Town (East Central) PUMA,1.0,#DIV/0!,1.0,1.0,1.0,1.0,0.0,#DIV/0!,0.0
141,Suffolk County (Northwest)--Huntington Town (South) PUMA,1.0,#DIV/0!,1.0,1.0,1.0,#DIV/0!,0.35789473684210527,1.0,0.0
142,"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA",1.0,#DIV/0!,1.0,0.9228595648488274,0.9029126213592233,0.9423937360178971,0.6697459584295612,1.0,0.0
143,Nassau County (Central)--Hempstead Town (Northeast) PUMA,1.0,1.0,1.0,0.6487025948103793,1.0,0.6067039106145251,1.0,#DIV/0!,1.0
144,NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA,1.0,1.0,#DIV/0!,0.8934753661784287,0.7752808988764045,1.0,1.0,1.0,#DIV/0!
145,"Rockland County (West)--Spring Valley, Suffern Villages & Monsey PUMA",0.6042780748663101,0.38333333333333336,1.0,1.0,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!
146,Capital Region,1.0,1.0,1.0,0.7292975442604226,0.8160676532769556,0.6273291925465838,0.16895874263261296,0.3282442748091603,0.0
147,Central NY,0.568,1.0,0.18729096989966554,0.742960944595822,0.7481389578163772,0.7288135593220338,0.8353982300884956,0.4945652173913043,1.0
148,Finger Lakes,0.7181372549019608,0.8900343642611683,0.6228571428571429,0.8026822876522275,0.9104433204403451,0.6868202175303902,0.47593582887700536,0.5654008438818565,0.32116788321167883
149,Long Island,0.8864956182029353,1.0,0.8004084663943557,0.8720381406436234,0.9220803087383993,0.8180737217598097,0.7736708860759494,1.0,0.6518691588785047
150,Mid-Hudson,0.8857758620689655,0.909565630192262,0.8702585539557207,0.8674206493980299,0.8915564978797705,0.8333919465447512,0.7537030657940063,0.8748810656517603,0.43570536828963796
151,Mohawk Valley,0.8594377510040161,0.8712121212121212,0.8461538461538461,0.5610317825886688,0.26560951437066405,0.8175559380378657,#DIV/0!,#DIV/0!,#DIV/0!
152,New York City,0.8530146608211946,0.8137203511990565,0.8750920335738478,0.8377923593377417,0.8492911596660794,0.8256531488466686,0.7743349301804098,0.8238485057697997,0.7213961826426236
153,North Country,1.0,1.0,#DIV/0!,0.8547945205479452,0.6882352941176471,1.0,1.0,1.0,#DIV/0!
154,Southern Tier,0.7802690582959642,1.0,0.5565610859728507,0.7547738693467336,0.6183574879227053,0.8519793459552496,1.0,1.0,#DIV/0!
155,Western NY,0.9016786570743405,0.9006211180124224,0.9028006589785832,0.8719037508846426,0.8476011288805269,0.903369874137231,0.7213114754098361,1.0,0.334020618556701
