,puma,HSINC_UnEmp_Total,HSINC_FT_Work_Total,HSINC_Poverty_Total,HSINC_Working_Poor_Total,HSINC_Rent_Burden_Total,HSINC_Home_Ownership_Total,HSINC_Avg_PINCP_mf_t
54,NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights PUMA,42.20532319391635,27.310924369747898,63.42812006319115,0.0,47.91666666666667,6.79304897314376,48923.07692307692
55,Cattaraugus & Allegany Counties PUMA,0.0,100.0,0.0,0.0,#DIV/0!,100.0,25440.366972477063
56,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA",14.58198314970836,64.05633802816901,29.078287697647514,15.303430079155673,0.0,78.82761280370228,27424.626209322778
57,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
58,Suffolk County (Southwest)--Babylon Town (Southeast) PUMA,0.0,100.0,21.66172106824926,25.795053003533567,38.21989528795812,43.32344213649852,17665.37102473498
59,Jefferson & Lewis Counties PUMA,0.0,100.0,100.0,100.0,100.0,33.90804597701149,19800.0
60,NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA,0.0,59.009009009009006,70.66265060240964,35.49618320610687,12.068965517241379,12.530120481927712,24734.351145038167
61,Schenectady County--Schenectady City PUMA,0.0,0.0,100.0,#DIV/0!,100.0,0.0,#DIV/0!
62,NYC-Queens Community District 1--Astoria & Long Island City PUMA,8.462505236698785,92.17391304347827,31.41416821438047,12.065541211519365,20.089086859688194,17.750066330591668,36263.95233366435
63,Suffolk County (North Central)--Brookhaven Town (North) PUMA,0.0,73.70517928286853,26.294820717131472,0.0,#DIV/0!,100.0,33151.35135135135
64,Fulton & Montgomery Counties PUMA,#DIV/0!,#DIV/0!,100.0,#DIV/0!,#DIV/0!,100.0,#DIV/0!
65,NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA,3.976721629485936,57.06161137440758,94.91413474240423,100.0,44.72361809045226,7.9920739762219295,13309.800664451826
66,"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns PUMA",0.0,72.42718446601941,17.917981072555207,0.0,95.9079283887468,25.993690851735018,39265.951742627345
67,Oswego County PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
68,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA",9.000404694455685,72.95386633627287,68.50880203991566,56.96303696303696,33.24590163934426,0.64728092973079,23785.028971028973
69,Monroe County (Central)--Rochester City (East) PUMA,0.0,100.0,0.0,0.0,0.0,47.31182795698925,30709.21985815603
70,Westchester County (Northeast) PUMA,0.0,80.13422818791946,11.286919831223628,0.0,16.563467492260063,31.856540084388186,31306.532663316582
71,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA",8.253731343283583,70.65265002190101,47.21520510044508,31.969415168423225,37.495440729483285,0.0,24126.720396776193
72,"NYC-Queens Community District 7--Flushing, Murray Hill & Whitestone PUMA",2.801830341429074,75.54491531480025,47.886366725567484,35.61630876927443,50.69558101472995,26.663948167278328,25584.44234225712
73,Onondaga County (North) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
74,Suffolk County (Central)--Brookhaven Town (West Central) PUMA,0.0,100.0,0.0,0.0,0.0,29.20353982300885,22566.037735849055
75,Monroe County (South) PUMA,0.0,82.38341968911918,0.0,0.0,0.0,61.09022556390977,25559.748427672956
76,"NYC-Brooklyn Community District 15--Sheepshead Bay, Gerritsen Beach & Homecrest PUMA",7.7285579641847315,83.51515151515152,38.028169014084504,35.93613933236575,50.51172003961704,47.85677397142366,19375.477503628448
77,Rensselaer County--Troy City PUMA,0.0,54.04624277456648,12.032520325203253,0.0,100.0,63.08943089430894,29195.72192513369
78,Suffolk County (Central)--Islip Town (East) PUMA,#DIV/0!,#DIV/0!,0.0,#DIV/0!,#DIV/0!,100.0,#DIV/0!
79,Nassau County (West Central)--Hempstead Town (Northwest) PUMA,0.0,100.0,0.0,0.0,#DIV/0!,100.0,25924.07809110629
80,Ontario & Yates Counties PUMA,0.0,49.80694980694981,0.0,0.0,0.0,0.0,26020.0
81,Suffolk County (West Central)--Babylon Town (Northwest) PUMA,0.0,90.50036258158084,48.21166095051445,61.77884615384615,100.0,51.78833904948554,29564.102564102563
82,Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City PUMA,0.0,100.0,0.0,0.0,0.0,0.0,53000.0
83,"NYC-Bronx Community District 8--Riverdale, Fieldston & Kingsbridge PUMA",0.0,89.40527766837337,43.95846444304594,26.079295154185022,45.16241704505764,9.911894273127754,21556.519823788545
84,"Rockland County (West)--Spring Valley, Suffern Villages & Monsey PUMA",9.938922820655192,74.56968350916158,23.095703125,0.0,13.325991189427313,11.328125,32024.57185405808
85,Chautauqua County PUMA,0.0,100.0,100.0,100.0,100.0,52.33291298865069,14647.619047619048
86,Orange County (Southeast) PUMA,0.0,15.025906735751295,82.16432865731463,0.0,35.853658536585364,17.835671342685373,82000.0
87,Monroe County (East) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
88,Broome (Outer West) & Tioga Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
89,Suffolk County (East) PUMA,0.0,100.0,33.869179600886916,10.94003241491086,28.30188679245283,47.588832487309645,24444.084278768234
90,"NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel PUMA",0.0,69.87179487179486,68.11764705882352,44.75025484199796,21.0,0.0,19672.884811416923
91,NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA,0.0,72.90818634102216,33.94327538883806,15.353598014888338,34.910597470562585,7.009174311926605,29300.992555831264
92,Albany County (Outside Albany City) PUMA,0.0,75.86912065439672,17.957166392092258,29.380053908355798,#DIV/0!,100.0,33973.045822102424
93,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA",6.278613472858077,65.075034106412,64.5805293853746,43.37002096436059,53.333333333333336,0.0,19342.976939203356
94,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",5.681818181818182,67.61363636363636,50.78168107412176,39.349652904640116,24.034917555771095,5.186683832996137,25323.56594811838
95,Nassau County (West Central)--Hempstead Town (West Central) PUMA,#DIV/0!,0.0,72.41379310344827,#DIV/0!,0.0,0.0,#DIV/0!
96,Erie County (West Central)--Buffalo City (East) PUMA,0.0,40.822784810126585,87.5,41.08527131782946,35.27272727272727,36.851211072664356,22054.263565891473
97,NYC-Queens Community District 6--Forest Hills & Rego Park PUMA,17.64102564102564,46.82440846824408,63.067092651757186,100.0,41.36291600633915,59.68051118210863,12560.106382978724
98,"NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale PUMA",5.54675118858954,87.86353467561521,34.76448520216757,20.623806492679822,37.91208791208791,69.6540225093789,27499.427116486313
99,"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia PUMA",0.0,77.74176121015667,47.93318233295583,20.222376650451704,27.482014388489205,15.798414496036239,29370.67407922168
100,Madison & Cortland Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
101,Nassau County (Central)--Hempstead Town (East Central) PUMA,34.13461538461539,44.52554744525548,26.199261992619927,0.0,#DIV/0!,100.0,27000.0
102,Nassau County (West Central)--North Hempstead Town (South) PUMA,16.117478510028654,83.17503392130257,15.221017514595497,0.0,0.0,30.56713928273561,26524.551386623163
103,Westchester County (Central)--White Plains City PUMA,12.06266318537859,70.90261282660333,64.41079034548036,53.60134003350083,15.71665744327615,14.481779460482727,27531.40703517588
104,"NYC-Staten Island Community District 3--Tottenville, Great Kills & Annadale PUMA",#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
105,Suffolk County (Northwest)--Huntington Town (South) PUMA,0.0,100.0,0.0,0.0,#DIV/0!,100.0,42782.329317269076
106,NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA,4.649656780209818,74.36307856475923,64.2654112631018,51.60538116591928,50.20704886353179,0.7550186534020252,17517.54260089686
107,NYC-Brooklyn Community District 13--Brighton Beach & Coney Island PUMA,9.931662870159453,49.84997856836691,56.6044142614601,16.59501289767842,33.262599469496024,35.993208828522924,36013.67153912296
108,NYC-Brooklyn Community District 7--Sunset Park & Windsor Terrace PUMA,3.8319382541580604,66.80174896022181,58.851189752320735,41.770434227330774,39.87942234892742,13.263610199035226,25879.294380587486
109,Suffolk County (Northwest)--Huntington Town (North) PUMA,0.0,51.89393939393939,40.71969696969697,78.46715328467153,0.0,0.0,22155.109489051094
110,Suffolk County (Southwest)--Islip Town (South) PUMA,0.0,100.0,54.55840455840456,54.55840455840456,100.0,45.44159544159544,20501.56695156695
111,"NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby PUMA",0.0,100.0,0.0,0.0,0.0,15.591397849462366,29156.769596199523
112,Ulster County (East) PUMA,0.0,80.0420168067227,15.728476821192054,0.0,0.0,15.728476821192054,24062.46719160105
113,NYC-Manhattan Community District 10--Central Harlem PUMA,24.59580323357413,56.97992700729927,62.08920187793427,33.066453162530024,24.507750314201925,0.0,31947.157726180943
114,NYC-Brooklyn Community District 4--Bushwick PUMA,0.0,76.87108886107634,60.584890333062546,35.981764897427546,41.09159347553325,11.714053614947199,18506.024096385543
115,"NYC-Brooklyn Community District 9--Crown Heights South, Prospect Lefferts & Wingate PUMA",4.408122833085686,64.09326424870466,22.20977976857036,23.20129345189976,21.918321468714876,0.0,20878.900565885207
116,Oneida County (Central)--Greater Utica & Rome Cities PUMA,0.0,65.01182033096927,70.11421319796955,25.09090909090909,0.0,37.54764930114358,26125.345454545455
117,"NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester PUMA",10.264211369095277,68.41030474395224,47.4592026440818,23.398392652123995,46.8510158013544,7.808304069407147,22227.738231917338
118,Erie County (Central) PUMA,0.0,100.0,59.65082444228904,1.345291479820628,0.0,35.60311284046693,59394.61883408072
119,Livingston & Wyoming Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
120,Nassau County (East Central)--Oyster Bay Town (Central) PUMA,0.0,0.0,0.0,#DIV/0!,#DIV/0!,100.0,#DIV/0!
121,Niagara County (North & East) PUMA,0.0,100.0,0.0,0.0,#DIV/0!,#DIV/0!,26000.0
122,Westchester County (Southwest)--Yonkers City PUMA,0.0,45.608706656542644,54.15896487985212,40.56603773584906,18.211137389808645,14.029574861367838,19118.534961154273
123,Sullivan & Ulster (West) Counties PUMA,0.0,100.0,15.157116451016636,15.688775510204081,17.956204379562042,15.588416512630932,20019.51530612245
124,"NYC-Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway PUMA",1.6312849162011172,59.97363796133568,56.6154800682488,38.42490842490843,52.04004533434077,17.884287265394757,30181.967032967033
125,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA,6.599486267536061,71.83460076045627,31.192791762013726,28.516607119227206,19.676199480028362,38.029176201373,28811.00701336509
126,"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood PUMA",4.793163240029725,81.5802910390605,44.780832095096585,39.821624158973556,27.80278232405892,0.6315007429420505,21792.699108120796
127,NYC-Manhattan Community District 11--East Harlem PUMA,0.0,89.4493484657419,77.52043596730245,74.10714285714286,16.167120799273388,0.0,23828.040413533836
128,Westchester County (Southeast) PUMA,25.732737208147043,64.00214592274678,18.86865555986052,10.477787091366302,14.243573535608933,8.058891902363426,24720.95557418273
129,Niagara County (Southwest)--Greater Niagara Falls & North Tonawanda Area PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
130,Erie County (Northeast) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
131,Monroe County (Central)--Greece & Gates Towns PUMA,0.0,100.0,0.0,0.0,#DIV/0!,100.0,25000.0
132,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA,5.496217178460169,66.11123620806126,56.50991682661548,53.74659400544959,23.237724842002915,34.197056941778634,28474.340258855587
133,"NYC-Bronx Community District 10--Co-op City, Pelham Bay & Schuylerville PUMA",0.0,100.0,93.93605292171996,93.93605292171996,#DIV/0!,100.0,18061.742006615215
134,"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA",0.0,48.598130841121495,37.05882352941177,0.0,37.05882352941177,0.0,25400.0
135,Albany County (East Central)--Albany City PUMA,0.0,6.211180124223603,7.441860465116279,0.0,0.0,7.441860465116279,23000.0
136,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",35.87479935794543,73.63333333333333,35.672141604209855,24.717066545948395,31.033434650455927,38.32719115526358,53058.17111815301
137,NYC-Queens Community District 4--Elmhurst & South Corona PUMA,1.5401848221786614,78.42718998862344,46.15941279851132,30.82502266545784,42.81599457810912,37.733898480306,24934.52402538531
138,Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor PUMA,3.7712895377128954,71.40979689366786,49.475724733456694,45.08950978751882,51.911764705882355,34.09110934884131,30164.34666220512
139,"NYC-Brooklyn Community District 6--Park Slope, Carroll Gardens & Red Hook PUMA",0.0,50.0,82.65682656826569,60.66945606694561,59.41422594142259,11.808118081180812,9380.753138075313
140,"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA",6.548347613219094,70.88076692630317,60.24494050204117,42.70921386306002,42.536962049157175,2.1280291844002432,19859.594251901945
141,NYC-Manhattan Community District 8--Upper East Side PUMA,#DIV/0!,#DIV/0!,100.0,#DIV/0!,#DIV/0!,0.0,#DIV/0!
142,Orange County (Northeast)--Greater Newburgh City PUMA,7.054455445544554,81.3118811881188,54.4251447477254,28.84322678843227,40.133171912832935,22.95285359801489,29864.07914764079
143,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA",31.413612565445025,75.68627450980392,27.901234567901234,26.42487046632124,40.52287581699346,62.22222222222222,58516.407599309154
144,NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA,0.0,81.17088607594937,20.433284096504185,0.0,18.15889029003783,57.11472181191532,31018.03118908382
145,Suffolk County (Central)--Islip Town (Northwest) PUMA,12.616643231496868,94.23355549116198,32.34928527035426,21.84809348093481,21.627466882941334,59.07395898073338,27662.337023370234
146,Capital Region,0.0,54.75409836065573,25.90175197526623,30.624465355004276,24.840764331210192,54.11033978808915,27518.049615055603
147,Central NY,2.523474178403756,70.55990367248646,34.25242718446602,40.955631399317404,44.98106060606061,54.44660194174757,24931.74061433447
148,Finger Lakes,0.0,80.34682080924856,38.77412800541822,41.93216855087359,35.09781357882623,52.161840539468464,24155.74511819116
149,Long Island,6.221459102034852,79.066483198146,41.13075090886298,27.043737119303866,44.88391255877078,45.38024164889837,31061.673460041216
150,Mid-Hudson,5.535311469720631,67.4885781048373,41.795691924481304,27.50245465350628,31.082793820436404,16.759143924810328,27094.866776910752
151,Mohawk Valley,0.0,68.77637130801688,70.54176072234763,21.165644171779142,0.0,42.54237288135593,30423.527607361964
152,New York City,5.995010744189493,73.44034681453027,50.60947281520624,36.105097554088395,35.20832012175788,17.06569001270988,25584.08767766139
153,North Country,0.0,100.0,99.07578558225508,92.1875,100.0,11.007462686567164,20284.375
154,Southern Tier,0.0,100.0,36.162582187686795,1.5416238437821173,96.35922330097088,74.48916408668731,27632.68242548818
155,Western NY,0.0,83.99428367274027,67.95289855072464,42.067205444491705,48.44256975989617,38.108561835478454,27919.8298596342
