,puma,BABS_Working_Poor_Total,BABS_Working_Poor_M,BABS_Working_Poor_F,HS_Working_Poor_Total,HS_Working_Poor_M,HS_Working_Poor_F,HSINC_Working_Poor_Total,HSINC_Working_Poor_M,HSINC_Working_Poor_F
95,Monroe County (East) PUMA,0.0,#DIV/0!,0.0,0.5421836228287841,0.4072727272727273,0.6120527306967984,#DIV/0!,#DIV/0!,#DIV/0!
96,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,0.0,0.0,0.0,0.3744360902255639,0.5647636586863106,0.19162735849056603,0.4968203497615262,0.39599236641221375,1.0
97,"NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel PUMA",0.0,#DIV/0!,0.0,0.4674329501915709,0.4674329501915709,#DIV/0!,0.43068510775168867,0.30460448642266824,0.5816254416961131
98,"NYC-Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway PUMA",0.40077821011673154,0.20657276995305165,0.5382059800664452,0.4215530903328051,0.3236842105263158,0.463718820861678,0.43498098859315587,0.40812870448772226,0.6716417910447762
99,"NYC-Bronx Community District 10--Co-op City, Pelham Bay & Schuylerville PUMA",0.0,#DIV/0!,0.0,0.1752701080432173,0.32158590308370044,0.0,0.22284644194756553,0.22284644194756553,#DIV/0!
100,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA",0.10049423393739704,0.0,0.17183098591549295,0.04722366372599896,0.0,0.08356290174471992,0.7344827586206897,0.4652777777777778,1.0
101,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA",0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,1.0,#DIV/0!,1.0
102,Chautauqua County PUMA,0.0,#DIV/0!,0.0,1.0,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!
103,NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA,0.26112759643916916,0.0,0.3247232472324723,0.5834312573443008,0.6159039759939985,0.46612466124661245,#DIV/0!,#DIV/0!,#DIV/0!
104,Erie County (West Central)--Buffalo City (East) PUMA,0.0,#DIV/0!,0.0,0.19528619528619529,0.0,0.40559440559440557,0.45384615384615384,1.0,0.0
105,Genesee & Orleans Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,#DIV/0!
106,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA",0.0,0.0,0.0,0.5210669899969688,0.60431654676259,0.46045049764274487,0.5459662288930581,0.0,0.8635014836795252
107,"Steuben (North & West), Schuyler & Chemung (North) Counties PUMA",#DIV/0!,#DIV/0!,#DIV/0!,1.0,1.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
108,Nassau County (South Central)--Hempstead Town (Southeast) PUMA,0.13900414937759337,0.20303030303030303,0.0,0.20584239130434784,0.2899628252788104,0.1037593984962406,0.5059612518628912,0.5544794188861986,0.42829457364341084
109,"NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester PUMA",0.13957055214723926,0.2774390243902439,0.0,0.44381476683937826,0.24002100840336135,0.5346441947565543,0.31217890601390147,0.22073921971252566,0.44305657604702425
110,Suffolk County (East) PUMA,0.027899343544857767,0.0,0.19318181818181818,0.1533857729138167,0.0841683366733467,0.25605095541401274,0.5086593970493907,0.41927303465765003,0.7898936170212766
111,Orange County (Northwest) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.21362489486963834,0.22210300429184548,0.1828793774319066,0.6162361623616236,0.514018691588785,1.0
112,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!
113,"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia PUMA",0.0,0.0,0.0,0.09858305697919807,0.03669724770642202,0.2014446227929374,0.5232177894048398,0.5130568356374808,0.5814977973568282
114,Suffolk County (Northwest)--Smithtown Town PUMA,0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
115,Ulster County (East) PUMA,0.0,0.0,0.0,0.38372093023255816,0.5096525096525096,0.0,0.5525846702317291,0.43832020997375326,0.7944444444444444
116,Westchester County (Northeast) PUMA,0.37697516930022573,0.7324561403508771,0.0,0.19016995865870465,0.0,0.24352941176470588,0.29044684129429893,0.16877256317689532,1.0
117,NYC-Brooklyn Community District 4--Bushwick PUMA,0.30612244897959184,0.0,0.380859375,0.3386535113174695,0.2125,0.5985790408525755,0.6219059405940595,0.48595213319458896,0.8213740458015267
118,NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA,0.4116485686080948,0.0,0.6869851729818781,0.187434554973822,0.0,0.34622823984526113,0.822262118491921,0.7066666666666667,1.0
119,Dutchess County (North & East) PUMA,0.0,0.0,0.0,0.03985171455050973,0.04479166666666667,0.0,0.0,0.0,#DIV/0!
120,Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor PUMA,0.1152073732718894,0.20964360587002095,0.0,0.21214804320878342,0.2554383651944628,0.1618828932261768,0.5127104655001651,0.3924646781789639,0.7182468694096601
121,Broome (Outer West) & Tioga Counties PUMA,0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
122,"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns PUMA",0.0,0.0,0.0,0.20406091370558377,0.0,1.0,0.0,0.0,#DIV/0!
123,"NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby PUMA",0.0,#DIV/0!,0.0,0.15538847117794485,0.0,0.19076923076923077,0.2754158964879852,0.0,0.5120274914089347
124,Orange County (Northeast)--Greater Newburgh City PUMA,0.0,#DIV/0!,0.0,0.2065031374786081,0.07282608695652174,0.35414165666266506,0.5836701697655619,0.4672131147540984,0.6595460614152203
125,"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA",0.0,0.0,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
126,NYC-Queens Community District 6--Forest Hills & Rego Park PUMA,0.08695652173913043,0.13381555153707053,0.0,0.16322055137844613,0.19340896812533764,0.1215510812826249,1.0,1.0,#DIV/0!
127,Onondaga County (North) PUMA,0.0,#DIV/0!,0.0,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!
128,Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA,0.34415584415584416,0.4632867132867133,0.0,0.39215686274509803,0.0,0.6683804627249358,0.7012345679012346,0.7950819672131147,0.5590062111801242
129,Monroe County (North & West) PUMA,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
130,Sullivan & Ulster (West) Counties PUMA,0.0,0.0,0.0,0.1798165137614679,0.0,0.5730994152046783,0.5780998389694042,0.5780998389694042,#DIV/0!
131,Suffolk County (Southwest)--Babylon Town (Southeast) PUMA,0.0,#DIV/0!,0.0,0.0,0.0,0.0,0.0,0.0,0.0
132,Suffolk County (Northwest)--Huntington Town (North) PUMA,0.48255234297108673,0.12773109243697478,1.0,0.3209169054441261,0.16146993318485522,0.41359223300970877,0.6030577576443941,0.7435367114788004,0.4330413016270338
133,"NYC-Queens Community District 12--Jamaica, Hollis & St. Albans PUMA",0.1947565543071161,0.14444444444444443,0.25365853658536586,0.30318021201413425,0.2808798646362098,0.3312068048910154,0.5600892572521518,0.2686804451510334,1.0
134,"NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale PUMA",0.0,0.0,0.0,0.060196560196560195,0.1647982062780269,0.0,0.0,0.0,0.0
135,Monroe County (Central)--Rochester City (West) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.6657963446475196,0.539568345323741,1.0,1.0,#DIV/0!,1.0
136,NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA,0.1377527033380348,0.12637362637362637,0.14367405289492494,0.1697139169713917,0.17034376603386353,0.16925925925925925,0.23232323232323232,0.34156378600823045,0.12698412698412698
137,Suffolk County (Central)--Islip Town (Northwest) PUMA,0.0,0.0,0.0,0.16204399508129527,0.18096577590248478,0.1356043236161153,0.10120222501345774,0.12700228832951946,0.05777563793933558
138,Putnam County PUMA,0.0,0.0,0.0,0.4782214156079855,0.5753275109170306,0.0,0.0,0.0,#DIV/0!
139,NYC-Queens Community District 2--Sunnyside & Woodside PUMA,0.12467362924281984,0.0,0.16769095697980685,0.2366425674484218,0.2742587601078167,0.195338512763596,0.2810143934201508,0.1466535433070866,0.5891647855530474
140,Nassau County (Central)--Hempstead Town (East Central) PUMA,0.0,0.0,0.0,1.0,1.0,#DIV/0!,0.0,#DIV/0!,0.0
141,Suffolk County (Northwest)--Huntington Town (South) PUMA,0.0,#DIV/0!,0.0,0.12425595238095238,0.1267175572519084,0.12191582002902758,0.0,0.0,#DIV/0!
142,"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA",0.3882063882063882,0.0,0.6833910034602076,0.46977981380227574,0.43323170731707317,0.5041583022655578,0.4034841247541444,0.3953792502179599,0.41818181818181815
143,Nassau County (Central)--Hempstead Town (Northeast) PUMA,0.4153846153846154,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
144,NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA,0.12094395280235988,0.04316546762589928,0.24521072796934865,0.6205098493626883,0.8552036199095022,0.47412982126058323,0.35546875,0.13651877133105803,0.6484018264840182
145,"Rockland County (West)--Spring Valley, Suffern Villages & Monsey PUMA",0.0,0.0,0.0,0.6699928724162509,0.6365030674846626,0.6990679094540613,1.0,1.0,1.0
146,Capital Region,0.16778523489932887,0.04291044776119403,0.22124600638977635,0.1798165137614679,0.2974683544303797,0.10568295114656032,0.04927536231884058,0.08395061728395062,0.0
147,Central NY,0.08658008658008658,0.1927710843373494,0.0,0.14033942558746737,0.0,0.28252299605781866,0.3874709976798144,0.6929460580912863,0.0
148,Finger Lakes,0.0,0.0,0.0,0.3704437400950872,0.1953765846383296,0.5688926458157227,0.42967359050445103,0.22074215033301617,0.7760252365930599
149,Long Island,0.08443252645310914,0.07781707933299646,0.09333560013600815,0.140155128043623,0.09762437483548302,0.1914995034756703,0.22068385221448789,0.22085667811313933,0.22038336650256626
150,Mid-Hudson,0.06821627084386053,0.10418541854185419,0.046702557200538355,0.3151059930770797,0.3104211076700318,0.32112938256282964,0.3348073899371069,0.2642455032266923,0.5124438299343242
151,Mohawk Valley,0.33152173913043476,#DIV/0!,0.33152173913043476,0.26022304832713755,0.0,0.5072463768115942,0.856,0.856,#DIV/0!
152,New York City,0.17420671738727037,0.106624385418788,0.22420472644311482,0.3148121975349556,0.27882076570629805,0.35110058430309377,0.44304911955514364,0.36710624071322434,0.5689347290640394
153,North Country,0.0,0.0,0.0,0.09783631232361242,0.0,0.15294117647058825,1.0,1.0,1.0
154,Southern Tier,0.0,0.0,0.0,0.12908496732026145,0.24382716049382716,0.0,0.0,0.0,#DIV/0!
155,Western NY,0.0,0.0,0.0,0.33000453926463913,0.27136431784107945,0.42002301495972383,0.5194805194805194,0.5686813186813187,0.44841269841269843
