,puma,HSINC_Working_Poor_Total,HSINC_Working_Poor_M,HSINC_Working_Poor_F
46,Suffolk County (Southwest)--Islip Town (South) PUMA,31.67701863354037,31.67701863354037,#DIV/0!
47,"NYC-Brooklyn Community District 6--Park Slope, Carroll Gardens & Red Hook PUMA",24.30939226519337,50.86705202312138,0.0
48,Erie County (South) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
49,Albany County (Outside Albany City) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
50,NYC-Staten Island Community District 2--New Springville & South Beach PUMA,18.499353169469597,22.66244057052298,0.0
51,Erie County (North Central) PUMA,100.0,100.0,#DIV/0!
52,"NYC-Staten Island Community District 3--Tottenville, Great Kills & Annadale PUMA",45.320197044334975,45.320197044334975,#DIV/0!
53,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA",51.57586122648424,49.54284221525601,54.94267791477395
54,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,0.0,0.0,#DIV/0!
55,"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA",33.06581059390048,23.061825318940137,51.99628597957289
56,"NYC-Brooklyn Community District 15--Sheepshead Bay, Gerritsen Beach & Homecrest PUMA",37.861736334405144,60.85271317829457,0.0
57,"NYC-Queens Community District 12--Jamaica, Hollis & St. Albans PUMA",27.853452325035228,33.23991031390135,0.0
58,Suffolk County (North Central)--Brookhaven Town (North) PUMA,0.0,#DIV/0!,0.0
59,Albany County (East Central)--Albany City PUMA,53.88471177944862,0.0,61.25356125356125
60,NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA,30.23255813953488,14.394710071210579,47.35973597359736
61,Rensselaer County--Troy City PUMA,0.0,0.0,#DIV/0!
62,Warren & Washington Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!
63,Orange County (Northeast)--Greater Newburgh City PUMA,17.24907063197026,8.0,71.7948717948718
64,"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns PUMA",0.0,0.0,#DIV/0!
65,Fulton & Montgomery Counties PUMA,0.0,#DIV/0!,0.0
66,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA,30.555183946488295,33.61596009975062,27.01298701298701
67,Monroe County (Central)--Rochester City (East) PUMA,0.0,0.0,0.0
68,Chautauqua County PUMA,0.0,0.0,#DIV/0!
69,Nassau County (Northwest)--North Hempstead Town (North) PUMA,41.853035143769965,41.853035143769965,#DIV/0!
70,"Clinton, Franklin, Essex & Hamilton Counties PUMA",51.21951219512195,51.21951219512195,#DIV/0!
71,NYC-Queens Community District 6--Forest Hills & Rego Park PUMA,0.0,0.0,0.0
72,Monroe County (Central)--Rochester City (West) PUMA,0.0,#DIV/0!,0.0
73,Orange County (Southeast) PUMA,100.0,100.0,#DIV/0!
74,Rockland County (North)--New City & Congers PUMA,29.97658079625293,0.0,33.59580052493438
75,Westchester County (Southeast) PUMA,63.92988929889298,72.33154442456768,35.234215885947044
76,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",100.0,100.0,100.0
77,Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City PUMA,0.0,#DIV/0!,0.0
78,NYC-Queens Community District 2--Sunnyside & Woodside PUMA,15.084125822970007,16.123677111433906,12.599206349206348
79,"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia PUMA",8.328154133001865,5.544747081712062,13.253012048192772
80,Onondaga County (Central)--Syracuse City (Outer) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
81,Wayne & Seneca Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!
82,"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood PUMA",56.10730593607306,54.57443417277654,58.37659273242095
83,Nassau County (West Central)--Hempstead Town (Northwest) PUMA,100.0,100.0,#DIV/0!
84,NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA,0.0,0.0,0.0
85,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA",91.95402298850574,77.20930232558139,100.0
86,Suffolk County (South Central)--Brookhaven Town (South) PUMA,0.0,0.0,0.0
87,NYC-Queens Community District 4--Elmhurst & South Corona PUMA,52.47187180361404,50.93283582089553,55.203405865657516
88,Livingston & Wyoming Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!
89,"NYC-Bronx Community District 10--Co-op City, Pelham Bay & Schuylerville PUMA",56.34517766497462,100.0,0.0
90,Cattaraugus & Allegany Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!
91,Herkimer (North & Central) & Oneida (Outer) Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!
92,Orange County (Northwest) PUMA,61.47959183673469,83.10344827586206,0.0
93,Columbia & Greene Counties PUMA,100.0,100.0,#DIV/0!
94,Suffolk County (East) PUMA,11.422845691382765,19.322033898305087,0.0
95,Monroe County (East) PUMA,0.0,#DIV/0!,0.0
96,Sullivan & Ulster (West) Counties PUMA,0.0,0.0,#DIV/0!
97,Cayuga & Onondaga (South) Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!
98,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA",57.18822782130002,51.404707668944575,64.48061273336525
99,Suffolk County (Southwest)--Babylon Town (Southeast) PUMA,18.579234972677597,28.132387706855795,0.0
100,Onondaga County (Central)--Syracuse City PUMA,78.58197932053176,60.32388663967612,89.06976744186046
101,Ulster County (East) PUMA,0.0,0.0,#DIV/0!
102,NYC-Queens Community District 9--Richmond Hill & Woodhaven PUMA,26.872885451909134,26.071741032370955,27.861771058315334
103,NYC-Brooklyn Community District 13--Brighton Beach & Coney Island PUMA,29.961089494163424,40.84033613445378,15.011547344110854
104,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA,0.0,0.0,0.0
105,Nassau County (South Central)--Hempstead Town (Southeast) PUMA,12.427184466019417,12.427184466019417,#DIV/0!
106,Saratoga County (Outer) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
107,"NYC-Manhattan Community District 4 & 5--Chelsea, Clinton & Midtown Business District PUMA",#DIV/0!,#DIV/0!,#DIV/0!
108,NYC-Brooklyn Community District 4--Bushwick PUMA,58.068638189120115,61.706415854887474,53.738504598160745
109,Suffolk County (Central)--Islip Town (East) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
110,Westchester County (Southwest)--Yonkers City PUMA,11.678526580159062,10.439851616322205,16.334661354581673
111,Nassau County (West Central)--North Hempstead Town (South) PUMA,14.306784660766962,58.43373493975904,0.0
112,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",45.613079019073574,29.02208201892745,63.46153846153846
113,Jefferson & Lewis Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!
114,Suffolk County (Central)--Brookhaven Town (West Central) PUMA,0.0,0.0,0.0
115,Suffolk County (Northwest)--Huntington Town (South) PUMA,0.0,0.0,0.0
116,NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA,36.507936507936506,39.318885448916404,34.054054054054056
117,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA",28.957055214723926,28.957055214723926,#DIV/0!
118,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,#DIV/0!,#DIV/0!,#DIV/0!
119,Monroe County (Central)--Greece & Gates Towns PUMA,100.0,100.0,100.0
120,NYC-Queens Community District 3--Jackson Heights & North Corona PUMA,24.311727725991762,16.900489396411093,38.985788113695094
121,"NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel PUMA",20.755575785161582,22.3463687150838,18.64406779661017
122,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA,51.268591426071744,53.392705682782015,46.591970121381884
123,Broome (Outer West) & Tioga Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!
124,Putnam County PUMA,58.454810495626816,58.454810495626816,#DIV/0!
125,"NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby PUMA",#DIV/0!,#DIV/0!,#DIV/0!
126,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA",27.750247770069375,27.04507512520868,28.780487804878046
127,Nassau County (Central)--Hempstead Town (Northeast) PUMA,100.0,100.0,#DIV/0!
128,Suffolk County (Central)--Brookhaven Town (Central) PUMA,0.0,0.0,0.0
129,NYC-Manhattan Community District 10--Central Harlem PUMA,21.316165951359086,12.0,100.0
130,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA",61.9518677100251,53.498542274052475,75.0470455400828
131,NYC-Manhattan Community District 11--East Harlem PUMA,100.0,100.0,100.0
132,Westchester County (Northwest) PUMA,26.68908590645063,35.17324738114424,0.0
133,Onondaga County (North) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
134,NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights PUMA,79.08163265306123,79.08163265306123,#DIV/0!
135,NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA,14.488348530901723,9.817671809256662,26.642335766423358
136,Genesee & Orleans Counties PUMA,100.0,100.0,#DIV/0!
137,Westchester County (Central)--White Plains City PUMA,39.83870967741935,0.0,100.0
138,Saratoga County (South & Central) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
139,Monroe County (South) PUMA,35.16819571865443,#DIV/0!,35.16819571865443
140,Suffolk County (Central)--Islip Town (Northwest) PUMA,17.16917922948074,23.90208783297336,7.807807807807808
141,St. Lawrence County PUMA,#DIV/0!,#DIV/0!,#DIV/0!
142,Nassau County (West Central)--Hempstead Town (West Central) PUMA,0.0,0.0,0.0
143,Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor PUMA,32.84113381674357,22.75381427764174,56.37082601054482
144,"NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester PUMA",37.2338642078793,38.275070170961975,35.2394916911046
145,Nassau County (Southeast)--Oyster Bay Town (South) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
146,Capital Region,65.26019690576652,69.16666666666667,61.25356125356125
147,Central NY,73.37931034482759,60.32388663967612,80.1255230125523
148,Finger Lakes,23.229649238914625,29.306930693069305,20.178926441351887
149,Long Island,22.403555555555556,21.62331023514711,23.709478087270654
150,Mid-Hudson,31.957171795119127,33.646557664599385,26.304757912387338
151,Mohawk Valley,22.6161369193154,21.978021978021978,23.897058823529413
152,New York City,41.70326649310731,39.27537430722144,46.03189234030786
153,North Country,51.21951219512195,51.21951219512195,#DIV/0!
154,Southern Tier,51.61290322580645,0.0,64.42953020134227
155,Western NY,35.98045204642639,38.39364518976169,30.555555555555557
