,puma,HSINC_UnEmp_Total,HSINC_UnEmp_M,HSINC_UnEmp_F
55,"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA",8.061002178649238,8.929428708593374,6.460176991150443
56,"NYC-Brooklyn Community District 15--Sheepshead Bay, Gerritsen Beach & Homecrest PUMA",5.734571272528672,0.0,11.052631578947368
57,"NYC-Queens Community District 12--Jamaica, Hollis & St. Albans PUMA",6.203007518796992,8.61169102296451,0.0
58,Suffolk County (North Central)--Brookhaven Town (North) PUMA,0.0,#DIV/0!,0.0
59,Albany County (East Central)--Albany City PUMA,0.0,0.0,0.0
60,NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA,9.757076892190323,15.825464018235103,0.0
61,Rensselaer County--Troy City PUMA,0.0,0.0,#DIV/0!
62,Warren & Washington Counties PUMA,0.0,#DIV/0!,0.0
63,Orange County (Northeast)--Greater Newburgh City PUMA,8.653220559531555,10.366328916601715,0.0
64,"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns PUMA",0.0,0.0,0.0
65,Fulton & Montgomery Counties PUMA,0.0,#DIV/0!,0.0
66,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA,6.863750816002984,9.084139985107967,4.634647729396375
67,Monroe County (Central)--Rochester City (East) PUMA,16.170212765957448,42.22222222222222,0.0
68,Chautauqua County PUMA,0.0,0.0,#DIV/0!
69,Nassau County (Northwest)--North Hempstead Town (North) PUMA,0.0,0.0,0.0
70,"Clinton, Franklin, Essex & Hamilton Counties PUMA",47.266881028938904,0.0,100.0
71,NYC-Queens Community District 6--Forest Hills & Rego Park PUMA,0.0,0.0,0.0
72,Monroe County (Central)--Rochester City (West) PUMA,50.52447552447552,100.0,28.535353535353536
73,Orange County (Southeast) PUMA,0.0,0.0,#DIV/0!
74,Rockland County (North)--New City & Congers PUMA,0.0,0.0,0.0
75,Westchester County (Southeast) PUMA,0.0,0.0,0.0
76,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",0.0,0.0,0.0
77,Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City PUMA,0.0,#DIV/0!,0.0
78,NYC-Queens Community District 2--Sunnyside & Woodside PUMA,6.962025316455696,5.477223427331887,9.700000000000001
79,"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia PUMA",15.923261390887289,15.181518151815181,16.95303550973654
80,Onondaga County (Central)--Syracuse City (Outer) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
81,Wayne & Seneca Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!
82,"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood PUMA",11.435589519650655,10.578793774319067,12.531094527363184
83,Nassau County (West Central)--Hempstead Town (Northwest) PUMA,0.0,0.0,0.0
84,NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA,6.5261726716519375,11.7359413202934,0.0
85,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA",17.548076923076923,14.369501466275661,19.75560081466395
86,Suffolk County (South Central)--Brookhaven Town (South) PUMA,0.0,0.0,0.0
87,NYC-Queens Community District 4--Elmhurst & South Corona PUMA,3.127839065541856,0.0,6.6888703857896195
88,Livingston & Wyoming Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!
89,"NYC-Bronx Community District 10--Co-op City, Pelham Bay & Schuylerville PUMA",0.0,0.0,0.0
90,Cattaraugus & Allegany Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!
91,Herkimer (North & Central) & Oneida (Outer) Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!
92,Orange County (Northwest) PUMA,0.0,0.0,0.0
93,Columbia & Greene Counties PUMA,0.0,0.0,#DIV/0!
94,Suffolk County (East) PUMA,0.0,0.0,0.0
95,Monroe County (East) PUMA,0.0,0.0,0.0
96,Sullivan & Ulster (West) Counties PUMA,21.333333333333336,0.0,100.0
97,Cayuga & Onondaga (South) Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!
98,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA",2.6392554521461316,1.1755485893416928,4.301394245031148
99,Suffolk County (Southwest)--Babylon Town (Southeast) PUMA,0.0,0.0,0.0
100,Onondaga County (Central)--Syracuse City PUMA,0.0,0.0,0.0
101,Ulster County (East) PUMA,0.0,0.0,#DIV/0!
102,NYC-Queens Community District 9--Richmond Hill & Woodhaven PUMA,7.2078631234073525,0.0,12.924281984334204
103,NYC-Brooklyn Community District 13--Brighton Beach & Coney Island PUMA,10.38560411311054,20.260782347041122,0.0
104,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA,0.0,0.0,0.0
105,Nassau County (South Central)--Hempstead Town (Southeast) PUMA,0.0,0.0,0.0
106,Saratoga County (Outer) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
107,"NYC-Manhattan Community District 4 & 5--Chelsea, Clinton & Midtown Business District PUMA",0.0,#DIV/0!,0.0
108,NYC-Brooklyn Community District 4--Bushwick PUMA,18.276877761413843,11.053493449781659,26.74344209852847
109,Suffolk County (Central)--Islip Town (East) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
110,Westchester County (Southwest)--Yonkers City PUMA,4.288345172323073,6.226126814362108,0.0
111,Nassau County (West Central)--North Hempstead Town (South) PUMA,0.0,0.0,0.0
112,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",0.0,0.0,0.0
113,Jefferson & Lewis Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!
114,Suffolk County (Central)--Brookhaven Town (West Central) PUMA,6.748971193415638,0.0,14.669051878354203
115,Suffolk County (Northwest)--Huntington Town (South) PUMA,0.0,0.0,0.0
116,NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA,0.0,0.0,0.0
117,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA",0.0,0.0,0.0
118,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,#DIV/0!,#DIV/0!,#DIV/0!
119,Monroe County (Central)--Greece & Gates Towns PUMA,0.0,0.0,0.0
120,NYC-Queens Community District 3--Jackson Heights & North Corona PUMA,7.016210739614995,6.409304627567433,8.320042530568847
121,"NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel PUMA",0.0,0.0,0.0
122,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA,7.541605224352223,8.998302207130731,5.160932297447281
123,Broome (Outer West) & Tioga Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!
124,Putnam County PUMA,16.61807580174927,16.61807580174927,#DIV/0!
125,"NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby PUMA",0.0,#DIV/0!,0.0
126,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA",3.352891869237217,0.0,6.7340067340067336
127,Nassau County (Central)--Hempstead Town (Northeast) PUMA,0.0,0.0,#DIV/0!
128,Suffolk County (Central)--Brookhaven Town (Central) PUMA,28.347826086956523,45.91549295774648,0.0
129,NYC-Manhattan Community District 10--Central Harlem PUMA,15.856236786469344,27.67527675276753,0.0
130,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA",3.022582513028373,5.459108973018197,0.0
131,NYC-Manhattan Community District 11--East Harlem PUMA,0.0,0.0,0.0
132,Westchester County (Northwest) PUMA,6.137566137566138,0.0,21.58139534883721
133,Onondaga County (North) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
134,NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights PUMA,30.245746691871457,0.0,100.0
135,NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA,0.0,0.0,0.0
136,Genesee & Orleans Counties PUMA,76.74418604651163,0.0,100.0
137,Westchester County (Central)--White Plains City PUMA,14.769975786924938,0.0,23.047858942065492
138,Saratoga County (South & Central) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
139,Monroe County (South) PUMA,0.0,#DIV/0!,0.0
140,Suffolk County (Central)--Islip Town (Northwest) PUMA,6.996617411429589,5.515665796344647,8.773991382687035
141,St. Lawrence County PUMA,100.0,#DIV/0!,100.0
142,Nassau County (West Central)--Hempstead Town (West Central) PUMA,0.0,0.0,0.0
143,Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor PUMA,2.190758633885009,0.0,4.75103734439834
144,"NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester PUMA",9.09355872923346,2.4899396378269616,18.191268191268193
145,Nassau County (Southeast)--Oyster Bay Town (South) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
146,Capital Region,12.089914945321993,0.0,25.09457755359395
147,Central NY,0.0,0.0,0.0
148,Finger Lakes,18.219807772670286,33.14285714285714,9.617918313570488
149,Long Island,5.564985113664821,3.0695091928133675,8.392687559354226
150,Mid-Hudson,5.240751614797416,3.7551776760409856,8.303370786516854
151,Mohawk Valley,41.74418604651163,58.058608058608066,13.375796178343949
152,New York City,7.101496503145915,6.937948101410231,7.319440546356066
153,North Country,57.948717948717956,0.0,100.0
154,Southern Tier,0.0,0.0,0.0
155,Western NY,7.127882599580712,0.0,21.73913043478261
