,puma,HSINC_Home_Ownership_Total,HSINC_Home_Ownership_M,HSINC_Home_Ownership_F
23,NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA,52.88192501398993,48.63945578231292,54.96246872393661
24,Ontario & Yates Counties PUMA,64.0117994100295,0.0,100.0
25,"NYC-Bronx Community District 8--Riverdale, Fieldston & Kingsbridge PUMA",0.0,0.0,0.0
26,Erie County (Northwest) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
27,NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA,6.46481178396072,8.160535117056856,5.297098111469369
28,"Rockland County (West)--Spring Valley, Suffern Villages & Monsey PUMA",12.95137217140106,13.043478260869565,12.82051282051282
29,"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA",17.48826291079812,0.0,23.993558776167472
30,"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA",0.0,0.0,0.0
31,NYC-Queens Community District 1--Astoria & Long Island City PUMA,10.265824643853723,4.076513013483851,15.718232044198896
32,Erie County (West Central)--Buffalo City (West) PUMA,17.77251184834123,17.942857142857143,17.65182186234818
33,Schenectady County--Schenectady City PUMA,52.59842519685039,31.654676258992804,58.46774193548387
34,NYC-Brooklyn Community District 2--Brooklyn Heights & Fort Greene PUMA,0.0,0.0,0.0
35,"Steuben (North & West), Schuyler & Chemung (North) Counties PUMA",#DIV/0!,#DIV/0!,#DIV/0!
36,NYC-Brooklyn Community District 1--Greenpoint & Williamsburg PUMA,7.107300884955753,6.686217008797654,7.482993197278912
37,Suffolk County (Northwest)--Huntington Town (North) PUMA,76.3216528256026,82.72689251359265,70.30636292223095
38,Erie County (Northeast) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
39,Monroe County (North & West) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
40,Oneida County (Central)--Greater Utica & Rome Cities PUMA,30.419580419580424,26.28797886393659,38.50129198966408
41,"NYC-Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway PUMA",20.38073908174692,14.332247557003258,25.499655410062026
42,Erie County (West Central)--Buffalo City (East) PUMA,0.0,#DIV/0!,0.0
43,Suffolk County (Northwest)--Smithtown Town PUMA,100.0,#DIV/0!,100.0
44,Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA,0.0,0.0,0.0
45,NYC-Manhattan Community District 8--Upper East Side PUMA,0.0,0.0,#DIV/0!
46,Suffolk County (Southwest)--Islip Town (South) PUMA,65.83541147132169,74.75247524752476,56.78391959798995
47,"NYC-Brooklyn Community District 6--Park Slope, Carroll Gardens & Red Hook PUMA",0.0,0.0,0.0
48,Erie County (South) PUMA,0.0,#DIV/0!,0.0
49,Albany County (Outside Albany City) PUMA,29.292929292929294,#DIV/0!,29.292929292929294
50,NYC-Staten Island Community District 2--New Springville & South Beach PUMA,15.392725355824988,20.42875157629256,11.77536231884058
51,Erie County (North Central) PUMA,100.0,100.0,100.0
52,"NYC-Staten Island Community District 3--Tottenville, Great Kills & Annadale PUMA",84.32203389830508,45.320197044334975,100.0
53,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA",0.831836657529067,0.0,1.7263364394310938
54,NYC-Manhattan Community District 7--Upper West Side & West Side PUMA,0.0,0.0,#DIV/0!
55,"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA",34.50378469301935,33.876221498371336,35.0210970464135
56,"NYC-Brooklyn Community District 15--Sheepshead Bay, Gerritsen Beach & Homecrest PUMA",49.87834549878345,43.16298342541437,54.1981341625944
57,"NYC-Queens Community District 12--Jamaica, Hollis & St. Albans PUMA",17.865786578657865,21.556603773584907,14.63917525773196
58,Suffolk County (North Central)--Brookhaven Town (North) PUMA,15.068493150684931,9.770114942528735,19.12087912087912
59,Albany County (East Central)--Albany City PUMA,19.150641025641026,9.6579476861167,25.432756324900136
60,NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA,7.302592519295469,6.207312173563681,8.365834633385335
61,Rensselaer County--Troy City PUMA,0.0,0.0,0.0
62,Warren & Washington Counties PUMA,100.0,#DIV/0!,100.0
63,Orange County (Northeast)--Greater Newburgh City PUMA,7.9688436189334935,10.366328916601715,0.0
64,"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns PUMA",71.32796780684104,71.62790697674419,70.77363896848138
65,Fulton & Montgomery Counties PUMA,9.310344827586208,#DIV/0!,9.310344827586208
66,NYC-Brooklyn Community District 11--Bensonhurst & Bath Beach PUMA,33.118153364632235,31.834662799129802,34.166567942186944
67,Monroe County (Central)--Rochester City (East) PUMA,75.91522157996147,58.03814713896458,85.6929955290611
68,Chautauqua County PUMA,0.0,0.0,#DIV/0!
69,Nassau County (Northwest)--North Hempstead Town (North) PUMA,24.6684350132626,14.057507987220447,76.5625
70,"Clinton, Franklin, Essex & Hamilton Counties PUMA",1.3020833333333335,3.048780487804878,0.0
71,NYC-Queens Community District 6--Forest Hills & Rego Park PUMA,25.57454331172658,32.16266173752311,22.491349480968857
72,Monroe County (Central)--Rochester City (West) PUMA,23.6013986013986,0.0,34.090909090909086
73,Orange County (Southeast) PUMA,0.0,0.0,0.0
74,Rockland County (North)--New City & Congers PUMA,34.26212590299277,100.0,30.985915492957744
75,Westchester County (Southeast) PUMA,17.10837050642876,15.002641310089803,19.186652763295097
76,"NYC-Manhattan Community District 9--Hamilton Heights, Manhattanville & West Harlem PUMA",0.0,0.0,0.0
77,Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City PUMA,41.895261845386536,#DIV/0!,41.895261845386536
78,NYC-Queens Community District 2--Sunnyside & Woodside PUMA,16.216216216216218,14.222972972972972,18.44641844641845
79,"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia PUMA",56.219312602291325,66.3716814159292,49.431042330450616
80,Onondaga County (Central)--Syracuse City (Outer) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
81,Wayne & Seneca Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!
82,"NYC-Bronx Community District 7--Bedford Park, Fordham North & Norwood PUMA",3.1139675930116772,3.2041442824251725,3.033419023136247
83,Nassau County (West Central)--Hempstead Town (Northwest) PUMA,38.71635610766045,0.0,54.28156748911466
84,NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA,41.023867173988236,56.4453125,32.56561328334226
85,"NYC-Bronx Community District 12--Wakefield, Williamsbridge & Woodlawn PUMA",30.373001776198933,0.0,38.05637982195846
86,Suffolk County (South Central)--Brookhaven Town (South) PUMA,58.345221112696144,100.0,32.641291810841984
87,NYC-Queens Community District 4--Elmhurst & South Corona PUMA,28.840489846535423,27.425562082236176,29.717514124293785
88,Livingston & Wyoming Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!
89,"NYC-Bronx Community District 10--Co-op City, Pelham Bay & Schuylerville PUMA",0.0,0.0,0.0
90,Cattaraugus & Allegany Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!
91,Herkimer (North & Central) & Oneida (Outer) Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!
92,Orange County (Northwest) PUMA,23.59375,16.896551724137932,29.142857142857142
93,Columbia & Greene Counties PUMA,0.0,0.0,#DIV/0!
94,Suffolk County (East) PUMA,0.0,0.0,0.0
95,Monroe County (East) PUMA,48.70967741935484,0.0,100.0
96,Sullivan & Ulster (West) Counties PUMA,31.12094395280236,32.48587570621469,29.629629629629626
97,Cayuga & Onondaga (South) Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!
98,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA",5.332455562870309,2.779386218876665,7.229952661024243
99,Suffolk County (Southwest)--Babylon Town (Southeast) PUMA,72.23895582329317,61.46572104018912,80.19197207678883
100,Onondaga County (Central)--Syracuse City PUMA,41.03796251802018,61.698113207547166,33.978078658929725
101,Ulster County (East) PUMA,72.17391304347827,65.66523605150213,100.0
102,NYC-Queens Community District 9--Richmond Hill & Woodhaven PUMA,41.86248912097476,59.8858329008822,32.765845992666314
103,NYC-Brooklyn Community District 13--Brighton Beach & Coney Island PUMA,37.91811613593792,29.529683885890517,42.377049180327866
104,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA,53.979238754325266,100.0,47.22222222222222
105,Nassau County (South Central)--Hempstead Town (Southeast) PUMA,70.97844112769486,83.10679611650485,0.0
106,Saratoga County (Outer) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
107,"NYC-Manhattan Community District 4 & 5--Chelsea, Clinton & Midtown Business District PUMA",0.0,#DIV/0!,0.0
108,NYC-Brooklyn Community District 4--Bushwick PUMA,4.355858045697618,3.6651690707022935,4.838177014531044
109,Suffolk County (Central)--Islip Town (East) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
110,Westchester County (Southwest)--Yonkers City PUMA,26.156862745098042,20.58179543321864,35.52285864424592
111,Nassau County (West Central)--North Hempstead Town (South) PUMA,74.90059642147118,41.566265060240966,77.89815817984832
112,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",41.21348314606742,37.476220672162334,43.26487991646363
113,Jefferson & Lewis Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!
114,Suffolk County (Central)--Brookhaven Town (West Central) PUMA,83.32445391582313,57.35694822888283,100.0
115,Suffolk County (Northwest)--Huntington Town (South) PUMA,100.0,100.0,100.0
116,NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA,0.0,0.0,0.0
117,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA",17.84409257003654,30.174418604651166,4.283887468030691
118,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,#DIV/0!,#DIV/0!,#DIV/0!
119,Monroe County (Central)--Greece & Gates Towns PUMA,83.14176245210729,100.0,77.08333333333334
120,NYC-Queens Community District 3--Jackson Heights & North Corona PUMA,24.836852207293667,20.3989852398524,30.36792181661397
121,"NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel PUMA",42.59362772498603,48.62258953168045,38.47601128880527
122,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA,31.546598056032018,29.375667022411957,34.05172413793103
123,Broome (Outer West) & Tioga Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!
124,Putnam County PUMA,0.0,0.0,#DIV/0!
125,"NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby PUMA",0.0,#DIV/0!,0.0
126,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA",86.01190476190477,100.0,73.88888888888889
127,Nassau County (Central)--Hempstead Town (Northeast) PUMA,66.12903225806451,66.12903225806451,#DIV/0!
128,Suffolk County (Central)--Brookhaven Town (Central) PUMA,74.26273458445041,45.91549295774648,100.0
129,NYC-Manhattan Community District 10--Central Harlem PUMA,0.0,0.0,0.0
130,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA",0.0,0.0,0.0
131,NYC-Manhattan Community District 11--East Harlem PUMA,0.0,0.0,0.0
132,Westchester County (Northwest) PUMA,16.70444242973708,22.181146025878004,8.025776215582894
133,Onondaga County (North) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
134,NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights PUMA,22.366710013003903,42.26044226044226,0.0
135,NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA,9.9601593625498,15.837104072398189,4.529616724738676
136,Genesee & Orleans Counties PUMA,0.0,0.0,0.0
137,Westchester County (Central)--White Plains City PUMA,19.798093101514304,15.879017013232513,21.451355661881976
138,Saratoga County (South & Central) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
139,Monroe County (South) PUMA,100.0,#DIV/0!,100.0
140,Suffolk County (Central)--Islip Town (Northwest) PUMA,73.19394183085377,80.68111455108358,67.4781375561333
141,St. Lawrence County PUMA,0.0,#DIV/0!,0.0
142,Nassau County (West Central)--Hempstead Town (West Central) PUMA,46.737481031866466,32.38434163701068,57.407407407407405
143,Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor PUMA,55.1860823607135,57.02954898911353,53.53816210204365
144,"NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester PUMA",10.193877551020408,7.146248812915481,12.491052254831782
145,Nassau County (Southeast)--Oyster Bay Town (South) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
146,Capital Region,30.244685118331326,10.785463071512309,40.36585365853659
147,Central NY,40.11272898074213,61.698113207547166,32.958098811757345
148,Finger Lakes,65.12218343383053,36.11111111111111,78.06333180357963
149,Long Island,58.98682752677582,57.68567299174787,60.00952764850306
150,Mid-Hudson,19.735523943097576,17.76825785393717,22.251940765868618
151,Mohawk Valley,30.7840616966581,25.677419354838708,35.85147247119078
152,New York City,16.90164704679045,15.440895788268227,18.107245581997773
153,North Country,0.9746588693957114,3.048780487804878,0.0
154,Southern Tier,45.990566037735846,100.0,40.82687338501292
155,Western NY,38.1371764077929,34.780092592592595,41.01040118870728
