,puma,HSINC_Poverty_Total,HSINC_Poverty_M,HSINC_Poverty_F
99,Suffolk County (Southwest)--Babylon Town (Southeast) PUMA,20.532128514056225,28.132387706855795,14.921465968586386
100,Onondaga County (Central)--Syracuse City PUMA,80.10571840461317,81.50943396226415,79.62604771115409
101,Ulster County (East) PUMA,27.82608695652174,34.33476394849785,0.0
102,NYC-Queens Community District 9--Richmond Hill & Woodhaven PUMA,45.726718885987815,47.74260508562532,44.709271870089054
103,NYC-Brooklyn Community District 13--Brighton Beach & Coney Island PUMA,46.855766657746855,58.134155744024675,40.86065573770492
104,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA,68.85813148788927,0.0,78.96825396825396
105,Nassau County (South Central)--Hempstead Town (Southeast) PUMA,10.613598673300165,12.427184466019417,0.0
106,Saratoga County (Outer) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
107,"NYC-Manhattan Community District 4 & 5--Chelsea, Clinton & Midtown Business District PUMA",10.256410256410255,#DIV/0!,10.256410256410255
108,NYC-Brooklyn Community District 4--Bushwick PUMA,66.1547433903577,66.89508506616258,65.63738441215324
109,Suffolk County (Central)--Islip Town (East) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
110,Westchester County (Southwest)--Yonkers City PUMA,36.35294117647059,36.190178292148886,36.62637940094587
111,Nassau County (West Central)--North Hempstead Town (South) PUMA,14.910536779324055,58.43373493975904,10.996749729144096
112,"NYC-Queens Community District 8--Briarwood, Fresh Meadows & Hillcrest PUMA",53.41851602779646,47.607052896725435,56.63069961712496
113,Jefferson & Lewis Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!
114,Suffolk County (Central)--Brookhaven Town (West Central) PUMA,12.786361214704314,10.626702997275205,14.173228346456693
115,Suffolk County (Northwest)--Huntington Town (South) PUMA,23.44213649851632,0.0,28.11387900355872
116,NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA,46.45115952213633,22.92418772563177,61.449942462600696
117,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA",50.42630937880633,32.383720930232556,70.2685421994885
118,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,#DIV/0!,#DIV/0!,#DIV/0!
119,Monroe County (Central)--Greece & Gates Towns PUMA,74.13793103448276,100.0,64.84375
120,NYC-Queens Community District 3--Jackson Heights & North Corona PUMA,40.10236724248241,33.74077490774908,48.031043403276804
121,"NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel PUMA",28.619340413638906,19.28374655647383,34.995296331138285
122,NYC-Brooklyn Community District 10--Bay Ridge & Dyker Heights PUMA,48.956546598056036,47.25186766275347,50.92364532019704
123,Broome (Outer West) & Tioga Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!
124,Putnam County PUMA,61.84738955823293,58.454810495626816,100.0
125,"NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby PUMA",0.0,#DIV/0!,0.0
126,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA",25.892857142857146,27.24358974358974,24.72222222222222
127,Nassau County (Central)--Hempstead Town (Northeast) PUMA,66.12903225806451,66.12903225806451,#DIV/0!
128,Suffolk County (Central)--Brookhaven Town (Central) PUMA,0.0,0.0,0.0
129,NYC-Manhattan Community District 10--Central Harlem PUMA,43.95776300351975,54.12844036697248,34.97790868924889
130,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA",66.59862402661223,64.74680472415467,68.22310530797616
131,NYC-Manhattan Community District 11--East Harlem PUMA,100.0,100.0,100.0
132,Westchester County (Northwest) PUMA,37.98730734360834,40.517560073937155,33.977738722905684
133,Onondaga County (North) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
134,NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights PUMA,79.71391417425228,80.5896805896806,78.72928176795581
135,NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA,52.589641434262944,34.01206636500754,69.7560975609756
136,Genesee & Orleans Counties PUMA,23.25581395348837,100.0,0.0
137,Westchester County (Central)--White Plains City PUMA,62.19854178351094,29.489603024574667,75.99681020733652
138,Saratoga County (South & Central) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
139,Monroe County (South) PUMA,35.16819571865443,#DIV/0!,35.16819571865443
140,Suffolk County (Central)--Islip Town (Northwest) PUMA,25.39874011526605,20.557275541795665,29.094776648546443
141,St. Lawrence County PUMA,100.0,#DIV/0!,100.0
142,Nassau County (West Central)--Hempstead Town (West Central) PUMA,0.0,0.0,0.0
143,Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor PUMA,47.42714526903032,33.17262830482115,60.169609342416244
144,"NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester PUMA",50.211907164480316,42.56885090218424,55.86170586170586
145,Nassau County (Southeast)--Oyster Bay Town (South) PUMA,#DIV/0!,#DIV/0!,#DIV/0!
146,Capital Region,65.9045326915363,86.98710433763188,54.93902439024391
147,Central NY,78.2996712071395,81.50943396226415,77.23577235772358
148,Finger Lakes,39.44779435099968,40.32921810699588,39.0546122074346
149,Long Island,32.51563942159778,24.676232181123638,38.682252922422954
150,Mid-Hudson,46.528373049888565,40.44777641778865,54.275503573749184
151,Mohawk Valley,42.28791773778921,36.38709677419355,48.14340588988476
152,New York City,53.673470688731925,49.48527077085906,57.12425368145061
153,North Country,76.21832358674465,51.21951219512195,87.96561604584528
154,Southern Tier,78.77358490566037,0.0,86.30490956072352
155,Western NY,66.61329063250601,59.606481481481474,72.61020307082714
