,puma,BABS_Working_Poor_Total,BABS_Working_Poor_M,BABS_Working_Poor_F,HS_Working_Poor_Total,HS_Working_Poor_M,HS_Working_Poor_F,HSINC_Working_Poor_Total,HSINC_Working_Poor_M,HSINC_Working_Poor_F
58,Oneida County (Central)--Greater Utica & Rome Cities PUMA,0.61,#DIV/0!,0.61,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
59,"NYC-Manhattan Community District 12--Washington Heights, Inwood & Marble Hill PUMA",0.38315318673127097,0.48218940052128584,0.3087467362924282,0.20049776736695704,0.1529461516774739,0.2518653875437795,0.5232519788918206,0.46856119937346163,0.6764890282131661
60,NYC-Brooklyn Community District 13--Brighton Beach & Coney Island PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.34649122807017546,#DIV/0!,0.34649122807017546,0.0,0.0,#DIV/0!
61,NYC-Manhattan Community District 10--Central Harlem PUMA,0.0,#DIV/0!,0.0,1.0,1.0,1.0,0.6553191489361702,0.0,1.0
62,Nassau County (West Central)--North Hempstead Town (South) PUMA,0.0,#DIV/0!,0.0,0.23940820443846672,0.16916488222698073,0.35804701627486435,0.33088235294117646,0.45546558704453444,0.0
63,NYC-Brooklyn Community District 16--Brownsville & Ocean Hill PUMA,0.7350157728706624,#DIV/0!,0.7350157728706624,0.653876272513704,0.7024221453287197,0.6396761133603239,0.8618307426597582,1.0,0.80440097799511
64,Albany County (East Central)--Albany City PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!
65,Nassau County (West Central)--Hempstead Town (West Central) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.03080939947780679,0.06283280085197018,0.0,0.0,0.0,#DIV/0!
66,Chemung (South) & Steuben (East) Counties--Greater Elmira & Greater Corning Cities PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
67,"NYC-Bronx Community District 3 & 6--Belmont, Crotona Park East & East Tremont PUMA",0.18445772843723313,0.0,0.242152466367713,0.492440253617298,0.544803982576229,0.4351378958120531,0.45712630359212053,0.41638225255972694,0.49940968122786306
68,"NYC-Bronx Community District 5--Morris Heights, Fordham South & Mount Hope PUMA",0.2908036454018227,0.22328244274809161,0.34260614934114203,0.3245114006514658,0.3875198728139905,0.25834724540901505,0.5710973724884081,0.5201760821716801,0.6277551020408163
69,"NYC-Bronx Community District 8--Riverdale, Fieldston & Kingsbridge PUMA",0.11706881143878463,0.0,0.14735658042744657,0.20447284345047922,0.1546738399462004,0.2371088585279859,0.4627565982404692,0.7936507936507936,0.23616600790513834
70,Erie County (Northeast) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
71,NYC-Manhattan Community District 11--East Harlem PUMA,0.0,#DIV/0!,0.0,0.36864931846344484,0.786910197869102,0.08150470219435736,0.2597701149425287,0.0,0.6243093922651933
72,Orange County (Southeast) PUMA,1.0,#DIV/0!,1.0,0.422680412371134,0.5917525773195876,0.0,0.0,0.0,#DIV/0!
73,Westchester County (Southeast) PUMA,0.24318869828456105,1.0,0.0,0.0,0.0,0.0,0.022942643391521196,0.0,0.20909090909090908
74,NYC-Queens Community District 1--Astoria & Long Island City PUMA,0.11423699914748509,0.15690866510538642,0.0,0.31467661691542287,0.5676328502415459,0.046153846153846156,0.24686940966010734,0.140625,0.48
75,Livingston & Wyoming Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,#DIV/0!,0.0,0.0,#DIV/0!
76,Suffolk County (Central)--Brookhaven Town (West Central) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,0.0,0.0,0.0,0.0
77,Westchester County (Southwest)--Yonkers City PUMA,0.0,0.0,0.0,0.22098125249301956,0.21934798015591778,0.22308394160583941,0.09314703925482369,0.0,0.18867924528301888
78,Erie County (North Central) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!
79,Saratoga County (South & Central) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
80,Suffolk County (South Central)--Brookhaven Town (South) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
81,"NYC-Staten Island Community District 3--Tottenville, Great Kills & Annadale PUMA",#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,#DIV/0!,1.0,#DIV/0!,1.0
82,Herkimer (North & Central) & Oneida (Outer) Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1.0,1.0,#DIV/0!
83,Niagara County (North & East) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
84,Monroe County (Central)--Rochester City (East) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
85,Warren & Washington Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
86,Nassau County (Southwest)--Hempstead Town (Southwest) & Long Beach City PUMA,1.0,#DIV/0!,1.0,0.11773255813953488,0.0,1.0,1.0,1.0,#DIV/0!
87,NYC-Brooklyn Community District 8--Crown Heights North & Prospect Heights PUMA,0.3987341772151899,0.0,0.4666666666666667,0.2975517890772128,1.0,0.1729490022172949,#DIV/0!,#DIV/0!,#DIV/0!
88,Onondaga County (Central)--Syracuse City PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.0,#DIV/0!,0.0,0.0,0.0,0.0
89,Westchester County (Central)--White Plains City PUMA,0.0,#DIV/0!,0.0,0.0,0.0,0.0,0.41116751269035534,0.0,1.0
90,NYC-Brooklyn Community District 3--Bedford-Stuyvesant PUMA,0.5523255813953488,#DIV/0!,0.5523255813953488,0.42045454545454547,0.5140845070422535,0.38953488372093026,0.6031294452347084,0.6761658031088082,0.5141955835962145
91,"NYC-Bronx Community District 1 & 2--Hunts Point, Longwood & Melrose PUMA",0.49365804160324706,0.684887459807074,0.40548554484803556,0.45225438078361885,0.29264957264957264,0.6689879294336118,0.5453545904343046,0.4226415094339623,0.7167325428194994
92,Cattaraugus & Allegany Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,1.0,1.0,#DIV/0!
93,Oswego County PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
94,"NYC-Queens Community District 5--Ridgewood, Glendale & Middle Village PUMA",0.5418326693227091,0.0,0.6004415011037527,0.22421247683755405,0.0,0.42258440046565776,0.51875808538163,0.4796084828711256,0.66875
95,Monroe County (East) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.4889196675900277,0.4072727272727273,0.5391498881431768,#DIV/0!,#DIV/0!,#DIV/0!
96,Westchester County (South Central)--New Rochelle & Mount Vernon Cities PUMA,0.0,0.0,0.0,0.3637762955361724,0.6075407026563839,0.0,0.6115459882583171,0.5110837438423645,1.0
97,"NYC-Queens Community District 14--Far Rockaway, Breezy Point & Broad Channel PUMA",0.0,#DIV/0!,0.0,0.4674329501915709,0.4674329501915709,#DIV/0!,0.3824027072758037,0.47058823529411764,0.2304147465437788
98,"NYC-Brooklyn Community District 12--Borough Park, Kensington & Ocean Parkway PUMA",0.38028169014084506,0.0,0.5382059800664452,0.48685491723466406,0.39805825242718446,0.5250696378830083,0.4186813186813187,0.3548780487804878,1.0
99,"NYC-Bronx Community District 10--Co-op City, Pelham Bay & Schuylerville PUMA",0.0,#DIV/0!,0.0,0.1752701080432173,0.32158590308370044,0.0,0.25813449023861174,0.25813449023861174,#DIV/0!
100,"NYC-Queens Community District 11--Bayside, Douglaston & Little Neck PUMA",0.0,0.0,0.0,0.0,0.0,0.0,0.6547085201793722,0.0,1.0
101,"NYC-Manhattan Community District 6--Murray Hill, Gramercy & Stuyvesant Town PUMA",0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
102,Chautauqua County PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
103,NYC-Brooklyn Community District 18--Canarsie & Flatlands PUMA,0.4988662131519274,#DIV/0!,0.4988662131519274,0.4408376963350785,0.4762443438914027,0.0,#DIV/0!,#DIV/0!,#DIV/0!
104,Erie County (West Central)--Buffalo City (East) PUMA,0.0,#DIV/0!,0.0,0.22745098039215686,0.0,0.40559440559440557,1.0,1.0,#DIV/0!
105,Genesee & Orleans Counties PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,#DIV/0!
106,"NYC-Staten Island Community District 1--Port Richmond, Stapleton & Mariner's Harbor PUMA",0.0,#DIV/0!,0.0,0.7285714285714285,1.0,0.6075731497418244,1.0,#DIV/0!,1.0
107,"Steuben (North & West), Schuyler & Chemung (North) Counties PUMA",#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
108,Nassau County (South Central)--Hempstead Town (Southeast) PUMA,0.0,0.0,0.0,0.3023255813953488,0.45,0.0,0.5059612518628912,0.5544794188861986,0.42829457364341084
109,"NYC-Bronx Community District 9--Castle Hill, Clason Point & Parkchester PUMA",0.2676470588235294,0.4504950495049505,0.0,0.4783451842275372,0.11967545638945233,0.6461100569259962,0.22371134020618558,0.09070958302852963,0.5410122164048866
110,Suffolk County (East) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,0.0,0.0,0.0,#DIV/0!
111,Orange County (Northwest) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.24184476940382452,0.2194644023514043,0.3805668016194332,1.0,1.0,#DIV/0!
112,Broome County (West Central)--Greater Binghamton City & Greater Johnson City Village PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!
113,"NYC-Bronx Community District 11--Pelham Parkway, Morris Park & Laconia PUMA",0.0,0.0,0.0,0.05337837837837838,0.0,0.1370338248048569,0.6191950464396285,0.6272300469483568,0.5814977973568282
114,Suffolk County (Northwest)--Smithtown Town PUMA,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
115,Ulster County (East) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.24873096446700507,0.4375,0.0,0.0,0.0,#DIV/0!
116,Westchester County (Northeast) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,0.0,0.22799664710813075,0.08175473579262213,1.0
117,NYC-Brooklyn Community District 4--Bushwick PUMA,0.2566897918731417,0.0,0.3412384716732543,0.3204272363150868,0.22038444345105052,0.6152832674571805,0.7366197183098592,0.0,1.0
118,NYC-Manhattan Community District 3--Chinatown & Lower East Side PUMA,0.12121212121212122,0.0,0.3829787234042553,0.46074646074646075,0.0,0.626970227670753,0.6925465838509317,0.6312849162011173,1.0
119,Dutchess County (North & East) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.27388535031847133,0.27388535031847133,#DIV/0!,0.0,0.0,#DIV/0!
120,Nassau County (Central)--Hempstead Town (North Central)--Meadowbrook Corridor PUMA,0.0,0.0,0.0,0.24599483204134368,0.29231415371692565,0.17192746809939558,0.5261299435028248,0.3300970873786408,0.7989864864864865
121,Broome (Outer West) & Tioga Counties PUMA,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
122,"Rockland County (South)--Orangetown, Clarkstown (South) & Ramapo (Southeast) Towns PUMA",0.0,0.0,0.0,1.0,#DIV/0!,1.0,0.0,0.0,#DIV/0!
123,"NYC-Brooklyn Community District 17--East Flatbush, Farragut & Rugby PUMA",0.0,#DIV/0!,0.0,0.1712707182320442,0.0,0.2152777777777778,0.5120274914089347,#DIV/0!,0.5120274914089347
124,Orange County (Northeast)--Greater Newburgh City PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.32819582955575705,0.14855875831485588,0.45245398773006135,0.44742489270386265,0.0,0.6205357142857143
125,"NYC-Manhattan Community District 1 & 2--Battery Park City, Greenwich Village & Soho PUMA",#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
126,NYC-Queens Community District 6--Forest Hills & Rego Park PUMA,0.0,0.0,0.0,0.18438914027149322,0.0,0.23120567375886525,#DIV/0!,#DIV/0!,#DIV/0!
127,Onondaga County (North) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!
128,Nassau County (Northeast)--Oyster Bay Town (North) & Glen Cove City PUMA,0.5798687089715536,0.5798687089715536,#DIV/0!,0.5281437125748503,0.0,0.8197026022304833,0.45,0.6644295302013423,0.0
129,Monroe County (North & West) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
130,Sullivan & Ulster (West) Counties PUMA,0.0,0.0,#DIV/0!,0.1893687707641196,0.0,0.43846153846153846,0.0,0.0,#DIV/0!
131,Suffolk County (Southwest)--Babylon Town (Southeast) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!
132,Suffolk County (Northwest)--Huntington Town (North) PUMA,0.8589473684210527,0.0,1.0,0.5481049562682215,0.0,0.7550200803212851,0.8736669401148482,0.8887515451174289,0.8439024390243902
133,"NYC-Queens Community District 12--Jamaica, Hollis & St. Albans PUMA",0.1649048625792812,0.0,0.33548387096774196,0.32907991940899933,0.2779069767441861,0.3990461049284579,0.5395395395395396,0.264,1.0
134,"NYC-Queens Community District 13--Queens Village, Cambria Heights & Rosedale PUMA",0.0,0.0,0.0,0.04631217838765009,0.11816192560175055,0.0,0.0,#DIV/0!,0.0
135,Monroe County (Central)--Rochester City (West) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,1.0,1.0,#DIV/0!,1.0,#DIV/0!,1.0
136,NYC-Queens Community District 10--Howard Beach & Ozone Park PUMA,0.08990825688073395,0.0,0.13066666666666665,0.1553398058252427,0.21972203838517537,0.1038135593220339,0.40069686411149824,0.3755656108597285,0.48484848484848486
137,Suffolk County (Central)--Islip Town (Northwest) PUMA,0.0,0.0,#DIV/0!,0.11313068003760576,0.11577918905715681,0.10839160839160839,0.07138607971445568,0.0,0.13528748590755355
138,Putnam County PUMA,0.0,0.0,0.0,0.784452296819788,0.784452296819788,#DIV/0!,0.0,0.0,#DIV/0!
139,NYC-Queens Community District 2--Sunnyside & Woodside PUMA,0.17966101694915254,0.0,0.29201101928374656,0.2980132450331126,0.40867440439828956,0.1032258064516129,0.25254237288135595,0.3136842105263158,0.0
140,Nassau County (Central)--Hempstead Town (East Central) PUMA,0.0,0.0,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!,#DIV/0!
141,Suffolk County (Northwest)--Huntington Town (South) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.0,#DIV/0!,0.0,#DIV/0!,#DIV/0!,#DIV/0!
142,"NYC-Bronx Community District 4--Concourse, Highbridge & Mount Eden PUMA",0.38946224877783814,0.0,0.6620498614958449,0.46736614719950625,0.45197201017811706,0.4818699430626311,0.43501969100272647,0.43067426400759734,0.4426778242677824
143,Nassau County (Central)--Hempstead Town (Northeast) PUMA,#DIV/0!,#DIV/0!,#DIV/0!,0.0,0.0,0.0,0.0,0.0,#DIV/0!
144,NYC-Brooklyn Community District 14--Flatbush & Midwood PUMA,0.4293193717277487,0.14173228346456693,1.0,0.6090104585679806,1.0,0.36304062909567497,0.31856540084388185,0.321285140562249,0.31555555555555553
145,"Rockland County (West)--Spring Valley, Suffern Villages & Monsey PUMA",0.0,0.0,#DIV/0!,0.43601895734597157,0.3548387096774194,0.5139318885448917,1.0,1.0,1.0
146,Capital Region,0.236,1.0,0.19916142557651992,0.08131868131868132,1.0,0.0,0.0,0.0,0.0
147,Central NY,0.0,0.0,0.0,0.0,#DIV/0!,0.0,0.0,0.0,0.0
148,Finger Lakes,#DIV/0!,#DIV/0!,#DIV/0!,0.3567375886524823,0.2720664589823468,0.5391498881431768,0.2505854800936768,0.0,0.6184971098265896
149,Long Island,0.193999491482329,0.10540970564836913,0.35095137420718814,0.14946764946764945,0.12738641100458525,0.17599919863768407,0.2745977984758679,0.27357499343314945,0.27645376549094375
150,Mid-Hudson,0.14339875111507583,0.15538057742782152,0.1345482745250097,0.2767366788244665,0.29422820894353513,0.2565860700108264,0.27417501231324903,0.19144467779374377,0.5129186602870813
151,Mohawk Valley,0.61,#DIV/0!,0.61,#DIV/0!,#DIV/0!,#DIV/0!,0.9385964912280702,0.9385964912280702,#DIV/0!
152,New York City,0.20023557126030625,0.10951045385007649,0.25024595924104004,0.32836078544199093,0.2900435347995703,0.3680618611054158,0.4642997220374823,0.38353826986620443,0.6015930751876237
153,North Country,0.0,#DIV/0!,0.0,1.0,#DIV/0!,1.0,1.0,1.0,1.0
154,Southern Tier,0.0,#DIV/0!,0.0,0.0,#DIV/0!,0.0,0.0,0.0,#DIV/0!
155,Western NY,0.0,0.0,0.0,0.28885400313971743,0.2906574394463668,0.28501228501228504,1.0,1.0,1.0
